minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
31,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.995155,49.958839,49.911735,49.843056,53.166455,147.592990,148.785261,148.785261,148.785261,148.785261,148.785261,148.785261,49.958302,49.954989,121.797290,148.785261,148.785261,148.785261,4.031701
32,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.995370,49.970637,49.913908,49.859839,50.355602,137.066028,148.780631,148.780631,148.780631,148.780631,148.780631,148.780631,49.962613,49.875346,111.172826,148.780631,148.780631,148.780631,4.031691
33,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.995584,49.973187,49.916072,49.876426,49.872913,110.596622,148.776215,148.776215,148.776215,148.776215,148.776215,148.776215,49.966922,49.871823,100.473387,148.776215,148.776215,148.776215,4.031681
34,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.995798,49.974418,49.918236,49.885410,49.818346,80.170531,148.772013,148.772013,148.772013,148.772013,148.772013,148.772013,49.971231,49.878093,89.765275,148.772013,148.772013,148.772013,4.031670
35,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.991597,49.970217,49.914034,49.881209,49.814145,80.166330,148.767812,148.767812,148.767812,148.767812,148.767812,148.767812,49.967030,49.873892,89.761074,148.767812,148.767812,148.767812,4.031872
36,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.987397,49.966016,49.909834,49.877008,49.809944,80.162129,148.763611,148.763611,148.763611,148.763611,148.763611,148.763611,49.962830,49.869691,89.756874,148.763611,148.763611,148.763611,4.032073
37,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.983196,49.961816,49.905634,49.872808,49.805744,80.157929,148.759411,148.759411,148.759411,148.759411,148.759411,148.759411,49.958630,49.865491,89.752673,148.759411,148.759411,148.759411,4.032275
38,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.978997,49.957616,49.901434,49.868608,49.801545,80.153729,148.755212,148.755212,148.755212,148.755212,148.755212,148.755212,49.954430,49.861291,89.748474,148.755212,148.755212,148.755212,4.032476
39,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.974798,49.953417,49.897235,49.864409,49.797345,80.149530,148.751013,148.751013,148.751013,148.751013,148.751013,148.751013,49.950231,49.857092,89.744275,148.751013,148.751013,148.751013,4.032677
40,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.996015,49.954591,49.906991,49.868936,49.797759,60.493629,148.349663,148.747028,148.747028,148.747028,148.747028,148.747028,49.956229,49.864749,79.063731,148.719760,148.747028,148.747028,4.031660
41,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.996229,49.955763,49.923149,49.872287,49.809591,52.485043,143.490194,148.743257,148.743257,148.743257,148.743257,148.743257,49.960723,49.873263,68.776486,148.297145,148.743257,148.743257,4.031650
42,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.996444,49.956936,49.931891,49.875462,49.827075,50.274297,126.374534,148.739701,148.739701,148.739701,148.739701,148.739701,49.964331,49.881273,60.068344,146.298082,148.739701,148.739701,4.031639
43,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.996658,49.958108,49.935345,49.878619,49.841263,49.842983,98.563339,148.736358,148.736358,148.736358,148.736358,148.736358,49.967735,49.888290,54.226823,141.434836,148.736358,148.736358,4.031629
44,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.996872,49.971718,49.937635,49.884679,49.849601,49.785235,72.955988,148.603554,148.733230,148.733230,148.733230,148.733230,49.971115,49.894774,51.286292,133.672375,148.733230,148.733230,4.031619
45,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.997086,49.980428,49.939802,49.898387,49.854835,49.787501,57.954907,146.507050,148.730316,148.730316,148.730316,148.730316,49.974494,49.901100,50.189628,124.067400,148.730316,148.730316,4.031608
46,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.997300,49.982576,49.941961,49.911939,49.859170,49.802277,51.938006,136.676636,148.727616,148.727616,148.727616,148.727616,49.977872,49.907396,49.887390,113.669202,148.727616,148.727616,4.031598
47,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.997514,49.983788,49.944120,49.919604,49.863339,49.819124,50.202758,115.269526,148.725131,148.725131,148.725131,148.725131,49.981249,49.913688,49.829632,103.027678,148.725131,148.725131,4.031588
48,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.995029,49.981302,49.941635,49.917118,49.860853,49.816638,50.200273,115.267041,148.722645,148.722645,148.722645,148.722645,49.978764,49.911202,49.827147,103.025192,148.722645,148.722645,4.031707
49,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.992543,49.978817,49.939149,49.914633,49.858368,49.814153,50.197787,115.264555,148.720160,148.720160,148.720160,148.720160,49.976278,49.908717,49.824662,103.022707,148.720160,148.720160,4.031826
50,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.990058,49.976332,49.936664,49.912148,49.855883,49.811668,50.195302,115.262070,148.717675,148.717675,148.717675,148.717675,49.973793,49.906232,49.822177,103.020222,148.717675,148.717675,4.031945
51,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.987574,49.973847,49.934180,49.909663,49.853399,49.809183,50.192818,115.259586,148.715190,148.715190,148.715190,148.715190,49.971309,49.903747,49.819692,103.017737,148.715190,148.715190,4.032065
52,0,0,0,71.000000,0.000000,0.000000,0.000000,50.000000,49.985089,49.971363,49.931695,49.907179,49.850914,49.806699,50.190333,115.257101,148.712706,148.712706,148.712706,148.712706,49.968824,49.901263,49.817208,103.015253,148.712706,148.712706,4.032184
53,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.997730,49.972533,49.939242,49.911390,49.856102,49.819426,49.820630,88.692603,148.668790,148.710435,148.710435,148.710435,49.973132,49.907896,49.815309,92.321874,148.707635,148.710435,4.031578
54,0,0,0,71.000000,0.000000,0.000000,1.500000,50.000000,49.997944,49.973703,49.951331,49.914691,49.866443,49.827658,49.766386,67.600111,147.808843,148.708379,148.708379,148.708379,49.976373,49.915048,49.823511,81.685725,148.637095,148.708379,4.031567
55,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.997970,49.974314,49.956678,49.916884,49.877721,49.832169,49.769064,58.004248,143.898823,148.706537,148.706537,148.706537,49.978138,49.920116,49.831172,73.456197,148.252995,148.712743,4.031557
56,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.998145,49.974943,49.959392,49.919101,49.887688,49.836215,49.780132,53.145511,134.154373,148.704866,148.704866,148.704866,49.979859,49.924700,49.838901,66.048266,147.048780,148.711108,4.031549
57,1,0,0,71.000000,0.017607,0.000000,1.500000,50.000000,49.998333,49.978882,49.961176,49.922104,49.894855,49.840249,49.792862,51.007799,118.264466,148.699142,148.703368,148.703368,49.981615,49.928977,49.846306,60.015615,144.470887,148.709642,4.031541
