minute_of_year,compressorStatus ,upperElementStatus ,lowerElementStatus,Ta,inputCompKWH,inputResKWH,draw,inletT,T[0],T[1],T[2],T[3],T[4],T[5],T[6],T[7],T[8],T[9],T[10],T[11],simTCouples0,simTCouples1,simTCouples2,simTCouples3,simTCouples4,simTCouples5,COP
31,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.777550,57.759863,148.751564,148.751564,148.751564,148.751564,148.751564,148.751564,148.751564,148.751564,148.751564,148.751564,78.543011,148.751564,148.751564,148.751564,148.751564,148.751564,4.168348
32,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.769619,57.751933,148.743633,148.743633,148.743633,148.743633,148.743633,148.743633,148.743633,148.743633,148.743633,148.743633,78.535080,148.743633,148.743633,148.743633,148.743633,148.743633,4.168806
33,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.761689,57.744003,148.735703,148.735703,148.735703,148.735703,148.735703,148.735703,148.735703,148.735703,148.735703,148.735703,78.527150,148.735703,148.735703,148.735703,148.735703,148.735703,4.169264
34,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.753760,57.736074,148.727774,148.727774,148.727774,148.727774,148.727774,148.727774,148.727774,148.727774,148.727774,148.727774,78.519221,148.727774,148.727774,148.727774,148.727774,148.727774,4.169721
35,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.745832,57.728146,148.719846,148.719846,148.719846,148.719846,148.719846,148.719846,148.719846,148.719846,148.719846,148.719846,78.511293,148.719846,148.719846,148.719846,148.719846,148.719846,4.170179
36,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.737905,57.720219,148.711919,148.711919,148.711919,148.711919,148.711919,148.711919,148.711919,148.711919,148.711919,148.711919,78.503366,148.711919,148.711919,148.711919,148.711919,148.711919,4.170637
37,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.729979,57.712293,148.703993,148.703993,148.703993,148.703993,148.703993,148.703993,148.703993,148.703993,148.703993,148.703993,78.495440,148.703993,148.703993,148.703993,148.703993,148.703993,4.171095
38,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.722054,57.704368,148.696068,148.696068,148.696068,148.696068,148.696068,148.696068,148.696068,148.696068,148.696068,148.696068,78.487515,148.696068,148.696068,148.696068,148.696068,148.696068,4.171553
39,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.714130,57.696443,148.688144,148.688144,148.688144,148.688144,148.688144,148.688144,148.688144,148.688144,148.688144,148.688144,78.479591,148.688144,148.688144,148.688144,148.688144,148.688144,4.172010
40,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.706207,57.688520,148.680221,148.680221,148.680221,148.680221,148.680221,148.680221,148.680221,148.680221,148.680221,148.680221,78.471668,148.680221,148.680221,148.680221,148.680221,148.680221,4.172468
41,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.698285,57.680598,148.672298,148.672298,148.672298,148.672298,148.672298,148.672298,148.672298,148.672298,148.672298,148.672298,78.463745,148.672298,148.672298,148.672298,148.672298,148.672298,4.172926
42,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.690363,57.672677,148.664377,148.664377,148.664377,148.664377,148.664377,148.664377,148.664377,148.664377,148.664377,148.664377,78.455824,148.664377,148.664377,148.664377,148.664377,148.664377,4.173383
43,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.682443,57.664756,148.656457,148.656457,148.656457,148.656457,148.656457,148.656457,148.656457,148.656457,148.656457,148.656457,78.447904,148.656457,148.656457,148.656457,148.656457,148.656457,4.173841
44,0,0,0,71.000000,0.000000,0.000000,0.000000,58.000000,57.674524,57.656837,148.648537,148.648537,148.648537,148.648537,148.648537,148.648537,148.648537,148.648537,148.648537,148.648537,78.439984,148.648537,148.648537,148.648537,148.648537,148.648537,4.174298
