Time(min),AmbientT(C),PowerIn(W),TankT1(C),TankT2(C),TankT3(C),TankT4(C),TankT5(C),TankT6(C),InletT(C),OutletT(C),FlowRate(gal/min)
1012,20.3,375.1499999999999,31.6,40.5,48.9,50.6,50.9,50.8,,,
1013,19.9,376.4833333333333,31.5,40.9,49.1,50.6,50.9,50.8,,,
1014,19.8,377.6333333333334,31.7,41.2,49.1,50.7,50.9,50.9,,,
1015,20.2,377.2666666666667,31.8,41.2,49.3,50.7,50.8,50.7,,,
1016,20.3,378.43333333333334,32.0,41.8,49.3,50.7,50.9,50.7,,,
1017,20.1,379.1833333333334,31.9,41.6,49.3,50.7,50.9,50.7,,,
1018,19.9,380.25,32.2,41.8,49.4,50.7,50.8,50.5,,,
1019,21.3,380.9166666666667,32.3,42.0,49.5,50.7,50.8,50.7,,,
1020,20.5,382.1666666666667,32.5,42.4,49.7,50.7,50.8,50.7,,,
1021,20.1,382.3666666666666,32.7,42.5,49.7,50.7,50.8,50.7,,,
1022,19.7,383.2166666666667,32.8,42.7,49.8,50.7,50.9,50.8,,,
1023,19.8,384.01666666666665,33.0,42.9,49.9,50.7,50.9,50.9,,,
1024,20.1,384.34999999999997,33.2,43.1,50.0,50.7,50.9,50.9,,,
1025,20.2,385.68333333333334,33.5,43.4,50.0,50.7,50.9,50.8,,,
1026,20.2,386.98333333333335,33.6,43.5,50.1,50.7,50.9,50.9,,,
1027,20.0,387.6666666666667,34.0,43.7,50.2,50.7,50.9,50.9,,,
1028,19.9,388.5833333333334,34.1,43.9,50.2,50.7,50.9,50.9,,,
1029,20.1,388.93333333333334,34.4,44.1,50.3,50.7,50.9,50.9,,,
1030,20.3,389.8333333333333,34.7,44.3,50.4,50.7,50.9,50.9,,,
1031,20.2,390.4166666666667,34.9,44.5,50.5,50.7,50.9,50.9,,,
1032,19.8,392.05,35.2,44.6,50.6,50.8,50.9,50.9,,,
1033,19.9,393.5,35.5,44.8,50.6,50.8,50.9,51.0,17.6,34.2,0.2833333333333333
1034,20.3,392.6166666666666,35.7,45.0,50.6,50.8,51.0,51.0,14.9,33.6,0.9833333333333334
1035,20.2,394.09999999999997,36.0,45.2,50.7,50.8,51.0,51.0,15.1,33.3,1.0333333333333334
1036,19.9,392.9333333333334,34.2,44.0,50.5,50.8,51.0,51.0,15.1,50.6,1.0
1037,20.0,390.13333333333327,34.6,44.2,50.6,50.8,51.0,51.0,,,
1038,20.3,390.7833333333333,34.7,45.0,50.5,50.8,51.0,51.0,,,
1039,20.4,392.25,35.1,44.7,50.5,50.8,51.0,51.0,,,
1040,20.0,392.81666666666666,35.1,44.9,50.5,50.8,51.0,51.0,,,
1041,20.0,393.28333333333336,35.4,45.3,50.6,50.8,51.0,51.0,,,
1042,20.3,394.1333333333334,35.5,45.3,50.6,50.8,51.0,51.0,,,
1043,20.3,395.31666666666666,35.6,45.7,50.7,50.9,51.0,51.1,,,
1044,20.0,396.06666666666666,35.8,45.7,50.7,50.9,51.0,51.1,,,
1045,19.9,396.61666666666673,36.2,45.9,50.8,50.9,51.1,51.1,,,
1046,20.2,397.2166666666667,36.5,46.1,50.8,50.9,51.1,51.1,,,
1047,20.4,397.9666666666667,36.6,46.2,50.8,50.9,51.1,51.1,,,
1048,20.1,398.68333333333334,36.9,46.4,50.8,50.9,51.1,51.1,,,
1049,19.8,399.56666666666666,37.4,46.5,50.9,51.0,51.2,51.2,,,
1050,20.1,400.13333333333327,37.5,46.7,50.9,51.0,51.2,51.2,,,
1051,20.4,400.6666666666667,37.7,46.9,50.9,51.0,51.2,51.2,,,
1052,20.2,401.56666666666666,38.0,47.0,50.9,51.0,51.2,51.2,,,
1053,19.8,402.5333333333333,38.3,47.2,50.9,51.0,51.2,51.3,,,
1054,19.9,403.18333333333334,38.7,47.4,51.0,51.1,51.3,51.3,,,
1055,20.2,403.6333333333334,39.0,47.5,51.0,51.1,51.3,51.3,,,
1056,20.3,404.34999999999997,39.3,47.7,51.0,51.1,51.3,51.3,,,
1057,20.1,405.05,39.6,47.8,51.0,51.1,51.3,51.4,,,
1058,19.9,405.2166666666667,39.9,48.0,51.1,51.2,51.4,51.4,,,
1059,20.1,406.06666666666666,40.2,48.2,51.1,51.2,51.4,51.4,,,
1060,20.4,407.09999999999997,40.5,48.3,51.1,51.2,51.4,51.5,,,
1061,20.2,407.6666666666667,40.8,48.4,51.2,51.2,51.5,51.5,,,
1062,19.8,408.43333333333334,41.0,48.6,51.2,51.3,51.5,51.5,,,
1063,20.1,408.7166666666667,41.4,48.7,51.2,51.3,51.5,51.6,,,
1064,20.3,408.95,41.6,48.9,51.3,51.4,51.6,51.6,,,
1065,20.3,410.21666666666664,41.9,49.0,51.3,51.4,51.6,51.6,,,
1066,19.9,411.0,42.2,49.2,51.3,51.4,51.6,51.7,,,
1067,19.8,411.4166666666667,42.4,49.3,51.4,51.4,51.7,51.7,,,
1068,20.1,411.7166666666667,42.8,49.4,51.4,51.5,51.7,51.7,,,
1069,20.3,412.43333333333334,43.0,49.6,51.4,51.5,51.7,51.8,,,
1070,20.2,413.26666666666665,43.3,49.7,51.5,51.6,51.8,51.8,,,
1071,20.0,413.8666666666666,43.5,49.8,51.5,51.6,51.8,51.8,,,
1072,19.9,414.65000000000003,43.8,50.0,51.6,51.6,51.9,51.9,,,
1073,20.3,414.7833333333333,44.1,50.1,51.6,51.7,51.9,51.9,,,
1074,20.4,415.3,44.2,50.2,51.6,51.7,52.0,52.0,,,
1075,20.1,416.75,44.5,50.4,51.6,51.8,52.0,52.0,,,
1076,19.9,418.3166666666666,44.8,50.5,51.7,51.8,52.0,52.0,,,
1077,20.0,416.8333333333333,45.0,50.6,51.8,51.9,52.1,52.1,,,
1078,20.3,417.68333333333334,45.3,50.7,51.8,51.9,52.1,52.1,19.4,28.0,0.26666666666666666
1079,20.2,418.65000000000003,45.4,50.8,51.9,51.9,52.1,52.2,15.0,27.8,1.0
1080,20.0,419.41666666666674,45.7,50.9,51.9,52.0,52.2,52.2,15.3,27.6,1.0
1081,20.0,210.99999999999997,42.0,50.5,51.9,52.1,52.3,52.3,15.1,51.9,1.0333333333333334
1082,20.5,1.7000000000000002,42.3,50.5,51.9,52.1,52.3,52.3,,,
1083,20.7,1.6166666666666665,42.0,50.7,51.9,52.1,52.3,52.3,15.4,50.9,0.26666666666666666
1084,20.5,1.633333333333333,42.3,50.6,51.9,52.1,52.3,52.1,14.9,50.3,1.0
1085,20.2,1.633333333333333,42.2,50.6,51.9,52.1,52.3,52.0,15.0,49.6,1.0
1086,20.0,1.6833333333333333,39.7,50.1,51.9,52.1,52.3,51.9,15.0,51.9,1.0166666666666666
1087,20.2,1.6666666666666667,39.4,50.3,51.9,52.0,52.2,51.9,,,
1088,20.4,1.6666666666666667,39.4,50.1,51.8,52.0,52.2,52.0,,,
1089,20.4,1.6666666666666667,39.3,50.1,51.8,52.0,52.3,52.0,,,
1090,20.2,1.6499999999999997,39.2,50.2,51.8,52.0,52.2,52.1,,,
1091,20.0,1.7333333333333334,39.3,50.3,51.8,52.0,52.2,51.9,,,
1092,20.1,1.6500000000000001,39.4,50.2,51.8,52.1,52.2,51.9,,,
1093,20.4,1.6499999999999997,39.3,50.3,51.8,52.0,52.2,52.1,,,
1094,20.5,1.6499999999999997,39.4,50.2,51.8,52.0,52.2,52.0,,,
1095,20.3,1.6666666666666667,39.4,50.2,51.8,52.0,52.2,52.1,,,
1096,20.1,1.6666666666666667,39.4,50.2,51.8,52.0,52.2,52.2,,,
1097,20.1,1.7000000000000002,39.4,50.2,51.8,52.0,52.2,52.1,,,
1098,20.3,1.6666666666666667,39.4,50.2,51.8,52.0,52.2,52.0,,,
1099,20.3,1.6499999999999997,39.4,50.1,51.8,52.0,52.2,51.8,,,
1100,20.2,1.633333333333333,39.4,50.2,51.8,52.0,52.2,52.2,,,
1101,20.2,1.6833333333333333,39.4,50.1,51.8,52.0,52.2,52.2,,,
1102,20.4,1.6833333333333336,39.4,50.1,51.8,52.0,52.2,52.2,,,
1103,20.3,1.6499999999999997,39.4,50.1,51.8,52.0,52.2,51.9,,,
1104,20.2,1.6666666666666667,39.4,50.1,51.8,52.0,52.2,52.1,,,
1105,20.3,1.6666666666666667,39.4,50.1,51.8,52.0,52.2,52.2,,,
1106,20.3,1.616666666666667,39.4,50.1,51.8,52.0,52.2,51.9,,,
1107,20.2,1.6500000000000001,39.4,50.0,51.8,52.0,52.2,52.0,,,
1108,20.2,1.6666666666666667,39.4,50.0,51.8,52.0,52.1,52.1,,,
1109,20.3,1.6666666666666667,39.5,50.0,51.8,52.0,52.2,52.1,,,
1110,20.4,1.6666666666666667,39.5,50.0,51.8,52.0,52.2,52.2,,,
1111,20.2,1.7000000000000002,39.5,50.0,51.8,52.0,52.2,52.1,,,
1112,20.2,1.6500000000000001,39.5,50.0,51.7,51.9,52.2,52.1,,,
1113,20.3,1.5999999999999999,39.5,49.9,51.7,52.0,52.2,52.1,,,
1114,20.5,1.6166666666666665,39.5,49.9,51.8,51.9,52.2,52.0,,,
1115,20.2,1.6500000000000001,39.5,49.9,51.7,51.9,52.1,52.1,,,
1116,20.0,1.7000000000000002,39.5,49.9,51.7,51.9,52.2,52.1,,,
1117,20.2,1.6500000000000001,39.5,49.9,51.7,51.9,52.2,52.1,,,
1118,20.4,1.6666666666666667,39.5,49.9,51.7,51.9,52.2,51.9,,,
1119,20.3,1.6333333333333335,39.5,49.9,51.7,51.9,52.1,52.0,,,
1120,20.2,1.6500000000000001,39.5,49.9,51.7,51.9,52.1,52.1,,,
1121,20.3,1.7000000000000002,39.5,49.8,51.7,51.9,52.1,52.1,,,
1122,20.3,1.6333333333333335,39.5,49.8,51.7,51.9,52.1,52.0,,,
1123,20.1,1.6833333333333333,39.5,49.8,51.7,51.9,52.1,52.1,,,
1124,20.3,1.6833333333333336,39.5,49.8,51.7,51.9,52.1,52.1,,,
1125,20.3,1.6833333333333336,39.5,49.8,51.7,51.9,52.1,52.1,,,
1126,20.4,1.6833333333333333,39.5,49.8,51.7,51.9,52.1,52.1,,,
1127,20.2,1.6333333333333335,39.6,49.7,51.7,51.9,52.1,52.1,,,
1128,20.3,1.6500000000000001,39.6,49.7,51.7,51.9,52.1,52.0,,,
1129,20.4,1.6666666666666667,39.6,49.7,51.7,51.9,52.1,52.1,,,
1130,20.3,1.6833333333333336,39.6,49.7,51.7,51.9,52.1,52.1,,,
1131,20.4,1.6666666666666667,39.6,49.7,51.7,51.9,52.1,52.0,,,
1132,20.4,1.6500000000000001,39.6,49.7,51.7,51.9,52.1,52.0,,,
1133,20.3,1.6666666666666663,39.6,49.7,51.7,51.9,52.1,52.0,,,
1134,20.3,1.633333333333333,39.6,49.6,51.7,51.9,52.1,52.1,,,
1135,20.4,1.6833333333333333,39.6,49.6,51.7,51.9,52.1,52.1,,,
1136,20.4,1.6500000000000001,39.6,49.6,51.7,51.9,52.1,52.1,,,
1137,20.2,1.6833333333333333,39.6,49.6,51.7,51.9,52.1,52.0,,,
1138,20.4,1.6833333333333336,39.6,49.6,51.7,51.8,52.1,52.1,,,
1139,20.4,1.6666666666666663,39.6,49.6,51.7,51.9,52.1,52.0,,,
1140,20.2,1.6833333333333333,39.6,49.6,51.7,51.9,52.1,52.0,,,
1141,20.2,1.6499999999999997,39.6,49.5,51.7,51.9,52.1,52.0,,,
1142,20.3,1.6499999999999997,39.7,49.5,51.7,51.9,52.0,51.9,,,
1143,20.4,1.6499999999999997,39.7,49.5,51.7,51.9,52.1,51.9,,,
1144,20.2,1.6499999999999997,39.7,49.5,51.7,51.9,52.0,51.9,,,
1145,20.3,1.6833333333333333,39.7,49.5,51.7,51.8,52.0,51.9,,,
1146,20.4,1.6833333333333333,39.7,49.5,51.7,51.8,52.0,51.9,,,
1147,20.4,1.6666666666666667,39.7,49.5,51.7,51.9,52.0,52.0,,,
1148,20.3,1.6666666666666663,39.7,49.4,51.7,51.8,52.0,51.9,,,
1149,20.3,1.633333333333333,39.7,49.4,51.7,51.8,52.1,52.0,,,
1150,20.4,1.6499999999999997,39.7,49.4,51.7,51.8,52.0,52.0,,,
1151,20.3,1.6666666666666667,39.7,49.4,51.6,51.8,52.0,51.9,,,
1152,20.3,1.6833333333333336,39.7,49.4,51.7,51.8,52.0,52.0,,,
1153,20.4,1.7000000000000002,39.7,49.4,51.6,51.8,52.0,51.9,,,
1154,20.4,1.6833333333333333,39.7,49.4,51.6,51.8,52.0,51.9,,,
1155,20.2,1.7000000000000002,39.7,49.4,51.7,51.8,52.0,51.8,,,
1156,20.3,1.633333333333333,39.7,49.3,51.6,51.8,52.0,51.9,,,
1157,20.4,1.6500000000000001,39.7,49.3,51.6,51.8,52.0,51.9,,,
1158,20.3,1.666666666666667,39.8,49.3,51.7,51.8,52.0,51.9,,,
1159,20.4,1.6833333333333336,39.7,49.3,51.6,51.8,52.0,51.9,,,
1160,20.4,1.7000000000000002,39.8,49.3,51.6,51.8,52.0,51.9,,,
1161,20.4,1.6666666666666667,39.8,49.3,51.7,51.8,52.0,52.0,,,
1162,20.4,1.6500000000000001,39.8,49.2,51.6,51.8,52.0,52.0,,,
1163,20.4,1.6500000000000001,39.8,49.2,51.6,51.8,52.0,51.9,,,
1164,20.4,1.6333333333333335,39.8,49.2,51.6,51.8,52.0,52.0,,,
1165,20.3,1.6666666666666667,39.8,49.2,51.6,51.8,52.0,51.9,,,
1166,20.3,1.6500000000000001,39.8,49.2,51.6,51.8,52.0,51.9,,,
1167,20.4,1.6499999999999997,39.8,49.2,51.6,51.8,52.0,51.9,,,
1168,20.2,1.6333333333333335,39.8,49.2,51.6,51.8,52.0,51.9,,,
1169,20.3,1.6333333333333335,39.8,49.2,51.6,51.8,52.0,51.9,,,
1170,20.3,1.6666666666666667,39.8,49.2,51.6,51.8,52.0,51.9,,,
1171,20.3,1.6833333333333336,39.8,49.2,51.6,51.8,52.0,51.9,,,
1172,20.3,1.6833333333333336,39.8,49.1,51.6,51.8,51.9,51.8,,,
1173,20.4,1.6666666666666667,39.8,49.1,51.6,51.8,51.9,51.9,,,
1174,20.4,1.6833333333333336,39.8,49.1,51.6,51.8,52.0,51.9,,,
1175,20.3,1.6499999999999997,39.9,49.1,51.6,51.7,52.0,51.9,,,
1176,20.4,1.6500000000000001,39.9,49.1,51.6,51.8,52.0,51.8,,,
1177,20.4,1.6333333333333335,39.9,49.1,51.6,51.7,51.9,51.9,,,
1178,20.4,1.633333333333333,39.9,49.1,51.6,51.8,51.9,51.9,,,
1179,20.3,1.666666666666667,39.9,49.1,51.6,51.7,51.9,51.9,,,
1180,20.3,1.6833333333333333,39.9,49.0,51.6,51.7,51.9,51.7,,,
1181,20.4,1.6666666666666663,39.9,49.0,51.6,51.8,51.9,51.9,,,
1182,20.4,1.6499999999999997,39.9,49.0,51.6,51.7,51.9,51.8,,,
1183,20.2,1.633333333333333,39.9,49.0,51.6,51.7,51.9,51.9,,,
1184,20.3,1.6666666666666667,39.9,49.0,51.6,51.7,51.9,51.9,,,
1185,20.4,1.6666666666666667,39.9,49.0,51.6,51.7,51.9,51.9,,,
1186,20.3,1.6833333333333333,39.9,49.0,51.6,51.7,51.9,51.8,,,
1187,20.2,1.6666666666666663,39.9,48.9,51.6,51.7,51.9,51.9,,,
1188,20.3,1.6666666666666667,39.9,49.0,51.6,51.7,51.9,51.8,,,
1189,20.4,1.6666666666666663,39.9,48.9,51.6,51.7,51.9,51.9,,,
1190,20.3,1.6166666666666665,40.0,48.9,51.6,51.7,51.9,51.9,,,
1191,20.3,1.633333333333333,40.0,48.9,51.6,51.7,51.9,51.8,,,
1192,20.4,1.6499999999999997,39.9,48.9,51.5,51.7,51.9,51.7,,,
1193,20.3,1.6666666666666667,40.0,48.9,51.6,51.7,51.9,51.8,,,
1194,20.2,1.6833333333333333,40.0,48.9,51.6,51.7,51.9,51.8,,,
1195,20.4,1.6499999999999997,40.0,48.9,51.5,51.7,51.9,51.9,,,
1196,20.4,1.6666666666666667,40.0,48.9,51.5,51.7,51.9,51.9,,,
1197,20.2,1.633333333333333,40.0,48.9,51.5,51.7,51.9,51.8,,,
1198,20.2,1.6499999999999997,40.0,48.8,51.5,51.7,51.9,51.8,,,
1199,20.4,1.7000000000000002,40.0,48.8,51.5,51.7,51.9,51.8,,,
1200,20.4,1.6499999999999997,40.0,48.8,51.5,51.7,51.9,51.8,,,
1201,20.3,1.6833333333333333,40.0,48.8,51.5,51.7,51.9,51.8,,,
1202,20.2,1.6666666666666667,40.0,48.8,51.5,51.7,51.9,51.8,,,
1203,20.3,1.6499999999999997,40.0,48.8,51.5,51.7,51.9,51.8,,,
1204,20.3,1.6499999999999997,40.0,48.8,51.5,51.7,51.9,51.8,,,
1205,20.3,1.6666666666666663,40.0,48.8,51.5,51.7,51.9,51.8,,,
1206,20.3,1.6666666666666663,40.0,48.8,51.5,51.7,51.8,51.7,,,
1207,20.4,1.6500000000000001,40.0,48.8,51.5,51.7,51.8,51.7,,,
1208,20.3,1.6333333333333335,40.0,48.8,51.5,51.7,51.9,51.6,,,
1209,20.3,1.6833333333333333,40.0,48.7,51.5,51.6,51.9,51.7,,,
1210,20.4,1.6499999999999997,40.1,48.7,51.5,51.7,51.8,51.7,,,
1211,20.3,1.6333333333333335,40.1,48.7,51.5,51.7,51.8,51.7,,,
1212,20.2,1.6833333333333336,40.1,48.7,51.5,51.7,51.8,51.7,,,
1213,20.3,1.6833333333333336,40.1,48.7,51.5,51.6,51.8,51.5,,,
1214,20.4,1.6833333333333333,40.1,48.7,51.5,51.6,51.8,51.8,,,
1215,20.4,1.6500000000000001,40.1,48.7,51.5,51.6,51.8,51.8,,,
1216,20.3,1.6833333333333333,40.1,48.7,51.5,51.6,51.8,51.7,,,
1217,20.3,1.633333333333333,40.1,48.7,51.5,51.6,51.8,51.8,,,
1218,20.4,1.6500000000000004,40.1,48.6,51.5,51.6,51.8,51.8,,,
1219,20.2,1.6666666666666667,40.1,48.6,51.5,51.6,51.8,51.7,,,
1220,20.2,1.6500000000000001,40.1,48.6,51.5,51.6,51.8,51.8,,,
1221,20.4,1.666666666666667,40.1,48.6,51.5,51.6,51.8,51.7,,,
1222,20.5,1.666666666666667,40.1,48.6,51.5,51.6,51.8,51.5,,,
1223,20.2,1.666666666666667,40.1,48.6,51.5,51.6,51.8,51.7,,,
1224,20.2,1.6833333333333333,40.1,48.6,51.5,51.6,51.8,51.7,,,
1225,20.4,1.6500000000000001,40.1,48.6,51.5,51.6,51.8,51.7,,,
1226,20.4,1.6500000000000001,40.1,48.6,51.5,51.6,51.8,51.7,,,
1227,20.3,1.6500000000000001,40.1,48.6,51.5,51.6,51.8,51.6,,,
1228,20.3,1.6833333333333336,40.1,48.6,51.5,51.6,51.8,51.7,,,
1229,20.3,1.6666666666666667,40.1,48.5,51.4,51.6,51.8,51.7,,,
1230,20.2,1.6499999999999997,40.1,48.5,51.4,51.6,51.8,51.7,,,
1231,20.2,1.6166666666666665,40.2,48.5,51.4,51.6,51.8,51.6,,,
1232,20.5,1.6499999999999997,40.2,48.5,51.4,51.6,51.8,51.6,,,
1233,20.3,1.6666666666666667,40.1,48.5,51.4,51.6,51.8,51.7,,,
1234,20.2,1.6833333333333333,40.2,48.5,51.4,51.6,51.8,51.7,,,
1235,20.2,1.633333333333333,40.1,48.5,51.4,51.6,51.7,51.5,,,
1236,20.4,1.6499999999999997,40.2,48.5,51.4,51.6,51.8,51.5,,,
1237,20.5,1.6500000000000001,40.2,48.5,51.4,51.6,51.7,51.6,,,
1238,20.3,1.6499999999999997,40.2,48.5,51.4,51.6,51.7,51.4,,,
1239,20.2,1.633333333333333,40.2,48.5,51.4,51.6,51.8,51.6,,,
1240,20.4,1.6500000000000001,40.2,48.5,51.4,51.6,51.7,51.5,,,
1241,20.4,1.6833333333333333,40.2,48.4,51.4,51.6,51.7,51.2,,,
1242,20.3,1.6499999999999997,40.2,48.4,51.4,51.5,51.7,51.2,,,
1243,20.2,1.7000000000000002,40.2,48.4,51.4,51.5,51.7,51.6,,,
1244,20.5,1.633333333333333,40.2,48.4,51.4,51.5,51.7,51.5,,,
1245,20.4,1.6166666666666665,40.2,48.4,51.4,51.6,51.7,51.3,,,
1246,20.3,1.6666666666666667,40.2,48.4,51.4,51.5,51.7,51.6,,,
1247,20.3,1.6666666666666663,40.2,48.4,51.4,51.5,51.7,51.6,,,
1248,20.4,1.6833333333333333,40.2,48.4,51.4,51.5,51.7,51.5,,,
1249,20.3,1.6499999999999997,40.2,48.4,51.4,51.5,51.7,51.6,,,
1250,20.2,1.6499999999999997,40.2,48.4,51.4,51.5,51.7,51.5,,,
1251,20.4,1.6666666666666667,40.2,48.4,51.4,51.5,51.7,51.5,,,
1252,20.4,1.6166666666666665,40.2,48.3,51.4,51.5,51.7,51.5,,,
1253,20.4,1.6666666666666663,40.2,48.3,51.4,51.5,51.7,51.6,,,
1254,20.3,1.6499999999999997,40.2,48.3,51.4,51.5,51.7,51.6,,,
1255,20.4,1.633333333333333,40.2,48.3,51.4,51.5,51.7,51.6,,,
1256,20.4,1.6833333333333336,40.2,48.3,51.4,51.5,51.7,51.5,,,
1257,20.2,1.6833333333333336,40.2,48.3,51.3,51.5,51.7,51.6,,,
1258,20.2,1.6666666666666667,40.2,48.3,51.3,51.5,51.7,51.6,,,
1259,20.4,1.633333333333333,40.3,48.3,51.4,51.5,51.7,51.6,,,
1260,20.3,1.6666666666666667,40.2,48.3,51.3,51.5,51.7,51.7,,,
1261,20.3,1.6666666666666663,40.3,48.3,51.3,51.5,51.7,51.5,,,
1262,20.3,1.6833333333333336,40.3,48.3,51.3,51.5,51.7,51.3,,,
1263,20.4,1.6833333333333333,40.3,48.3,51.3,51.5,51.6,51.2,,,
1264,20.3,1.6666666666666663,40.3,48.3,51.3,51.5,51.7,51.6,,,
1265,20.2,1.6833333333333333,40.3,48.2,51.3,51.5,51.7,51.6,,,
1266,20.4,1.6500000000000001,40.3,48.2,51.3,51.5,51.7,51.6,,,
1267,20.4,1.6500000000000001,40.3,48.2,51.3,51.5,51.7,51.5,,,
1268,20.3,1.6500000000000001,40.3,48.2,51.3,51.4,51.6,51.6,,,
1269,20.2,1.6666666666666667,40.3,48.2,51.3,51.4,51.7,51.5,,,
1270,20.4,1.6666666666666667,40.3,48.2,51.3,51.4,51.6,51.6,,,
1271,20.3,1.6666666666666667,40.3,48.2,51.3,51.5,51.6,51.6,,,
1272,20.3,1.7000000000000002,40.3,48.2,51.3,51.5,51.6,51.6,,,
1273,20.3,1.6333333333333335,40.3,48.2,51.3,51.4,51.6,51.3,20.5,23.6,0.2833333333333333
1274,20.4,1.633333333333333,40.3,48.2,51.3,51.5,51.6,51.6,15.8,23.6,1.0
1275,20.3,1.6500000000000004,40.3,48.2,51.3,51.5,51.6,51.5,15.3,23.6,1.0
1276,20.3,1.6500000000000001,38.2,47.4,51.2,51.4,51.6,51.5,15.1,51.3,1.0166666666666666
1277,20.4,1.7000000000000002,36.6,46.7,51.2,51.4,51.6,51.6,15.1,51.3,1.0
1278,20.3,1.6333333333333335,37.0,46.6,51.0,51.4,51.6,51.6,,,
1279,20.1,1.6500000000000001,36.9,46.9,51.0,51.4,51.6,51.6,,,
1280,20.3,1.6500000000000001,37.0,47.1,51.0,51.4,51.6,51.5,,,
1281,20.3,1.6166666666666665,36.9,46.8,51.0,51.4,51.6,51.4,,,
1282,20.2,1.6833333333333333,36.9,46.8,51.0,51.4,51.6,51.5,,,
1283,20.3,1.6499999999999997,36.9,46.8,50.9,51.4,51.6,51.4,,,
1284,20.3,1.666666666666667,36.9,46.7,51.0,51.4,51.6,51.3,,,
1285,20.3,1.6666666666666667,36.9,46.9,51.0,51.4,51.6,51.4,,,
1286,20.2,1.6500000000000001,36.9,46.6,51.0,51.4,51.6,51.3,,,
1287,20.3,1.6666666666666667,37.0,46.9,50.9,51.4,51.6,51.5,,,
1288,20.3,1.6166666666666665,37.0,46.7,50.9,51.3,51.6,51.6,16.5,45.1,0.2833333333333333
1289,20.3,1.6666666666666667,36.9,46.7,51.0,51.4,51.6,51.3,15.0,44.6,1.0
1290,20.3,1.6666666666666667,37.0,46.7,51.0,51.4,51.6,51.3,15.1,44.1,1.0
1291,20.3,1.666666666666667,35.3,46.0,50.9,51.3,51.6,51.5,15.0,51.3,1.0
1292,20.2,1.6833333333333333,34.3,44.8,50.8,51.3,51.6,51.6,14.9,51.3,0.9333333333333332
1293,20.3,1.6500000000000001,34.4,44.6,50.7,51.3,51.6,51.2,,,
1294,20.3,1.6333333333333335,34.3,44.8,50.7,51.2,51.5,51.5,,,
1295,20.3,1.633333333333333,34.2,44.1,50.7,51.2,51.6,51.6,,,
1296,20.2,1.6500000000000004,34.3,44.3,50.6,51.2,51.5,51.5,,,
1297,20.3,1.6833333333333333,34.3,44.5,50.7,51.2,51.5,51.5,,,
1298,20.4,1.6500000000000004,34.3,44.3,50.7,51.2,51.5,51.5,,,
1299,20.2,1.6499999999999997,34.3,44.5,50.7,51.2,51.5,51.5,,,
1300,20.3,1.6500000000000001,34.3,44.4,50.6,51.2,51.5,51.5,,,
1301,20.4,1.6333333333333335,34.3,44.4,50.6,51.2,51.5,51.4,,,
1302,20.2,1.633333333333333,34.3,44.2,50.7,51.2,51.5,51.5,,,
1303,20.3,1.633333333333333,34.3,44.3,50.6,51.2,51.5,51.5,,,
1304,20.4,1.6666666666666667,34.3,44.3,50.6,51.2,51.5,51.4,16.0,44.8,1.3666666666666665
1305,20.3,1.7000000000000002,34.3,44.2,50.6,51.2,51.5,51.2,15.0,44.3,1.7
1306,20.2,1.6666666666666667,32.4,41.7,50.6,51.2,51.5,51.4,15.0,51.2,1.7
1307,20.3,8.233333333333334,32.5,41.1,50.4,51.0,51.5,51.5,14.9,51.1,0.2833333333333333
1308,20.3,188.98333333333335,32.3,39.4,50.5,51.1,51.5,51.4,,,
1309,20.0,365.23333333333335,32.3,40.9,50.3,51.1,51.5,51.2,,,
1310,19.9,368.9166666666667,32.4,40.9,50.2,51.1,51.4,51.2,,,
1311,20.1,369.06666666666666,32.6,41.1,50.1,51.1,51.4,51.3,,,
1312,20.2,376.05,32.6,41.2,50.1,51.1,51.4,51.2,,,
1313,20.3,379.51666666666665,32.7,41.4,50.1,51.0,51.4,51.3,,,
1314,20.0,368.51666666666665,32.8,41.4,50.1,51.1,51.4,51.3,,,
1315,20.0,364.1833333333334,33.0,41.9,50.2,51.1,51.4,51.4,,,
1316,20.2,363.7666666666667,33.3,42.4,50.0,51.0,51.4,51.2,,,
1317,20.3,363.95000000000005,33.4,42.3,50.2,51.1,51.4,51.0,,,
1318,20.1,364.01666666666665,33.4,42.4,50.1,51.0,51.4,51.4,,,
1319,20.0,363.3666666666666,33.7,42.6,50.2,51.0,51.4,51.3,13.9,42.0,1.3166666666666667
1320,20.1,365.25,33.9,43.0,50.2,51.0,51.4,51.4,15.0,41.4,1.7
1321,20.3,363.45,32.3,40.6,49.9,51.0,51.3,51.0,15.0,51.1,1.7166666666666666
1322,20.2,356.4166666666667,32.5,40.3,49.7,50.9,51.3,50.7,14.9,50.9,0.2833333333333333
1323,19.9,358.26666666666665,32.4,40.5,49.9,50.9,51.3,51.0,,,
1324,20.0,361.1166666666666,32.4,40.5,50.0,50.9,51.3,50.7,,,
1325,20.2,361.09999999999997,32.5,41.8,49.9,50.9,51.3,51.0,,,
1326,20.3,361.1666666666667,32.6,41.4,49.9,51.0,51.3,51.0,,,
1327,20.2,363.38333333333327,32.6,41.5,50.0,50.9,51.3,51.2,,,
1328,19.9,364.2333333333333,32.8,42.3,50.0,50.9,51.3,51.1,,,
1329,20.1,363.95000000000005,33.1,42.3,50.1,51.0,51.3,50.9,,,
1330,20.2,365.8666666666666,33.0,42.5,50.2,50.9,51.3,50.8,,,
