Time [s],T_amb_DB [°C],T_amb_WB [°C],RH [%],Power [W],Tank Temp #1 [°C],Tank Temp #2 [°C],Tank Temp #3 [°C],Tank Temp #4 [°C],Tank Temp #5 [°C],Tank Temp #6 [°C],T_water_in [°C],T_water_out [°C],Flow Rate [GPM]
65550,9.7,5.6,58.1,325.0,48.5,48.9,48.9,40.5,32.7,23.1,12.1,14.8,0.0
65560,9.7,5.6,58.3,325.1,48.2,48.9,48.8,40.4,32.7,23.1,12.1,14.8,0.0
65570,9.7,5.6,58.0,325.4,48.3,48.9,48.8,40.5,32.8,23.2,12.1,14.8,0.0
65580,9.7,5.6,58.0,325.6,48.4,48.9,48.8,40.5,32.8,23.2,12.1,14.8,0.0
65590,9.7,5.6,58.0,325.4,48.3,48.8,48.8,40.5,32.9,23.2,12.1,14.7,0.0
65600,9.7,5.6,57.9,325.7,48.3,48.9,48.8,40.5,32.9,23.2,12.2,14.7,0.0
65610,9.7,5.6,57.9,325.7,48.3,48.8,48.9,40.5,32.9,23.3,12.2,14.7,0.0
65620,9.6,5.5,58.0,325.9,48.2,48.9,48.9,40.6,33.0,23.3,12.2,14.7,0.0
65630,9.7,5.5,57.9,326.2,48.3,48.9,48.9,40.6,33.0,23.3,12.2,14.6,0.0
65640,9.6,5.5,57.9,326.3,48.0,48.9,48.8,40.6,33.0,23.3,12.2,14.6,0.0
65650,9.6,5.5,57.8,326.0,48.1,48.9,48.8,40.6,33.1,23.3,12.2,14.6,0.0
65660,9.6,5.5,57.8,326.3,48.2,48.8,48.9,40.6,33.1,23.4,12.2,14.6,0.0
65670,9.7,5.6,58.0,326.2,48.3,48.9,48.9,40.7,33.1,23.4,12.2,14.6,0.0
65680,9.8,5.7,57.7,326.8,48.4,48.9,48.9,40.7,33.1,23.4,12.2,14.6,0.0
65690,9.9,5.7,58.0,326.7,48.5,48.9,48.8,40.7,33.2,23.4,12.2,14.5,0.0
65700,9.9,5.8,58.1,327.0,48.2,48.8,48.8,40.7,33.2,23.5,12.2,14.5,0.0
65710,10.0,5.9,58.2,326.4,48.3,48.8,48.8,40.7,33.3,23.5,12.2,14.5,0.0
65720,10.1,6.0,58.1,326.5,48.2,48.8,48.7,40.8,33.3,23.5,12.2,14.5,0.0
65730,10.1,6.0,58.2,332.0,48.2,48.8,48.7,40.8,33.3,23.6,12.2,14.4,0.0
65740,10.1,5.9,58.0,332.7,48.2,48.8,48.7,40.8,33.3,23.6,12.3,14.4,0.0
65750,10.1,5.9,57.9,332.8,48.1,48.8,48.8,40.8,33.4,23.6,12.3,14.4,0.0
65760,10.1,5.9,57.9,327.8,48.1,48.8,48.8,40.8,33.4,23.6,12.3,14.4,0.0
65770,10.0,5.8,57.7,327.7,48.0,48.8,48.9,40.8,33.5,23.7,12.3,14.4,0.0
65780,10.0,5.9,57.9,328.2,48.2,48.8,48.9,40.9,33.5,23.7,12.3,14.4,0.0
65790,10.0,5.8,57.9,327.9,48.3,48.8,48.8,40.9,33.5,23.7,12.3,14.3,0.0
65800,10.0,5.8,57.7,328.8,48.2,48.9,48.8,40.9,33.6,23.8,12.3,14.3,0.0
65810,10.0,5.8,57.5,328.4,48.4,48.8,48.8,40.9,33.6,23.8,12.3,14.3,0.0
65820,10.0,5.8,57.7,328.5,47.8,48.8,48.7,40.9,33.7,23.8,12.3,14.3,0.0
65830,10.0,5.8,57.5,327.9,48.0,48.8,48.7,40.9,33.7,23.8,12.3,14.3,0.0
65840,9.9,5.7,57.5,328.8,48.3,48.8,48.8,41.0,33.7,23.9,12.3,14.3,0.0
65850,9.9,5.7,57.5,328.9,48.2,48.8,48.8,41.0,33.7,23.9,12.3,14.2,0.0
65860,9.9,5.7,57.5,329.1,48.2,48.8,48.9,41.0,33.8,23.9,12.3,14.2,0.0
65870,9.9,5.7,57.5,329.0,48.4,48.8,48.9,41.0,33.8,23.9,12.3,14.2,0.0
65880,9.8,5.6,57.4,329.5,48.4,48.8,48.9,41.1,33.8,23.9,12.4,14.2,0.0
65890,9.8,5.6,57.3,328.5,48.4,48.8,48.9,41.1,33.9,24.0,12.4,14.2,0.0
65900,9.8,5.6,57.8,329.0,48.1,48.8,48.9,41.1,33.9,24.0,12.4,14.1,0.0
65910,9.7,5.6,57.6,329.5,48.4,48.8,48.8,41.1,34.0,24.0,12.4,14.1,0.0
65920,9.7,5.6,57.7,329.7,48.4,48.8,48.8,41.1,34.0,24.1,12.4,14.1,0.0
65930,9.7,5.5,57.6,329.2,48.0,48.8,48.8,41.1,34.0,24.1,12.4,14.1,0.0
65940,9.7,5.5,57.4,329.9,48.4,48.8,48.8,41.2,34.1,24.2,12.4,14.1,0.0
65950,9.8,5.6,57.6,329.7,48.6,48.8,48.8,41.2,34.1,24.1,12.4,14.1,0.0
65960,9.8,5.6,57.4,333.2,48.2,48.8,48.8,41.2,34.1,24.2,12.4,14.0,0.0
65970,9.8,5.6,57.4,330.0,48.1,48.8,48.8,41.2,34.1,24.2,12.4,14.0,0.0
65980,9.8,5.6,57.7,330.0,48.1,48.8,48.8,41.2,34.2,24.3,12.4,14.0,0.0
65990,9.8,5.6,57.5,330.6,48.1,48.8,48.8,41.2,34.2,24.3,12.4,14.0,0.0
66000,9.8,5.6,57.5,331.0,48.3,48.8,48.8,41.3,34.3,24.3,12.5,14.0,0.0
66010,9.7,5.6,57.6,330.7,48.3,48.8,48.7,41.3,34.3,24.3,12.4,13.9,0.0
66020,9.6,5.5,57.6,330.0,48.4,48.8,48.7,41.3,34.3,24.4,12.5,13.9,0.0
66030,9.6,5.5,57.6,331.8,48.2,48.8,48.7,41.3,34.3,24.4,12.5,13.9,0.0
66040,9.7,5.5,57.6,330.6,48.3,48.8,48.8,41.3,34.4,24.4,12.5,13.9,0.0
66050,9.6,5.4,57.5,331.0,48.3,48.8,48.8,41.4,34.4,24.5,12.5,13.8,0.0
66060,9.5,5.4,57.5,331.0,47.9,48.8,48.8,41.4,34.5,24.5,12.5,13.8,0.0
66070,9.6,5.4,57.7,331.2,48.1,48.8,48.8,41.4,34.5,24.5,12.5,13.8,0.0
66080,9.5,5.4,57.7,331.5,48.3,48.8,48.7,41.4,34.5,24.5,12.5,13.8,0.0
66090,9.5,5.4,57.8,332.3,48.2,48.8,48.8,41.4,34.6,24.6,12.5,13.8,0.0
66100,9.5,5.4,57.9,331.7,48.1,48.8,48.8,41.5,34.6,24.6,12.5,13.8,0.0
66110,9.5,5.4,57.8,331.7,48.1,48.8,48.8,41.5,34.6,24.6,12.5,13.7,0.0
66120,9.4,5.3,57.9,332.9,48.3,48.8,48.8,41.5,34.6,24.6,12.5,13.7,0.0
66130,9.5,5.4,57.9,332.8,48.3,48.7,48.8,41.5,34.7,24.7,12.5,13.7,0.0
66140,9.4,5.3,57.7,331.7,48.1,48.8,48.8,41.5,34.7,24.7,12.5,13.7,0.0
66150,9.5,5.4,58.1,332.4,48.2,48.8,48.8,41.6,34.8,24.7,12.5,13.7,0.0
66160,9.6,5.5,58.2,330.9,48.4,48.8,48.8,41.6,34.8,24.7,12.6,13.7,0.0
66170,9.5,5.4,58.0,331.1,48.0,48.8,48.8,41.6,34.8,24.8,12.6,13.6,0.0
66180,9.5,5.4,58.1,331.2,47.9,48.8,48.8,41.6,34.9,24.8,12.6,13.6,0.0
66190,9.5,5.4,58.4,331.4,48.4,48.7,48.8,41.6,34.9,24.8,12.6,13.6,0.0
66200,9.6,5.5,58.3,332.1,48.3,48.8,48.8,41.6,34.9,24.8,12.6,13.6,0.0
66210,9.5,5.4,58.2,331.8,48.2,48.8,48.8,41.6,35.0,24.9,12.6,13.6,0.0
66220,9.6,5.5,58.4,332.1,48.1,48.8,48.8,41.7,35.0,24.9,12.6,13.5,0.0
66230,9.6,5.5,58.2,332.3,48.4,48.8,48.8,41.7,35.0,24.9,12.6,13.5,0.0
66240,9.6,5.5,58.5,332.5,48.2,48.8,48.8,41.7,35.0,25.0,12.6,13.5,0.0
66250,9.6,5.5,58.6,332.1,48.2,48.8,48.8,41.7,35.1,25.0,12.6,13.5,0.0
66260,9.7,5.6,58.5,332.6,48.2,48.7,48.7,41.8,35.1,25.0,12.6,13.5,0.0
66270,9.7,5.6,58.4,332.9,48.2,48.7,48.7,41.8,35.1,25.1,12.6,13.5,0.0
66280,9.8,5.7,58.4,332.7,48.5,48.8,48.7,41.8,35.2,25.1,12.6,13.4,0.0
66290,9.8,5.7,58.5,332.7,48.4,48.8,48.8,41.8,35.2,25.1,12.6,13.4,0.0
66300,9.7,5.7,58.6,333.3,48.1,48.8,48.8,41.8,35.2,25.1,12.6,13.4,0.0
66310,9.7,5.7,58.7,333.7,48.5,48.8,48.8,41.9,35.3,25.2,12.6,13.4,0.0
66320,9.7,5.7,58.7,333.8,47.8,48.8,48.8,41.9,35.3,25.2,12.6,13.4,0.0
66330,9.8,5.7,58.6,333.6,48.2,48.7,48.8,41.9,35.3,25.2,12.6,13.4,0.0
66340,9.7,5.6,58.4,333.6,48.0,48.8,48.8,41.9,35.4,25.3,12.6,13.4,0.0
66350,9.7,5.6,58.5,334.0,48.0,48.8,48.8,41.9,35.4,25.3,12.6,13.4,0.0
66360,9.7,5.6,58.5,333.5,48.0,48.8,48.8,41.9,35.4,25.3,12.6,13.3,0.0
66370,9.7,5.6,58.4,333.5,48.2,48.8,48.8,41.9,35.5,25.3,12.6,13.3,0.0
66380,9.7,5.6,58.5,333.7,47.7,48.7,48.8,42.0,35.5,25.3,12.7,13.3,0.0
66390,9.7,5.6,58.5,333.8,48.1,48.8,48.8,42.0,35.5,25.4,12.7,13.3,0.0
66400,9.7,5.6,58.6,334.4,48.2,48.7,48.8,42.0,35.6,25.4,12.7,13.3,0.0
66410,9.7,5.6,58.3,333.9,48.4,48.7,48.8,42.0,35.6,25.5,12.7,13.3,0.0
66420,9.7,5.6,58.4,334.1,48.2,48.7,48.8,42.1,35.6,25.5,12.7,13.3,0.0
66430,9.7,5.6,58.4,334.5,48.3,48.8,48.8,42.1,35.7,25.5,12.7,13.3,0.0
66440,9.7,5.6,58.2,334.4,47.8,48.8,48.8,42.1,35.7,25.6,12.7,13.2,0.0
66450,9.7,5.6,58.5,334.1,48.2,48.8,48.8,42.1,35.7,25.5,12.7,13.2,0.0
66460,9.7,5.7,58.5,335.0,48.1,48.8,48.8,42.1,35.7,25.5,12.7,13.2,0.0
66470,9.7,5.7,58.6,335.4,48.0,48.8,48.8,42.1,35.8,25.6,12.7,13.2,0.0
66480,9.8,5.8,58.7,335.0,48.0,48.7,48.8,42.2,35.8,25.7,12.7,13.2,0.0
66490,9.9,5.8,58.3,334.9,47.7,48.7,48.8,42.2,35.9,25.7,12.7,13.2,0.0
66500,9.9,5.8,58.7,335.2,48.3,48.7,48.8,42.2,35.9,25.7,12.7,13.2,0.0
66510,9.9,5.8,58.4,335.2,48.3,48.8,48.8,42.3,35.9,25.7,12.7,13.2,0.0
66520,9.9,5.8,58.6,335.7,48.3,48.8,48.8,42.3,36.0,25.8,12.7,13.1,0.0
66530,9.9,5.8,58.4,335.4,48.4,48.8,48.8,42.3,36.0,25.8,12.7,13.1,0.0
66540,9.9,5.8,58.5,335.9,48.3,48.8,48.8,42.3,36.0,25.8,12.7,13.1,0.0
66550,9.9,5.8,58.5,335.7,48.2,48.8,48.8,42.3,36.1,25.8,12.7,13.1,0.0
66560,9.9,5.7,58.1,336.0,48.0,48.7,48.7,42.3,36.1,25.9,12.8,13.1,0.0
66570,9.8,5.7,58.2,336.4,48.0,48.8,48.7,42.4,36.1,25.9,12.8,13.1,0.0
66580,9.8,5.7,58.4,336.0,47.9,48.8,48.7,42.4,36.1,26.0,12.8,13.1,0.0
66590,9.8,5.7,58.2,335.8,48.2,48.7,48.8,42.4,36.2,26.0,12.8,13.1,0.0
66600,9.8,5.7,58.4,336.3,48.4,48.8,48.8,42.4,36.2,26.0,12.8,13.1,0.0
66610,9.9,5.7,58.1,336.6,48.0,48.7,48.8,42.4,36.3,26.1,12.8,13.0,0.0
66620,9.8,5.7,57.9,337.1,48.0,48.7,48.8,42.5,36.3,26.1,12.8,13.0,0.0
66630,9.7,5.6,57.8,336.6,48.3,48.7,48.8,42.5,36.3,26.1,12.8,13.0,0.0
66640,9.7,5.6,58.1,336.4,47.9,48.7,48.8,42.5,36.3,26.1,12.8,13.0,0.0
66650,9.7,5.6,58.0,336.2,48.1,48.7,48.8,42.5,36.4,26.1,12.8,13.0,0.0
66660,9.6,5.5,57.9,336.2,48.4,48.7,48.8,42.5,36.4,26.2,12.8,13.0,0.0
66670,9.6,5.5,58.0,336.6,48.3,48.7,48.8,42.6,36.4,26.2,12.8,13.0,0.0
66680,9.6,5.5,58.2,336.8,48.3,48.7,48.8,42.6,36.5,26.2,12.8,13.0,0.0
66690,9.6,5.5,58.1,336.9,48.0,48.7,48.8,42.6,36.5,26.3,12.8,12.9,0.0
66700,9.5,5.4,58.0,336.4,48.2,48.7,48.8,42.6,36.5,26.3,12.8,12.9,0.0
66710,9.5,5.4,58.1,336.8,48.4,48.7,48.8,42.6,36.6,26.3,12.8,12.9,0.0
66720,9.5,5.4,58.0,336.7,48.4,48.7,48.8,42.7,36.6,26.4,12.9,12.9,0.0
66730,9.6,5.4,58.1,337.4,48.4,48.7,48.8,42.7,36.6,26.4,12.9,12.9,0.0
66740,9.5,5.4,58.2,337.3,48.4,48.7,48.8,42.7,36.7,26.4,12.9,12.9,0.0
66750,9.6,5.5,58.0,338.0,48.2,48.7,48.8,42.7,36.7,26.4,12.9,12.9,0.0
66760,9.7,5.6,58.2,337.5,48.3,48.7,48.8,42.8,36.7,26.5,12.9,12.9,0.0
66770,9.8,5.6,58.1,338.7,48.4,48.8,48.8,42.7,36.7,26.5,12.9,12.9,0.0
66780,9.8,5.7,58.2,338.3,48.3,48.7,48.8,42.8,36.8,26.5,12.9,12.8,0.0
66790,9.9,5.8,58.3,338.0,48.4,48.7,48.8,42.8,36.8,26.6,12.9,12.8,0.0
66800,10.0,5.9,58.4,337.5,48.3,48.7,48.8,42.8,36.9,26.6,12.9,12.8,0.0
66810,10.0,5.8,58.4,338.0,47.8,48.7,48.8,42.8,36.9,26.6,12.9,12.8,0.0
66820,9.9,5.8,58.2,338.3,48.2,48.7,48.8,42.8,36.9,26.6,12.9,12.8,0.0
66830,10.0,5.8,58.3,338.3,48.0,48.7,48.8,42.9,36.9,26.6,12.9,12.8,0.0
66840,10.0,5.8,58.2,338.5,48.0,48.7,48.8,42.9,37.0,26.7,12.9,12.8,0.0
66850,10.0,5.8,58.0,339.0,48.3,48.7,48.8,42.9,37.0,26.7,12.9,12.8,0.0
66860,9.9,5.8,57.9,338.6,48.4,48.6,48.8,42.9,37.0,26.8,12.9,12.8,0.0
66870,9.9,5.8,57.8,339.4,48.3,48.7,48.8,43.0,37.1,26.8,12.9,12.8,0.0
66880,10.0,5.8,57.8,339.3,48.2,48.7,48.8,43.0,37.1,26.8,12.9,12.7,0.0
66890,9.9,5.8,57.9,339.9,48.2,48.7,48.8,43.0,37.1,26.9,12.9,12.7,0.0
66900,9.9,5.7,57.8,339.5,48.2,48.7,48.8,43.0,37.2,26.8,12.9,12.7,0.0
66910,9.9,5.7,57.7,340.0,48.2,48.7,48.8,43.0,37.2,26.9,12.9,12.7,0.0
66920,9.8,5.7,57.8,339.8,47.9,48.7,48.8,43.1,37.2,27.0,13.0,12.7,0.0
66930,9.8,5.7,57.8,339.8,48.3,48.7,48.8,43.1,37.2,27.0,13.0,12.7,0.0
66940,9.8,5.7,57.7,339.4,48.1,48.7,48.8,43.1,37.3,27.0,13.0,12.7,0.0
66950,9.8,5.7,57.6,339.5,48.0,48.6,48.8,43.1,37.3,27.0,13.0,12.7,0.0
66960,9.8,5.7,57.7,340.0,48.1,48.6,48.8,43.1,37.3,27.1,13.0,12.7,0.0
66970,9.8,5.6,57.6,340.0,47.8,48.7,48.8,43.1,37.4,27.2,13.0,12.7,0.0
66980,9.7,5.5,57.4,340.1,48.2,48.6,48.8,43.2,37.4,27.1,13.0,12.7,0.0
66990,9.7,5.5,57.5,340.1,48.3,48.7,48.8,43.2,37.4,27.1,13.0,12.7,0.0
67000,9.7,5.5,57.7,340.1,48.2,48.7,48.8,43.2,37.5,27.2,13.0,12.7,0.0
67010,9.7,5.5,57.7,340.2,48.3,48.6,48.8,43.3,37.5,27.2,13.0,12.7,0.0
67020,9.6,5.5,57.6,339.8,47.9,48.6,48.8,43.3,37.5,27.2,13.0,12.7,0.0
67030,9.6,5.5,57.9,340.3,48.4,48.6,48.8,43.3,37.5,27.3,13.0,12.6,0.0
67040,9.6,5.4,57.6,340.6,48.5,48.7,48.8,43.3,37.6,27.3,13.0,12.6,0.0
67050,9.6,5.4,57.4,341.1,48.2,48.7,48.8,43.3,37.6,27.3,13.0,12.6,0.0
67060,9.6,5.5,57.6,340.5,48.0,48.7,48.8,43.3,37.6,27.4,13.0,12.6,0.0
67070,9.5,5.4,57.6,340.7,48.2,48.7,48.8,43.3,37.7,27.4,13.0,12.6,0.0
67080,9.5,5.3,57.5,340.6,48.2,48.7,48.8,43.4,37.7,27.4,13.0,12.6,0.0
67090,9.5,5.4,57.7,340.5,48.2,48.7,48.8,43.4,37.7,27.4,13.0,12.6,0.0
67100,9.5,5.4,57.8,341.1,48.3,48.7,48.8,43.4,37.8,27.5,13.0,12.6,0.0
67110,9.4,5.3,57.8,341.1,48.1,48.7,48.8,43.4,37.8,27.5,13.1,12.6,0.0
67120,9.4,5.3,57.9,341.1,47.8,48.7,48.8,43.4,37.8,27.5,13.1,12.5,0.0
67130,9.5,5.4,57.8,341.2,48.0,48.7,48.8,43.5,37.9,27.6,13.1,12.5,0.0
67140,9.5,5.4,58.0,341.2,48.0,48.6,48.8,43.5,37.9,27.6,13.1,12.5,0.0
67150,9.6,5.4,57.9,341.7,48.1,48.7,48.8,43.5,37.9,27.6,13.1,12.5,0.0
67160,9.6,5.5,57.9,341.7,47.8,48.6,48.8,43.5,37.9,27.6,13.1,12.5,0.0
67170,9.6,5.5,58.1,341.9,47.7,48.6,48.7,43.5,38.0,27.7,13.1,12.5,0.0
67180,9.7,5.5,58.0,341.8,48.1,48.6,48.8,43.6,38.0,27.8,13.1,12.5,0.0
67190,9.7,5.6,58.2,342.3,48.2,48.6,48.7,43.6,38.0,27.8,13.1,12.5,0.0
67200,9.7,5.6,58.0,342.4,48.4,48.6,48.7,43.6,38.1,27.8,13.1,12.5,0.0
67210,9.7,5.6,58.1,342.5,48.2,48.6,48.7,43.6,38.1,27.8,13.1,12.5,0.0
67220,9.8,5.6,58.1,342.4,48.3,48.7,48.7,43.6,38.1,27.8,13.1,12.4,0.0
67230,9.8,5.7,58.2,342.8,48.4,48.6,48.7,43.6,38.2,27.9,13.1,12.4,0.0
67240,9.8,5.7,57.9,343.8,48.4,48.7,48.7,43.7,38.2,27.9,13.1,12.4,0.0
67250,9.8,5.7,58.2,343.0,48.3,48.6,48.7,43.7,38.2,27.9,13.1,12.4,0.0
67260,9.9,5.8,58.2,342.9,48.2,48.6,48.7,43.7,38.2,27.9,13.1,12.4,0.0
67270,9.9,5.8,58.2,343.1,48.0,48.6,48.7,43.7,38.3,28.0,13.1,12.4,0.0
67280,9.9,5.8,57.9,342.8,48.2,48.6,48.7,43.8,38.3,28.0,13.1,12.4,0.0
67290,9.9,5.8,57.8,343.1,48.2,48.6,48.7,43.8,38.3,28.1,13.1,12.4,0.0
67300,9.9,5.8,58.0,342.7,48.2,48.6,48.8,43.8,38.4,28.1,13.2,12.4,0.0
67310,9.9,5.7,57.6,343.5,48.0,48.7,48.7,43.8,38.4,28.1,13.1,12.4,0.0
67320,9.9,5.7,57.6,343.0,48.3,48.6,48.8,43.8,38.4,28.2,13.2,12.4,0.0
67330,10.0,5.8,57.6,343.8,48.5,48.7,48.7,43.9,38.4,28.2,13.1,12.4,0.0
67340,10.0,5.8,57.4,343.8,48.5,48.7,48.7,43.9,38.5,28.2,13.2,12.4,0.0
67350,10.0,5.7,57.4,343.7,48.5,48.6,48.8,43.9,38.5,28.2,13.2,12.4,0.0
67360,9.9,5.7,57.5,344.1,48.3,48.6,48.7,43.9,38.5,28.3,13.2,12.4,0.0
67370,9.9,5.7,57.4,343.8,48.3,48.6,48.8,43.9,38.6,28.3,13.2,12.4,0.0
67380,9.9,5.7,57.2,344.0,48.3,48.7,48.8,44.0,38.6,28.3,13.2,12.4,0.0
67390,9.9,5.6,57.3,344.1,48.2,48.6,48.7,44.0,38.6,28.3,13.2,12.4,0.0
67400,9.8,5.6,57.5,343.9,48.2,48.6,48.7,44.0,38.7,28.4,13.2,12.4,0.0
67410,9.7,5.6,57.6,344.0,48.3,48.6,48.7,44.0,38.7,28.4,13.2,12.3,0.0
67420,9.8,5.6,57.6,344.6,48.2,48.6,48.7,44.0,38.7,28.5,13.2,12.3,0.0
67430,9.8,5.6,57.6,344.3,48.2,48.6,48.7,44.1,38.8,28.5,13.2,12.3,0.0
67440,9.7,5.5,57.6,343.9,48.2,48.6,48.7,44.1,38.8,28.5,13.2,12.3,0.0
67450,9.6,5.5,57.8,344.1,48.2,48.6,48.7,44.1,38.8,28.5,13.2,12.3,0.0
67460,9.6,5.5,57.7,345.0,48.2,48.7,48.7,44.1,38.8,28.5,13.2,12.3,0.0
67470,9.6,5.4,57.6,344.9,48.3,48.6,48.7,44.2,38.9,28.6,13.2,12.3,0.0
67480,9.5,5.4,57.9,344.2,48.3,48.6,48.7,44.2,38.9,28.7,13.2,12.3,0.0
67490,9.5,5.4,57.8,344.2,48.3,48.6,48.7,44.2,38.9,28.6,13.2,12.3,0.0
67500,9.6,5.5,58.0,345.4,48.5,48.6,48.7,44.2,38.9,28.6,13.2,12.3,0.0
67510,9.6,5.5,58.1,345.3,47.6,48.6,48.7,44.2,39.0,28.8,13.2,12.3,0.0
67520,9.5,5.4,58.0,345.0,48.2,48.6,48.7,44.2,39.0,28.8,13.2,12.3,0.0
67530,9.5,5.4,58.1,345.1,48.2,48.6,48.7,44.3,39.0,28.7,13.2,12.3,0.0
67540,9.5,5.4,58.2,345.3,48.4,48.7,48.7,44.3,39.1,28.8,13.2,12.3,0.0
67550,9.4,5.3,58.1,346.2,48.5,48.6,48.7,44.3,39.1,28.9,13.3,12.3,0.0
67560,9.4,5.3,58.1,346.0,48.6,48.6,48.7,44.3,39.1,28.9,13.2,12.3,0.0
67570,9.4,5.3,58.1,346.5,48.6,48.7,48.7,44.3,39.2,28.9,13.2,12.3,0.0
67580,9.4,5.3,58.2,347.3,48.6,48.7,48.7,44.4,39.2,28.9,13.2,12.2,0.0
67590,9.4,5.3,58.2,348.5,48.4,48.6,48.7,44.4,39.2,28.9,13.2,12.2,0.0
67600,9.5,5.4,58.6,346.9,48.5,48.7,48.7,44.4,39.2,29.0,13.2,12.2,0.0
67610,9.5,5.5,58.8,346.8,48.6,48.7,48.7,44.4,39.3,29.0,13.3,12.2,0.0
67620,9.5,5.5,58.7,349.9,48.4,48.7,48.7,44.4,39.3,29.0,13.3,12.2,0.0
67630,9.6,5.5,58.6,346.2,48.5,48.7,48.7,44.5,39.3,29.1,13.3,12.2,0.0
67640,9.6,5.6,58.9,346.8,48.6,48.7,48.7,44.5,39.4,29.2,13.3,12.2,0.0
67650,9.7,5.6,58.8,346.1,48.5,48.7,48.7,44.5,39.4,29.2,13.3,12.2,0.0
67660,9.7,5.7,59.0,346.5,48.5,48.6,48.7,44.5,39.4,29.1,13.3,12.2,0.0
67670,9.7,5.7,59.0,347.2,48.5,48.6,48.7,44.5,39.4,29.2,13.3,12.2,0.0
67680,9.7,5.7,58.9,347.2,48.5,48.6,48.7,44.5,39.5,29.2,13.3,12.2,0.0
67690,9.8,5.8,59.1,347.8,48.5,48.6,48.7,44.6,39.5,29.3,13.3,12.2,0.0
67700,9.8,5.8,58.8,350.4,48.4,48.6,48.7,44.6,39.5,29.3,13.3,12.2,0.0
67710,9.8,5.7,58.6,347.5,48.5,48.6,48.7,44.6,39.6,29.3,13.3,12.2,0.0
67720,9.7,5.7,58.9,346.8,48.5,48.6,48.7,44.6,39.6,29.3,13.3,12.2,0.0
67730,9.7,5.7,58.9,347.4,48.3,48.6,48.7,44.6,39.6,29.4,13.3,12.2,0.0
67740,9.8,5.7,58.6,347.1,48.5,48.6,48.7,44.7,39.6,29.4,13.3,12.2,0.0
67750,9.8,5.7,58.5,347.4,48.6,48.7,48.7,44.7,39.7,29.5,13.3,12.2,0.0
67760,9.8,5.7,58.5,347.4,48.6,48.6,48.7,44.7,39.7,29.5,13.3,12.2,0.0
67770,9.8,5.7,58.5,347.8,48.3,48.6,48.7,44.8,39.7,29.5,13.3,12.1,0.0
67780,9.8,5.7,58.5,347.3,48.4,48.6,48.7,44.8,39.8,29.5,13.3,12.2,0.0
67790,9.8,5.7,58.6,348.0,48.5,48.6,48.7,44.8,39.8,29.6,13.3,12.1,0.0
67800,9.9,5.8,58.4,348.0,48.5,48.7,48.7,44.8,39.8,29.6,13.3,12.1,0.0
67810,9.9,5.8,58.7,348.3,48.6,48.6,48.7,44.8,39.8,29.6,13.3,12.1,0.0
67820,10.0,5.9,58.6,348.0,48.6,48.6,48.7,44.9,39.9,29.7,13.3,12.1,0.0
67830,10.0,5.9,58.4,348.5,48.6,48.7,48.7,44.9,39.9,29.7,13.3,12.1,0.0
67840,10.1,5.9,58.4,348.9,48.5,48.7,48.7,44.9,39.9,29.7,13.3,12.1,0.0
67850,10.0,5.9,58.1,353.7,48.5,48.7,48.7,44.9,40.0,29.7,13.4,12.1,0.0
67860,10.0,5.9,58.6,348.5,48.5,48.7,48.7,44.9,40.0,29.8,13.4,12.1,0.0
67870,9.9,5.8,58.3,348.6,48.5,48.7,48.7,44.9,40.0,29.8,13.3,12.1,0.0
67880,10.0,5.8,58.2,348.6,48.6,48.7,48.7,45.0,40.1,29.9,13.4,12.1,0.0
67890,9.9,5.8,58.3,349.4,48.6,48.7,48.7,45.0,40.1,29.9,13.4,12.1,0.0
67900,9.9,5.8,58.1,348.8,48.6,48.7,48.7,45.0,40.1,29.9,13.4,12.1,0.0
67910,9.9,5.8,58.2,349.6,48.6,48.7,48.7,45.0,40.1,30.0,13.4,12.1,0.0
67920,9.9,5.8,58.0,349.8,48.6,48.7,48.7,45.0,40.1,30.0,13.4,12.1,0.0
67930,9.9,5.8,57.9,350.1,48.6,48.7,48.7,45.1,40.2,30.0,13.4,12.1,0.0
67940,9.9,5.8,58.0,349.7,48.6,48.7,48.7,45.1,40.2,30.0,13.4,12.1,0.0
67950,9.9,5.7,58.0,350.5,48.6,48.7,48.7,45.1,40.2,30.0,13.4,12.1,0.0
67960,9.8,5.7,58.1,350.7,48.6,48.7,48.7,45.2,40.3,30.1,13.4,12.1,0.0
67970,9.8,5.7,58.2,350.1,48.6,48.7,48.7,45.1,40.3,30.1,13.4,12.1,0.0
67980,9.8,5.6,57.9,349.9,48.6,48.7,48.7,45.2,40.3,30.2,13.4,12.1,0.0
67990,9.8,5.6,58.0,350.1,48.6,48.7,48.7,45.2,40.3,30.2,13.4,12.1,0.0
68000,9.8,5.7,57.9,350.3,48.5,48.7,48.7,45.2,40.4,30.2,13.4,12.1,0.0
68010,9.7,5.6,57.9,350.2,48.5,48.7,48.8,45.2,40.4,30.2,13.4,12.1,0.0
68020,9.7,5.5,57.9,350.3,48.6,48.7,48.7,45.3,40.4,30.3,13.4,12.1,0.0
68030,9.7,5.6,58.3,350.5,48.6,48.7,48.7,45.3,40.5,30.3,13.4,12.1,0.0
68040,9.6,5.5,57.8,350.7,48.6,48.7,48.7,45.3,40.5,30.3,13.4,12.1,0.0
68050,9.6,5.5,57.9,350.6,48.7,48.7,48.8,45.3,40.5,30.4,13.4,12.1,0.0
