Time [s],T_amb_DB [°C],T_amb_WB [°C],RH [%],Power [W],Tank Temp #1 [°C],Tank Temp #2 [°C],Tank Temp #3 [°C],Tank Temp #4 [°C],Tank Temp #5 [°C],Tank Temp #6 [°C],T_water_in [°C],T_water_out [°C],Flow Rate [GPM]
10070,9.5,5.4,57.6,327.1,47.2,44.4,39.8,38.9,34.8,24.8,12.1,14.8,0.0
10080,9.5,5.4,57.7,327.3,47.0,44.4,39.8,38.9,34.8,24.8,12.1,14.7,0.0
10090,9.5,5.4,57.5,327.1,47.2,44.4,39.8,38.9,34.8,24.8,12.1,14.7,0.0
10100,9.5,5.3,57.6,327.7,46.7,44.4,39.8,38.9,34.8,24.9,12.1,14.7,0.0
10110,9.5,5.3,57.6,327.5,47.1,44.4,39.8,38.9,34.9,24.9,12.1,14.7,0.0
10120,9.5,5.3,57.7,328.0,47.0,44.4,39.8,38.9,34.9,24.9,12.1,14.6,0.0
10130,9.5,5.4,58.0,328.0,47.0,44.4,39.9,38.9,34.9,25.0,12.1,14.6,0.0
10140,9.5,5.4,57.9,327.7,47.2,44.4,39.9,39.0,34.9,25.0,12.1,14.6,0.0
10150,9.4,5.3,57.9,327.7,47.3,44.3,39.9,39.0,35.0,25.0,12.1,14.6,0.0
10160,9.4,5.3,58.1,328.5,47.2,44.4,39.9,39.0,35.0,25.1,12.2,14.5,0.0
10170,9.4,5.3,57.8,328.1,46.6,44.4,39.9,39.0,35.0,25.1,12.1,14.5,0.0
10180,9.4,5.4,58.1,330.5,47.1,44.4,39.9,39.0,35.0,25.1,12.2,14.5,0.0
10190,9.4,5.3,58.2,328.1,47.0,44.4,39.9,39.0,35.1,25.2,12.2,14.4,0.0
10200,9.4,5.4,58.2,328.3,47.2,44.4,39.9,39.1,35.1,25.2,12.2,14.4,0.0
10210,9.5,5.4,58.2,327.9,46.9,44.4,39.9,39.1,35.1,25.2,12.2,14.4,0.0
10220,9.6,5.5,58.1,328.3,46.5,44.4,39.9,39.1,35.2,25.3,12.2,14.4,0.0
10230,9.7,5.6,58.4,328.1,46.5,44.4,39.9,39.1,35.2,25.3,12.2,14.3,0.0
10240,9.7,5.6,58.1,328.7,46.2,44.4,40.0,39.1,35.2,25.3,12.2,14.3,0.0
10250,9.8,5.7,58.4,328.8,46.3,44.4,40.0,39.1,35.2,25.3,12.2,14.3,0.0
10260,9.8,5.6,58.3,328.8,46.3,44.4,40.0,39.1,35.2,25.4,12.2,14.3,0.0
10270,9.7,5.6,58.2,328.0,46.6,44.4,40.0,39.1,35.3,25.4,12.2,14.3,0.0
10280,9.7,5.6,58.4,333.0,46.7,44.3,40.0,39.1,35.3,25.4,12.2,14.2,0.0
10290,9.7,5.6,58.4,333.4,46.7,44.4,40.0,39.2,35.3,25.5,12.2,14.2,0.0
10300,9.7,5.6,58.3,328.8,46.4,44.4,40.0,39.2,35.3,25.5,12.2,14.2,0.0
10310,9.7,5.6,58.1,328.9,46.7,44.3,40.0,39.2,35.4,25.6,12.3,14.2,0.0
10320,9.6,5.5,58.2,329.1,46.5,44.4,40.1,39.2,35.4,25.6,12.3,14.2,0.0
10330,9.6,5.5,58.1,333.4,46.9,44.3,40.1,39.2,35.4,25.6,12.3,14.1,0.0
10340,9.7,5.6,58.1,329.3,46.9,44.4,40.1,39.2,35.4,25.6,12.3,14.1,0.0
10350,9.7,5.6,58.2,329.2,46.5,44.4,40.1,39.3,35.5,25.7,12.3,14.1,0.0
10360,9.8,5.6,57.9,329.4,46.8,44.3,40.1,39.3,35.5,25.7,12.3,14.1,0.0
10370,9.9,5.7,58.1,329.4,46.8,44.4,40.1,39.3,35.5,25.7,12.3,14.1,0.0
10380,9.9,5.7,58.0,330.0,47.0,44.4,40.1,39.3,35.5,25.8,12.3,14.0,0.0
10390,9.9,5.8,58.2,335.1,46.8,44.3,40.1,39.3,35.6,25.8,12.3,14.0,0.0
10400,10.0,5.8,58.1,329.5,47.0,44.4,40.1,39.3,35.6,25.9,12.3,14.0,0.0
10410,10.0,5.8,58.1,330.1,47.0,44.3,40.2,39.3,35.6,25.9,12.3,14.0,0.0
10420,9.9,5.8,58.2,329.8,46.9,44.3,40.2,39.4,35.6,25.9,12.3,14.0,0.0
10430,9.9,5.8,57.9,329.6,47.1,44.3,40.2,39.4,35.7,25.9,12.3,13.9,0.0
10440,9.9,5.7,57.9,329.5,47.3,44.3,40.2,39.4,35.7,26.0,12.4,13.9,0.0
10450,9.9,5.7,57.7,330.3,47.1,44.3,40.2,39.4,35.7,26.0,12.4,13.9,0.0
10460,9.9,5.7,57.6,333.9,47.1,44.3,40.2,39.4,35.7,26.0,12.4,13.9,0.0
10470,9.8,5.7,57.7,330.7,46.9,44.3,40.2,39.4,35.8,26.1,12.4,13.9,0.0
10480,9.8,5.7,57.9,330.9,46.8,44.3,40.2,39.4,35.8,26.1,12.4,13.8,0.0
10490,9.8,5.7,58.1,330.7,47.0,44.3,40.3,39.4,35.8,26.1,12.4,13.8,0.0
10500,9.8,5.7,57.9,331.3,46.8,44.3,40.2,39.5,35.8,26.2,12.4,13.8,0.0
10510,9.8,5.6,57.9,330.9,47.0,44.3,40.3,39.5,35.9,26.2,12.4,13.8,0.0
10520,9.7,5.6,58.0,331.3,47.1,44.3,40.3,39.5,35.9,26.2,12.4,13.8,0.0
10530,9.7,5.6,58.0,331.2,47.1,44.3,40.3,39.5,35.9,26.3,12.4,13.8,0.0
10540,9.6,5.5,58.2,331.6,46.9,44.4,40.3,39.5,35.9,26.3,12.4,13.7,0.0
10550,9.7,5.5,58.0,331.3,47.0,44.3,40.3,39.5,36.0,26.3,12.4,13.7,0.0
10560,9.6,5.5,58.0,331.1,47.0,44.3,40.3,39.5,36.0,26.4,12.4,13.7,0.0
10570,9.6,5.5,57.8,332.2,46.9,44.3,40.4,39.6,36.0,26.4,12.4,13.7,0.0
10580,9.6,5.5,57.9,331.0,47.1,44.3,40.4,39.6,36.0,26.4,12.4,13.7,0.0
10590,9.6,5.5,57.9,330.7,47.0,44.4,40.4,39.6,36.1,26.5,12.5,13.7,0.0
10600,9.6,5.4,57.8,331.0,46.7,44.3,40.4,39.6,36.1,26.5,12.5,13.7,0.0
10610,9.5,5.4,57.9,331.0,46.8,44.3,40.4,39.6,36.1,26.5,12.5,13.6,0.0
10620,9.5,5.4,57.9,331.6,46.2,44.3,40.4,39.6,36.1,26.6,12.5,13.6,0.0
10630,9.5,5.4,58.0,331.2,46.6,44.3,40.4,39.6,36.2,26.6,12.5,13.6,0.0
10640,9.5,5.4,57.9,331.9,46.7,44.3,40.4,39.6,36.2,26.6,12.5,13.6,0.0
10650,9.5,5.4,57.9,332.4,46.9,44.3,40.4,39.7,36.2,26.7,12.5,13.6,0.0
10660,9.5,5.4,57.9,332.5,47.1,44.3,40.5,39.7,36.2,26.7,12.5,13.5,0.0
10670,9.6,5.4,57.8,332.5,47.1,44.3,40.5,39.7,36.3,26.7,12.5,13.5,0.0
10680,9.7,5.5,58.1,332.5,47.0,44.3,40.5,39.7,36.3,26.8,12.5,13.5,0.0
10690,9.7,5.5,58.0,332.4,47.1,44.3,40.5,39.7,36.3,26.8,12.5,13.5,0.0
10700,9.7,5.6,58.3,332.4,46.8,44.3,40.5,39.7,36.3,26.8,12.5,13.5,0.0
10710,9.7,5.6,58.2,332.4,47.0,44.3,40.5,39.7,36.3,26.8,12.5,13.4,0.0
10720,9.8,5.7,58.3,332.9,46.9,44.3,40.5,39.8,36.4,26.9,12.5,13.4,0.0
10730,9.8,5.7,58.3,332.6,46.8,44.3,40.5,39.8,36.4,26.9,12.5,13.4,0.0
10740,9.8,5.7,58.2,332.8,46.8,44.3,40.6,39.8,36.4,26.9,12.5,13.4,0.0
10750,9.8,5.7,58.1,332.8,46.7,44.3,40.6,39.8,36.4,27.0,12.5,13.4,0.0
10760,9.8,5.6,58.0,332.3,46.8,44.3,40.6,39.8,36.5,27.0,12.6,13.4,0.0
10770,9.8,5.7,58.1,332.1,46.9,44.3,40.6,39.8,36.5,27.1,12.6,13.3,0.0
10780,9.8,5.7,58.2,332.9,46.8,44.3,40.6,39.8,36.5,27.1,12.6,13.3,0.0
10790,9.8,5.6,57.9,332.9,46.9,44.3,40.6,39.9,36.5,27.1,12.6,13.3,0.0
10800,9.7,5.6,58.1,332.8,47.2,44.3,40.6,39.9,36.5,27.1,12.6,13.3,0.0
10810,9.7,5.6,58.0,332.6,46.9,44.3,40.6,39.9,36.6,27.2,12.6,13.3,0.0
10820,9.7,5.6,58.1,333.0,47.0,44.3,40.6,39.9,36.6,27.2,12.6,13.3,0.0
10830,9.7,5.5,58.1,333.4,46.6,44.3,40.7,39.9,36.6,27.2,12.6,13.3,0.0
10840,9.7,5.6,58.1,333.4,46.8,44.3,40.7,39.9,36.6,27.3,12.6,13.3,0.0
10850,9.7,5.6,58.0,333.3,46.8,44.2,40.7,39.9,36.7,27.3,12.6,13.2,0.0
10860,9.7,5.6,58.1,333.6,46.5,44.3,40.7,40.0,36.7,27.3,12.6,13.2,0.0
10870,9.7,5.6,58.3,333.0,46.5,44.3,40.7,40.0,36.7,27.4,12.6,13.2,0.0
10880,9.6,5.5,58.2,333.4,46.7,44.4,40.7,40.0,36.8,27.4,12.6,13.2,0.0
10890,9.6,5.5,58.0,333.5,46.8,44.3,40.7,40.0,36.8,27.4,12.6,13.2,0.0
10900,9.6,5.5,58.2,334.2,46.9,44.2,40.7,40.0,36.8,27.4,12.6,13.2,0.0
10910,9.7,5.5,58.0,334.0,46.6,44.3,40.7,40.0,36.8,27.5,12.6,13.1,0.0
10920,9.7,5.5,57.9,334.1,46.9,44.3,40.8,40.0,36.8,27.5,12.6,13.1,0.0
10930,9.7,5.6,58.3,334.3,47.0,44.3,40.8,40.0,36.9,27.6,12.7,13.1,0.0
10940,9.8,5.6,58.1,334.1,46.8,44.3,40.8,40.1,36.9,27.6,12.7,13.1,0.0
10950,9.8,5.6,58.1,334.3,47.0,44.2,40.8,40.1,36.9,27.6,12.7,13.1,0.0
10960,9.8,5.7,58.1,334.1,47.0,44.3,40.8,40.1,36.9,27.6,12.7,13.1,0.0
10970,9.9,5.8,58.2,334.4,46.9,44.3,40.8,40.1,37.0,27.7,12.7,13.1,0.0
10980,9.9,5.8,58.2,334.8,46.9,44.3,40.8,40.1,37.0,27.7,12.7,13.0,0.0
10990,9.9,5.8,58.0,334.3,46.7,44.2,40.9,40.1,37.0,27.7,12.7,13.0,0.0
11000,9.9,5.8,57.8,334.2,46.7,44.2,40.9,40.1,37.0,27.8,12.7,13.0,0.0
11010,9.9,5.7,57.7,334.0,46.6,44.2,40.9,40.1,37.1,27.8,12.7,13.0,0.0
11020,9.8,5.7,57.7,334.8,46.7,44.2,40.9,40.2,37.1,27.8,12.7,13.0,0.0
11030,9.9,5.7,57.8,334.3,46.6,44.2,40.9,40.2,37.1,27.9,12.7,13.0,0.0
11040,9.9,5.7,57.8,334.8,46.6,44.3,40.9,40.2,37.1,27.9,12.7,13.0,0.0
11050,9.9,5.7,57.7,334.1,46.6,44.3,40.9,40.2,37.1,27.9,12.7,13.0,0.0
11060,10.0,5.8,57.8,334.9,46.3,44.3,40.9,40.2,37.2,28.0,12.7,13.0,0.0
11070,9.9,5.7,57.7,335.3,46.0,44.2,41.0,40.2,37.2,28.0,12.7,13.0,0.0
11080,9.9,5.7,57.9,335.6,46.7,44.2,41.0,40.2,37.2,28.0,12.7,13.0,0.0
11090,9.9,5.7,58.0,335.8,46.9,44.3,41.0,40.3,37.3,28.1,12.8,12.9,0.0
11100,9.9,5.7,57.6,335.6,46.6,44.3,41.0,40.3,37.3,28.1,12.7,12.9,0.0
11110,9.8,5.7,57.6,335.8,46.5,44.3,41.0,40.3,37.3,28.1,12.8,12.9,0.0
11120,9.8,5.6,57.8,335.8,46.2,44.2,41.0,40.3,37.3,28.1,12.8,12.9,0.0
11130,9.8,5.6,57.7,335.7,46.8,44.3,41.0,40.3,37.3,28.2,12.8,12.9,0.0
11140,9.7,5.6,57.7,335.6,46.7,44.2,41.0,40.3,37.3,28.2,12.8,12.9,0.0
11150,9.7,5.6,57.9,335.5,46.7,44.2,41.1,40.3,37.4,28.2,12.8,12.9,0.0
11160,9.7,5.5,57.8,335.5,46.8,44.2,41.1,40.4,37.4,28.3,12.8,12.9,0.0
11170,9.7,5.5,57.9,335.8,46.6,44.2,41.1,40.4,37.4,28.3,12.8,12.8,0.0
11180,9.7,5.6,57.9,335.6,46.8,44.3,41.1,40.4,37.4,28.3,12.8,12.8,0.0
11190,9.7,5.5,57.7,336.1,46.8,44.2,41.1,40.4,37.5,28.4,12.8,12.8,0.0
11200,9.6,5.5,57.7,336.5,46.9,44.3,41.1,40.4,37.5,28.4,12.8,12.8,0.0
11210,9.6,5.5,57.7,336.0,46.8,44.2,41.1,40.4,37.5,28.4,12.8,12.8,0.0
11220,9.6,5.4,57.7,336.4,46.8,44.2,41.2,40.5,37.6,28.5,12.8,12.8,0.0
11230,9.5,5.4,58.0,335.9,46.7,44.2,41.2,40.5,37.6,28.5,12.8,12.8,0.0
11240,9.6,5.4,58.0,336.1,46.5,44.2,41.2,40.5,37.6,28.5,12.8,12.7,0.0
11250,9.5,5.4,58.1,336.6,46.6,44.2,41.2,40.5,37.6,28.6,12.8,12.7,0.0
11260,9.5,5.4,58.1,336.1,46.7,44.2,41.2,40.5,37.6,28.6,12.8,12.7,0.0
11270,9.5,5.3,57.9,336.4,46.5,44.2,41.2,40.5,37.6,28.6,12.8,12.7,0.0
11280,9.5,5.4,58.1,336.7,46.8,44.2,41.2,40.5,37.7,28.7,12.8,12.7,0.0
11290,9.5,5.4,58.2,339.0,46.6,44.2,41.2,40.5,37.7,28.7,12.9,12.7,0.0
11300,9.5,5.4,58.0,336.1,46.8,44.2,41.2,40.5,37.7,28.7,12.9,12.7,0.0
11310,9.5,5.4,58.3,336.4,46.5,44.2,41.3,40.6,37.8,28.8,12.9,12.7,0.0
11320,9.5,5.4,58.5,338.3,46.5,44.2,41.3,40.6,37.8,28.8,12.9,12.6,0.0
11330,9.5,5.4,58.4,337.2,46.7,44.2,41.3,40.6,37.8,28.8,12.9,12.6,0.0
11340,9.5,5.4,58.4,337.1,46.9,44.2,41.3,40.6,37.8,28.9,12.9,12.6,0.0
11350,9.6,5.5,58.4,337.1,46.6,44.2,41.3,40.6,37.9,28.9,12.9,12.6,0.0
11360,9.6,5.5,58.5,337.0,47.0,44.2,41.3,40.6,37.9,28.9,12.9,12.6,0.0
11370,9.6,5.6,58.5,337.2,46.7,44.2,41.3,40.7,37.9,28.9,12.9,12.6,0.0
11380,9.8,5.7,58.6,337.3,46.6,44.2,41.4,40.7,37.9,29.0,12.9,12.6,0.0
11390,9.7,5.6,58.4,340.8,46.6,44.2,41.4,40.7,37.9,29.0,12.9,12.6,0.0
11400,9.8,5.7,58.4,337.4,46.8,44.3,41.4,40.7,37.9,29.0,12.9,12.6,0.0
11410,9.8,5.7,58.4,337.5,46.8,44.2,41.4,40.7,38.0,29.1,12.9,12.6,0.0
11420,9.7,5.6,58.4,337.6,46.6,44.2,41.4,40.7,38.0,29.1,12.9,12.5,0.0
11430,9.7,5.6,58.1,338.2,46.9,44.2,41.4,40.7,38.0,29.1,12.9,12.5,0.0
11440,9.7,5.6,58.1,337.3,46.7,44.2,41.4,40.7,38.1,29.2,12.9,12.5,0.0
11450,9.7,5.6,58.1,337.7,46.7,44.2,41.4,40.8,38.1,29.2,12.9,12.5,0.0
11460,9.7,5.6,58.3,343.3,46.8,44.2,41.4,40.8,38.1,29.2,12.9,12.5,0.0
11470,9.8,5.6,58.0,337.4,46.8,44.2,41.4,40.8,38.1,29.2,12.9,12.5,0.0
11480,9.7,5.6,58.3,337.3,46.7,44.2,41.5,40.8,38.1,29.3,13.0,12.5,0.0
11490,9.7,5.6,58.0,337.5,46.5,44.1,41.5,40.8,38.2,29.3,13.0,12.5,0.0
11500,9.7,5.6,58.2,337.9,46.1,44.2,41.5,40.8,38.2,29.3,12.9,12.5,0.0
11510,9.7,5.6,58.3,338.5,46.8,44.2,41.5,40.8,38.2,29.4,12.9,12.5,0.0
11520,9.8,5.7,58.3,338.8,46.5,44.2,41.5,40.8,38.2,29.4,12.9,12.5,0.0
11530,9.9,5.8,58.1,338.9,46.5,44.2,41.5,40.9,38.2,29.4,13.0,12.5,0.0
11540,10.0,5.8,58.0,338.5,46.8,44.2,41.5,40.9,38.3,29.5,13.0,12.5,0.0
11550,9.9,5.7,57.9,339.1,46.6,44.2,41.6,40.9,38.3,29.5,13.0,12.4,0.0
11560,9.9,5.7,57.7,338.2,46.5,44.1,41.6,40.9,38.3,29.5,13.0,12.4,0.0
11570,9.8,5.7,57.7,338.5,46.5,44.2,41.6,40.9,38.3,29.6,13.0,12.4,0.0
11580,9.8,5.7,58.0,338.8,46.6,44.2,41.6,40.9,38.4,29.6,13.0,12.4,0.0
11590,9.9,5.7,57.8,338.8,46.1,44.2,41.6,41.0,38.4,29.6,13.0,12.4,0.0
11600,9.9,5.7,57.9,341.5,46.0,44.2,41.6,41.0,38.4,29.7,13.0,12.4,0.0
11610,9.9,5.8,58.0,339.0,46.2,44.1,41.6,41.0,38.4,29.7,13.0,12.4,0.0
11620,9.8,5.7,58.0,342.8,46.1,44.1,41.6,41.0,38.4,29.7,13.0,12.4,0.0
11630,9.8,5.6,57.9,339.5,46.4,44.2,41.7,41.0,38.5,29.7,13.0,12.4,0.0
11640,9.8,5.6,57.9,339.3,46.4,44.1,41.7,41.0,38.5,29.8,13.0,12.4,0.0
11650,9.8,5.6,57.7,339.5,46.4,44.2,41.7,41.0,38.5,29.8,13.0,12.4,0.0
11660,9.7,5.6,57.9,339.4,46.6,44.2,41.7,41.1,38.5,29.8,13.0,12.4,0.0
11670,9.7,5.6,57.8,339.6,46.3,44.2,41.7,41.1,38.6,29.9,13.0,12.4,0.0
11680,9.6,5.5,57.8,339.7,46.3,44.2,41.7,41.1,38.6,29.9,13.0,12.4,0.0
11690,9.6,5.5,58.0,339.7,46.5,44.2,41.7,41.1,38.6,29.9,13.0,12.3,0.0
11700,9.6,5.5,57.8,339.3,46.6,44.1,41.7,41.1,38.6,29.9,13.0,12.3,0.0
11710,9.6,5.5,58.0,339.9,46.6,44.1,41.8,41.1,38.6,30.0,13.0,12.3,0.0
11720,9.6,5.5,58.0,339.3,46.6,44.2,41.8,41.1,38.7,30.0,13.0,12.3,0.0
11730,9.6,5.4,57.9,339.5,46.3,44.2,41.8,41.1,38.7,30.1,13.0,12.3,0.0
11740,9.6,5.4,57.8,340.0,46.4,44.1,41.8,41.2,38.7,30.1,13.0,12.3,0.0
11750,9.6,5.4,57.6,340.1,46.7,44.2,41.8,41.2,38.7,30.1,13.0,12.3,0.0
11760,9.5,5.4,57.7,339.9,46.3,44.1,41.8,41.2,38.8,30.2,13.0,12.3,0.0
11770,9.6,5.5,58.0,339.9,46.4,44.1,41.8,41.2,38.8,30.2,13.1,12.3,0.0
11780,9.5,5.4,57.8,339.7,46.4,44.1,41.9,41.2,38.8,30.2,13.1,12.3,0.0
11790,9.5,5.4,57.7,339.5,46.5,44.2,41.9,41.2,38.8,30.2,13.1,12.2,0.0
11800,9.5,5.4,57.7,339.4,46.5,44.1,41.9,41.2,38.8,30.3,13.1,12.2,0.0
11810,9.6,5.5,58.0,340.0,46.3,44.1,41.9,41.3,38.9,30.3,13.1,12.2,0.0
11820,9.6,5.5,58.3,339.7,46.4,44.1,41.9,41.3,38.9,30.3,13.1,12.2,0.0
11830,9.7,5.6,58.3,339.6,46.6,44.1,41.9,41.3,38.9,30.3,13.1,12.2,0.0
11840,9.8,5.7,58.3,340.2,46.4,44.1,41.9,41.3,38.9,30.4,13.1,12.2,0.0
11850,9.8,5.7,58.2,340.8,46.4,44.1,41.9,41.3,39.0,30.4,13.1,12.2,0.0
11860,9.8,5.7,58.0,340.4,46.6,44.2,42.0,41.3,39.0,30.4,13.1,12.2,0.0
11870,9.8,5.7,58.0,340.9,46.6,44.1,42.0,41.3,39.0,30.5,13.1,12.2,0.0
11880,9.8,5.7,58.2,340.8,46.5,44.1,42.0,41.4,39.0,30.5,13.1,12.2,0.0
11890,9.8,5.7,58.0,341.9,46.4,44.2,42.0,41.3,39.0,30.5,13.1,12.2,0.0
11900,9.8,5.6,57.9,341.2,46.5,44.1,42.0,41.4,39.1,30.6,13.1,12.2,0.0
11910,9.8,5.6,58.0,341.6,46.6,44.1,42.0,41.4,39.1,30.6,13.1,12.2,0.0
11920,9.8,5.6,57.8,341.8,46.4,44.0,42.0,41.4,39.1,30.6,13.1,12.2,0.0
11930,9.8,5.6,57.9,341.4,46.5,44.1,42.0,41.4,39.1,30.7,13.1,12.2,0.0
11940,9.8,5.7,58.0,341.2,46.5,44.1,42.1,41.4,39.1,30.7,13.1,12.2,0.0
11950,9.8,5.6,58.0,341.5,46.6,44.1,42.1,41.4,39.2,30.7,13.1,12.2,0.0
11960,9.8,5.6,57.9,341.2,46.5,44.1,42.1,41.5,39.2,30.7,13.1,12.1,0.0
11970,9.8,5.7,58.0,341.5,46.6,44.1,42.1,41.5,39.2,30.8,13.1,12.1,0.0
11980,9.8,5.6,58.0,341.4,46.3,44.1,42.1,41.5,39.2,30.8,13.1,12.1,0.0
11990,9.8,5.6,58.0,341.3,46.4,44.1,42.1,41.5,39.2,30.8,13.1,12.1,0.0
12000,9.7,5.6,57.6,341.0,46.5,44.1,42.2,41.5,39.3,30.9,13.1,12.2,0.0
12010,9.7,5.6,57.9,341.5,46.4,44.1,42.2,41.5,39.3,30.9,13.1,12.1,0.0
12020,9.7,5.5,57.7,341.2,46.4,44.0,42.2,41.6,39.3,30.9,13.1,12.1,0.0
12030,9.7,5.5,57.9,341.7,46.6,44.0,42.2,41.6,39.3,30.9,13.1,12.1,0.0
12040,9.6,5.5,57.9,341.8,46.6,44.0,42.2,41.6,39.3,31.0,13.1,12.1,0.0
12050,9.6,5.5,57.6,341.8,46.6,44.1,42.2,41.6,39.4,31.0,13.2,12.1,0.0
12060,9.6,5.5,57.8,342.0,46.7,44.0,42.2,41.6,39.4,31.0,13.2,12.1,0.0
12070,9.6,5.5,57.9,342.0,46.5,44.0,42.2,41.6,39.4,31.1,13.2,12.1,0.0
12080,9.6,5.5,57.8,342.0,46.2,44.0,42.2,41.6,39.4,31.1,13.2,12.1,0.0
12090,9.7,5.6,58.0,342.5,46.5,44.0,42.3,41.6,39.5,31.1,13.2,12.1,0.0
12100,9.9,5.7,58.1,342.7,46.3,44.0,42.3,41.7,39.5,31.2,13.2,12.1,0.0
12110,9.9,5.8,58.2,342.7,46.4,44.1,42.3,41.7,39.5,31.2,13.2,12.1,0.0
12120,10.0,5.9,58.2,342.9,46.5,44.0,42.3,41.7,39.5,31.2,13.2,12.1,0.0
12130,10.1,5.9,58.0,342.8,46.2,44.0,42.3,41.7,39.5,31.3,13.2,12.0,0.0
12140,10.0,5.9,58.3,342.4,46.2,44.0,42.3,41.7,39.6,31.3,13.2,12.1,0.0
12150,10.0,5.8,58.1,342.8,46.0,44.0,42.3,41.7,39.6,31.3,13.2,12.0,0.0
12160,9.9,5.8,58.0,342.2,46.5,44.0,42.4,41.7,39.6,31.3,13.2,12.0,0.0
12170,9.9,5.7,58.2,342.3,46.3,44.0,42.4,41.8,39.6,31.4,13.2,12.0,0.0
12180,9.9,5.7,58.0,342.5,46.3,43.9,42.4,41.8,39.6,31.4,13.2,12.0,0.0
12190,9.9,5.7,57.8,343.1,46.4,44.0,42.4,41.8,39.7,31.4,13.2,12.0,0.0
12200,9.9,5.7,57.7,342.9,46.5,43.9,42.4,41.8,39.7,31.5,13.2,12.0,0.0
12210,9.9,5.7,57.8,343.3,46.5,43.9,42.4,41.8,39.7,31.5,13.2,12.0,0.0
12220,9.9,5.7,57.7,342.7,46.5,43.9,42.4,41.8,39.7,31.5,13.2,12.0,0.0
12230,9.9,5.7,57.8,343.3,46.4,43.9,42.4,41.8,39.7,31.5,13.2,12.0,0.0
12240,9.8,5.7,57.8,343.2,46.6,43.9,42.5,41.8,39.8,31.6,13.2,12.0,0.0
12250,9.8,5.6,57.7,343.5,46.5,43.9,42.5,41.9,39.8,31.6,13.2,12.0,0.0
12260,9.8,5.6,57.7,343.5,46.3,43.9,42.5,41.9,39.8,31.6,13.2,12.0,0.0
12270,9.8,5.7,57.9,344.0,46.4,43.9,42.5,41.9,39.8,31.7,13.2,12.0,0.0
12280,9.8,5.7,58.0,343.9,46.6,43.9,42.5,41.9,39.8,31.7,13.2,12.0,0.0
12290,9.7,5.6,57.8,343.9,46.3,43.9,42.5,41.9,39.9,31.7,13.2,12.0,0.0
12300,9.7,5.6,57.6,343.9,46.3,43.9,42.5,41.9,39.9,31.7,13.2,12.0,0.0
12310,9.7,5.6,57.9,344.0,46.3,43.9,42.5,41.9,39.9,31.8,13.3,12.0,0.0
12320,9.7,5.6,57.8,343.9,46.4,43.9,42.6,42.0,39.9,31.8,13.3,12.0,0.0
12330,9.7,5.6,57.9,344.1,46.7,43.8,42.6,42.0,40.0,31.8,13.3,12.0,0.0
12340,9.7,5.6,57.9,344.1,46.4,43.9,42.6,42.0,40.0,31.9,13.3,12.0,0.0
12350,9.6,5.5,57.7,344.2,46.4,43.8,42.6,42.0,40.0,31.9,13.3,12.0,0.0
12360,9.6,5.5,58.2,344.3,46.3,43.9,42.6,42.0,40.0,31.9,13.3,12.0,0.0
12370,9.6,5.5,58.1,344.6,46.4,43.8,42.6,42.0,40.0,32.0,13.3,11.9,0.0
12380,9.6,5.5,58.0,344.5,46.4,43.8,42.6,42.1,40.1,32.0,13.3,12.0,0.0
12390,9.5,5.4,58.0,344.9,46.6,43.8,42.7,42.1,40.1,32.0,13.3,11.9,0.0
12400,9.5,5.4,57.7,345.4,46.5,43.9,42.7,42.1,40.1,32.0,13.3,11.9,0.0
12410,9.5,5.4,58.0,345.7,46.3,43.8,42.7,42.1,40.1,32.1,13.3,11.9,0.0
12420,9.5,5.4,58.1,346.5,46.3,43.8,42.7,42.1,40.1,32.1,13.3,11.9,0.0
12430,9.5,5.4,58.0,345.0,46.4,43.8,42.7,42.1,40.1,32.1,13.3,11.9,0.0
12440,9.5,5.4,57.9,344.9,46.4,43.8,42.7,42.1,40.2,32.2,13.3,11.9,0.0
12450,9.5,5.4,57.9,345.3,46.2,43.8,42.7,42.1,40.2,32.2,13.3,11.9,0.0
12460,9.5,5.4,58.2,345.5,46.2,43.8,42.7,42.1,40.2,32.2,13.3,11.9,0.0
12470,9.5,5.4,58.2,345.4,46.5,43.8,42.8,42.2,40.2,32.3,13.3,11.9,0.0
12480,9.5,5.4,58.2,345.3,46.6,43.7,42.8,42.2,40.2,32.3,13.3,11.9,0.0
12490,9.5,5.4,58.1,344.8,46.5,43.8,42.8,42.2,40.3,32.3,13.3,11.9,0.0
12500,9.7,5.6,58.3,345.0,46.4,43.7,42.8,42.2,40.3,32.3,13.3,11.9,0.0
12510,9.7,5.6,58.2,345.5,46.3,43.8,42.8,42.2,40.3,32.4,13.3,11.9,0.0
12520,9.8,5.6,58.1,345.3,46.4,43.8,42.8,42.2,40.3,32.4,13.3,11.9,0.0
12530,9.8,5.7,58.2,345.4,46.3,43.7,42.8,42.2,40.3,32.4,13.3,11.9,0.0
12540,9.8,5.7,58.2,345.5,46.4,43.7,42.8,42.3,40.4,32.4,13.3,11.8,0.0
12550,9.8,5.7,58.1,345.3,46.1,43.7,42.9,42.3,40.4,32.5,13.3,11.8,0.0
12560,9.8,5.7,58.2,345.1,46.2,43.7,42.9,42.3,40.4,32.5,13.3,11.8,0.0
12570,9.8,5.6,58.1,345.1,45.9,43.7,42.9,42.3,40.4,32.5,13.3,11.8,0.0
