"minutes","test","model","flow","inputPower","outputPower","tcouples1","tcouples2","tcouples3","tcouples4","tcouples5","tcouples6","aveTankTemp","type"
1300,"DOE_24hr67","Sanden80",0,0,0,135.46382,143.42684,144.07952,144.3389,144.48218,144.65066,142.74032,"Simulated"
1301,"DOE_24hr67","Sanden80",0,0,0,135.45896,143.42216,144.07466,144.33422,144.47732,144.6458,142.73552,"Simulated"
1302,"DOE_24hr67","Sanden80",0,0,0,135.45428,143.4173,144.06998,144.32936,144.47264,144.64112,142.73078,"Simulated"
1303,"DOE_24hr67","Sanden80",0,0,0,135.44942,143.41262,144.06512,144.32468,144.46778,144.63626,142.72598,"Simulated"
1304,"DOE_24hr67","Sanden80",0,0,0,135.44474,143.40776,144.06026,144.31982,144.4631,144.63158,142.72121,"Simulated"
1305,"DOE_24hr67","Sanden80",0,0,0,135.43988,143.40308,144.05558,144.31514,144.45824,144.62672,142.71644,"Simulated"
1306,"DOE_24hr67","Sanden80",0,0,0,135.4352,143.39822,144.05072,144.31028,144.45356,144.62204,142.71167,"Simulated"
1307,"DOE_24hr67","Sanden80",0,0,0,135.43034,143.39354,144.04604,144.3056,144.4487,144.61718,142.7069,"Simulated"
1308,"DOE_24hr67","Sanden80",0,0,0,135.42566,143.38868,144.04118,144.30074,144.44402,144.6125,142.70213,"Simulated"
1309,"DOE_24hr67","Sanden80",0,0,0,135.4208,143.384,144.0365,144.29606,144.43916,144.60764,142.69736,"Simulated"
1310,"DOE_24hr67","Sanden80",0,0,0,135.41612,143.37914,144.03164,144.2912,144.43448,144.60296,142.69259,"Simulated"
1311,"DOE_24hr67","Sanden80",0,0,0,135.41126,143.37446,144.02696,144.28652,144.42962,144.5981,142.68782,"Simulated"
1312,"DOE_24hr67","Sanden80",0,0,0,135.40658,143.3696,144.0221,144.28166,144.42494,144.59342,142.68305,"Simulated"
1313,"DOE_24hr67","Sanden80",0,0,0,135.40172,143.36492,144.01742,144.27698,144.42008,144.58856,142.67828,"Simulated"
1314,"DOE_24hr67","Sanden80",0,0,0,135.39704,143.36006,144.01256,144.27212,144.4154,144.58388,142.67351,"Simulated"
1315,"DOE_24hr67","Sanden80",0,0,0,135.39218,143.35538,144.00788,144.26744,144.41054,144.57902,142.66874,"Simulated"
1316,"DOE_24hr67","Sanden80",0,0,0,135.3875,143.35052,144.00302,144.26258,144.40586,144.57434,142.66397,"Simulated"
1317,"DOE_24hr67","Sanden80",0,0,0,135.38264,143.34584,143.99834,144.2579,144.401,144.56948,142.6592,"Simulated"
1318,"DOE_24hr67","Sanden80",0,0,0,135.37796,143.34098,143.99348,144.25304,144.39632,144.5648,142.65443,"Simulated"
1319,"DOE_24hr67","Sanden80",0,0,0,135.3731,143.3363,143.9888,144.24836,144.39146,144.55994,142.64966,"Simulated"
1320,"DOE_24hr67","Sanden80",0,0,0,135.36842,143.33144,143.98394,144.2435,144.38678,144.55526,142.64489,"Simulated"
1321,"DOE_24hr67","Sanden80",0,0,0,135.36356,143.32676,143.97926,144.23882,144.38192,144.5504,142.64012,"Simulated"
1322,"DOE_24hr67","Sanden80",0,0,0,135.35888,143.3219,143.97458,144.23396,144.37724,144.54572,142.63538,"Simulated"
1323,"DOE_24hr67","Sanden80",0,0,0,135.35402,143.31722,143.96972,144.22928,144.37238,144.54086,142.63058,"Simulated"
1324,"DOE_24hr67","Sanden80",0,0,0,135.34934,143.31236,143.96504,144.22442,144.3677,144.53618,142.62584,"Simulated"
1325,"DOE_24hr67","Sanden80",0,0,0,135.34448,143.30768,143.96018,144.21974,144.36284,144.53132,142.62104,"Simulated"
1326,"DOE_24hr67","Sanden80",0,0,0,135.3398,143.30282,143.9555,144.21488,144.35816,144.52664,142.6163,"Simulated"
1327,"DOE_24hr67","Sanden80",0,0,0,135.33494,143.29814,143.95064,144.2102,144.3533,144.52178,142.6115,"Simulated"
1328,"DOE_24hr67","Sanden80",0,0,0,135.33026,143.29328,143.94596,144.20534,144.34862,144.5171,142.60676,"Simulated"
1329,"DOE_24hr67","Sanden80",0,0,0,135.3254,143.2886,143.9411,144.20066,144.34376,144.51224,142.60196,"Simulated"
1330,"DOE_24hr67","Sanden80",0,0,0,135.32072,143.28392,143.93642,144.1958,144.33908,144.50756,142.59725,"Simulated"
1331,"DOE_24hr67","Sanden80",0,0,0,135.31586,143.27906,143.93156,144.19112,144.33422,144.5027,142.59242,"Simulated"
1332,"DOE_24hr67","Sanden80",0,0,0,135.31118,143.27438,143.92688,144.18626,144.32954,144.49802,142.58771,"Simulated"
1333,"DOE_24hr67","Sanden80",0,0,0,135.3065,143.26952,143.92202,144.18158,144.32486,144.49316,142.58294,"Simulated"
1334,"DOE_24hr67","Sanden80",0,0,0,135.30164,143.26484,143.91734,144.17672,144.32,144.48848,142.57817,"Simulated"
1335,"DOE_24hr67","Sanden80",0,0,0,135.29696,143.25998,143.91248,144.17204,144.31532,144.48362,142.5734,"Simulated"
1336,"DOE_24hr67","Sanden80",0,0,0,135.2921,143.2553,143.9078,144.16736,144.31046,144.47894,142.56866,"Simulated"
1337,"DOE_24hr67","Sanden80",0,0,0,135.28742,143.25044,143.90294,144.1625,144.30578,144.47426,142.56389,"Simulated"
1338,"DOE_24hr67","Sanden80",0,0,0,135.28256,143.24576,143.89826,144.15782,144.30092,144.4694,142.55912,"Simulated"
1339,"DOE_24hr67","Sanden80",0,0,0,135.27788,143.2409,143.89358,144.15296,144.29624,144.46472,142.55438,"Simulated"
1340,"DOE_24hr67","Sanden80",0,0,0,135.27302,143.23622,143.88872,144.14828,144.29138,144.45986,142.54958,"Simulated"
1341,"DOE_24hr67","Sanden80",0,0,0,135.26834,143.23136,143.88404,144.14342,144.2867,144.45518,142.54484,"Simulated"
1342,"DOE_24hr67","Sanden80",0,0,0,135.26348,143.22668,143.87918,144.13874,144.28184,144.45032,142.54004,"Simulated"
1343,"DOE_24hr67","Sanden80",0,0,0,135.2588,143.222,143.8745,144.13388,144.27716,144.44564,142.53533,"Simulated"
1344,"DOE_24hr67","Sanden80",0,0,0,135.25412,143.21714,143.86964,144.1292,144.2723,144.44078,142.53053,"Simulated"
1345,"DOE_24hr67","Sanden80",0,0,0,135.24926,143.21246,143.86496,144.12434,144.26762,144.4361,142.52579,"Simulated"
1346,"DOE_24hr67","Sanden80",0,0,0,135.24458,143.2076,143.8601,144.11966,144.26294,144.43124,142.52102,"Simulated"
1347,"DOE_24hr67","Sanden80",0,0,0,135.23972,143.20292,143.85542,144.11498,144.25808,144.42656,142.51628,"Simulated"
1348,"DOE_24hr67","Sanden80",0,0,0,135.23504,143.19806,143.85056,144.11012,144.2534,144.42188,142.51151,"Simulated"
1349,"DOE_24hr67","Sanden80",0,0,0,135.23018,143.19338,143.84588,144.10544,144.24854,144.41702,142.50674,"Simulated"
1350,"DOE_24hr67","Sanden80",0,0,0,135.2255,143.18852,143.8412,144.10058,144.24386,144.41234,142.502,"Simulated"
1351,"DOE_24hr67","Sanden80",0,0,0,135.22064,143.18384,143.83634,144.0959,144.239,144.40748,142.4972,"Simulated"
1352,"DOE_24hr67","Sanden80",0,0,0,135.21596,143.17916,143.83166,144.09104,144.23432,144.4028,142.49249,"Simulated"
1353,"DOE_24hr67","Sanden80",0,0,0,135.21128,143.1743,143.8268,144.08636,144.22964,144.39794,142.48772,"Simulated"
1354,"DOE_24hr67","Sanden80",0,0,0,135.20642,143.16962,143.82212,144.08168,144.22478,144.39326,142.48298,"Simulated"
1355,"DOE_24hr67","Sanden80",0,0,0,135.20174,143.16476,143.81726,144.07682,144.2201,144.38858,142.47821,"Simulated"
1356,"DOE_24hr67","Sanden80",0,0,0,135.19688,143.16008,143.81258,144.07214,144.21524,144.38372,142.47344,"Simulated"
1357,"DOE_24hr67","Sanden80",0,0,0,135.1922,143.15522,143.8079,144.06728,144.21056,144.37904,142.4687,"Simulated"
1358,"DOE_24hr67","Sanden80",0,0,0,135.18734,143.15054,143.80304,144.0626,144.2057,144.37418,142.4639,"Simulated"
1359,"DOE_24hr67","Sanden80",0,0,0,135.18266,143.14586,143.79836,144.05774,144.20102,144.3695,142.45919,"Simulated"
1360,"DOE_24hr67","Sanden80",0,0,0,135.17798,143.141,143.7935,144.05306,144.19634,144.36464,142.45442,"Simulated"
1361,"DOE_24hr67","Sanden80",0,0,0,135.17312,143.13632,143.78882,144.04838,144.19148,144.35996,142.44968,"Simulated"
1362,"DOE_24hr67","Sanden80",0,0,0,135.16844,143.13146,143.78396,144.04352,144.1868,144.35528,142.44491,"Simulated"
1363,"DOE_24hr67","Sanden80",0,0,0,135.16358,143.12678,143.77928,144.03884,144.18194,144.35042,142.44014,"Simulated"
1364,"DOE_24hr67","Sanden80",0,0,0,135.1589,143.12192,143.7746,144.03398,144.17726,144.34574,142.4354,"Simulated"
1365,"DOE_24hr67","Sanden80",0,0,0,135.15404,143.11724,143.76974,144.0293,144.1724,144.34088,142.4306,"Simulated"
1366,"DOE_24hr67","Sanden80",0,0,0,135.14936,143.11256,143.76506,144.02444,144.16772,144.3362,142.42589,"Simulated"
1367,"DOE_24hr67","Sanden80",0,0,0,135.14468,143.1077,143.7602,144.01976,144.16304,144.33152,142.42115,"Simulated"
1368,"DOE_24hr67","Sanden80",0,0,0,135.13982,143.10302,143.75552,144.01508,144.15818,144.32666,142.41638,"Simulated"
1369,"DOE_24hr67","Sanden80",0,0,0,135.13514,143.09816,143.75084,144.01022,144.1535,144.32198,142.41164,"Simulated"
1370,"DOE_24hr67","Sanden80",0,0,0,135.13028,143.09348,143.74598,144.00554,144.14864,144.31712,142.40684,"Simulated"
1371,"DOE_24hr67","Sanden80",0,0,0,135.1256,143.0888,143.7413,144.00068,144.14396,144.31244,142.40213,"Simulated"
1372,"DOE_24hr67","Sanden80",0,0,0,135.12092,143.08394,143.73644,143.996,144.13928,144.30776,142.39739,"Simulated"
1373,"DOE_24hr67","Sanden80",0,0,0,135.11606,143.07926,143.73176,143.99132,144.13442,144.3029,142.39262,"Simulated"
1374,"DOE_24hr67","Sanden80",0,0,0,135.11138,143.0744,143.72708,143.98646,144.12974,144.29822,142.38788,"Simulated"
1375,"DOE_24hr67","Sanden80",0,0,0,135.10652,143.06972,143.72222,143.98178,144.12488,144.29336,142.38308,"Simulated"
1376,"DOE_24hr67","Sanden80",0,0,0,135.10184,143.06504,143.71754,143.97692,144.1202,144.28868,142.37837,"Simulated"
1377,"DOE_24hr67","Sanden80",0,0,0,135.09716,143.06018,143.71268,143.97224,144.11552,144.284,142.37363,"Simulated"
1378,"DOE_24hr67","Sanden80",0,0,0,135.0923,143.0555,143.708,143.96756,144.11066,144.27914,142.36886,"Simulated"
1379,"DOE_24hr67","Sanden80",0,0,0,135.08762,143.05064,143.70332,143.9627,144.10598,144.27446,142.36412,"Simulated"
1380,"DOE_24hr67","Sanden80",0,0,0,135.08276,143.04596,143.69846,143.95802,144.10112,144.2696,142.35932,"Simulated"
1381,"DOE_24hr67","Sanden80",0,0,0,135.07808,143.04128,143.69378,143.95334,144.09644,144.26492,142.35464,"Simulated"
1382,"DOE_24hr67","Sanden80",0,0,0,135.0734,143.03642,143.68892,143.94848,144.09176,144.26024,142.34987,"Simulated"
1383,"DOE_24hr67","Sanden80",0,0,0,135.06854,143.03174,143.68424,143.9438,144.0869,144.25538,142.3451,"Simulated"
1384,"DOE_24hr67","Sanden80",0,0,0,135.06386,143.02706,143.67956,143.93894,144.08222,144.2507,142.34039,"Simulated"
1385,"DOE_24hr67","Sanden80",0,0,0,135.05918,143.0222,143.6747,143.93426,144.07754,144.24584,142.33562,"Simulated"
1386,"DOE_24hr67","Sanden80",0,0,0,135.05432,143.01752,143.67002,143.92958,144.07268,144.24116,142.33088,"Simulated"
1387,"DOE_24hr67","Sanden80",0,0,0,135.04964,143.01266,143.66534,143.92472,144.068,144.23648,142.32614,"Simulated"
1388,"DOE_24hr67","Sanden80",0,0,0,135.04478,143.00798,143.66048,143.92004,144.06314,144.23162,142.32134,"Simulated"
1389,"DOE_24hr67","Sanden80",0,0,0,135.0401,143.0033,143.6558,143.91518,144.05846,144.22694,142.31663,"Simulated"
1390,"DOE_24hr67","Sanden80",0,0,0,135.03542,142.99844,143.65094,143.9105,144.05378,144.22226,142.31189,"Simulated"
1391,"DOE_24hr67","Sanden80",0,0,0,135.03056,142.99376,143.64626,143.90582,144.04892,144.2174,142.30712,"Simulated"
1392,"DOE_24hr67","Sanden80",0,0,0,135.02588,142.98908,143.64158,143.90096,144.04424,144.21272,142.30241,"Simulated"
1393,"DOE_24hr67","Sanden80",0,0,0,135.0212,142.98422,143.63672,143.89628,144.03956,144.20786,142.29764,"Simulated"
1394,"DOE_24hr67","Sanden80",0,0,0,135.01634,142.97954,143.63204,143.8916,144.0347,144.20318,142.2929,"Simulated"
1395,"DOE_24hr67","Sanden80",0,0,0,135.01166,142.97468,143.62736,143.88674,144.03002,144.1985,142.28816,"Simulated"
1396,"DOE_24hr67","Sanden80",0,0,0,135.00698,142.97,143.6225,143.88206,144.02516,144.19364,142.28339,"Simulated"
1397,"DOE_24hr67","Sanden80",0,0,0,135.00212,142.96532,143.61782,143.87738,144.02048,144.18896,142.27868,"Simulated"
1398,"DOE_24hr67","Sanden80",0,0,0,134.99744,142.96046,143.61314,143.87252,144.0158,144.18428,142.27394,"Simulated"
1399,"DOE_24hr67","Sanden80",0,0,0,134.99258,142.95578,143.60828,143.86784,144.01094,144.17942,142.26914,"Simulated"
1400,"DOE_24hr67","Sanden80",0,0,0,134.9879,142.9511,143.6036,143.86298,144.00626,144.17474,142.26443,"Simulated"
1401,"DOE_24hr67","Sanden80",0,0,0,134.98322,142.94624,143.59874,143.8583,144.00158,144.17006,142.25969,"Simulated"
1402,"DOE_24hr67","Sanden80",0,0,0,134.97836,142.94156,143.59406,143.85362,143.99672,144.1652,142.25492,"Simulated"
1403,"DOE_24hr67","Sanden80",0,0,0,134.97368,142.93688,143.58938,143.84876,143.99204,144.16052,142.25021,"Simulated"
1404,"DOE_24hr67","Sanden80",0,0,0,134.969,142.93202,143.58452,143.84408,143.98736,144.15584,142.24547,"Simulated"
1405,"DOE_24hr67","Sanden80",0,0,0,134.96414,142.92734,143.57984,143.8394,143.9825,144.15098,142.2407,"Simulated"
1406,"DOE_24hr67","Sanden80",0,0,0,134.95946,142.92266,143.57516,143.83454,143.97782,144.1463,142.23599,"Simulated"
1407,"DOE_24hr67","Sanden80",0,0,0,134.95478,142.9178,143.5703,143.82986,143.97314,144.14162,142.23125,"Simulated"
1408,"DOE_24hr67","Sanden80",0,0,0,134.94992,142.91312,143.56562,143.82518,143.96828,144.13676,142.22648,"Simulated"
1409,"DOE_24hr67","Sanden80",0,0,0,134.94524,142.90844,143.56094,143.82032,143.9636,144.13208,142.22177,"Simulated"
1410,"DOE_24hr67","Sanden80",0,0,0,134.94056,142.90358,143.55608,143.81564,143.95892,144.1274,142.21703,"Simulated"
1411,"DOE_24hr67","Sanden80",0,0,0,134.9357,142.8989,143.5514,143.81096,143.95406,144.12254,142.21226,"Simulated"
1412,"DOE_24hr67","Sanden80",0,0,0,134.93102,142.89422,143.54672,143.8061,143.94938,144.11786,142.20755,"Simulated"
1413,"DOE_24hr67","Sanden80",0,0,0,134.92634,142.88936,143.54186,143.80142,143.9447,144.11318,142.20281,"Simulated"
1414,"DOE_24hr67","Sanden80",0,0,0,134.92148,142.88468,143.53718,143.79674,143.93984,144.10832,142.19804,"Simulated"
1415,"DOE_24hr67","Sanden80",0,0,0,134.9168,142.88,143.5325,143.79188,143.93516,144.10364,142.19333,"Simulated"
1416,"DOE_24hr67","Sanden80",0,0,0,134.91212,142.87514,143.52764,143.7872,143.93048,144.09896,142.18859,"Simulated"
1417,"DOE_24hr67","Sanden80",0,0,0,134.90726,142.87046,143.52296,143.78252,143.92562,144.0941,142.18382,"Simulated"
1418,"DOE_24hr67","Sanden80",0,0,0,134.90258,142.86578,143.51828,143.77766,143.92094,144.08942,142.17911,"Simulated"
1419,"DOE_24hr67","Sanden80",0,0,0,134.8979,142.86092,143.51342,143.77298,143.91626,144.08474,142.17437,"Simulated"
1420,"DOE_24hr67","Sanden80",0,0,0,134.89304,142.85624,143.50874,143.7683,143.9114,144.07988,142.1696,"Simulated"
1421,"DOE_24hr67","Sanden80",0,0,0,134.88836,142.85156,143.50406,143.76344,143.90672,144.0752,142.16489,"Simulated"
1422,"DOE_24hr67","Sanden80",0,0,0,134.88368,142.8467,143.4992,143.75876,143.90204,144.07052,142.16015,"Simulated"
1423,"DOE_24hr67","Sanden80",0,0,0,134.87882,142.84202,143.49452,143.75408,143.89718,144.06566,142.15538,"Simulated"
1424,"DOE_24hr67","Sanden80",0,0,0,134.87414,142.83734,143.48984,143.74922,143.8925,144.06098,142.15067,"Simulated"
1425,"DOE_24hr67","Sanden80",0,0,0,134.86946,142.83248,143.48516,143.74454,143.88782,144.0563,142.14596,"Simulated"
1426,"DOE_24hr67","Sanden80",0,0,0,134.8646,142.8278,143.4803,143.73986,143.88296,144.05144,142.14116,"Simulated"
1427,"DOE_24hr67","Sanden80",0,0,0,134.85992,142.82312,143.47562,143.73518,143.87828,144.04676,142.13648,"Simulated"
1428,"DOE_24hr67","Sanden80",0,0,0,134.85524,142.81826,143.47094,143.73032,143.8736,144.04208,142.13174,"Simulated"
1429,"DOE_24hr67","Sanden80",0,0,0,134.85056,142.81358,143.46608,143.72564,143.86892,144.03722,142.127,"Simulated"
1430,"DOE_24hr67","Sanden80",0,0,0,134.8457,142.8089,143.4614,143.72096,143.86406,144.03254,142.12226,"Simulated"
1431,"DOE_24hr67","Sanden80",0,0,0,134.84102,142.80422,143.45672,143.7161,143.85938,144.02786,142.11755,"Simulated"
1432,"DOE_24hr67","Sanden80",0,0,0,134.83634,142.79936,143.45186,143.71142,143.8547,144.02318,142.11281,"Simulated"
1433,"DOE_24hr67","Sanden80",0,0,0,134.83148,142.79468,143.44718,143.70674,143.84984,144.01832,142.10804,"Simulated"
1434,"DOE_24hr67","Sanden80",0,0,0,134.8268,142.79,143.4425,143.70188,143.84516,144.01364,142.10333,"Simulated"
1435,"DOE_24hr67","Sanden80",0,0,0,134.82212,142.78514,143.43764,143.6972,143.84048,144.00896,142.09859,"Simulated"
1436,"DOE_24hr67","Sanden80",0,0,0,134.81726,142.78046,143.43296,143.69252,143.83562,144.0041,142.09382,"Simulated"
1437,"DOE_24hr67","Sanden80",0,0,0,134.81258,142.77578,143.42828,143.68784,143.83094,143.99942,142.08914,"Simulated"
1438,"DOE_24hr67","Sanden80",0,0,0,134.8079,142.77092,143.4236,143.68298,143.82626,143.99474,142.0844,"Simulated"
1439,"DOE_24hr67","Sanden80",0,0,0,134.80322,142.76624,143.41874,143.6783,143.82158,143.98988,142.07966,"Simulated"
0,"DOE_24hr95","Sanden80",0,0,0,148.99658,148.99658,148.99658,148.99658,148.99658,148.99658,148.99658,"Simulated"
1,"DOE_24hr95","Sanden80",2.35,0,0,133.55852,148.99334,148.99334,148.99334,148.99334,148.99334,146.42087,"Simulated"
2,"DOE_24hr95","Sanden80",3,0,0,113.85212,148.99028,148.99028,148.99028,148.99028,148.99028,143.13392,"Simulated"
3,"DOE_24hr95","Sanden80",3,0,0,94.14644,148.9874,148.9874,148.9874,148.9874,148.9874,139.84724,"Simulated"
4,"DOE_24hr95","Sanden80",2.35,0,0,78.71054,148.9847,148.9847,148.9847,148.9847,148.9847,137.27234,"Simulated"
5,"DOE_24hr95","Sanden80",0,0,0,78.70784,148.982,148.982,148.982,148.982,148.982,137.26964,"Simulated"
6,"DOE_24hr95","Sanden80",0,0,0,78.70514,148.9793,148.9793,148.9793,148.9793,148.9793,137.26694,"Simulated"
7,"DOE_24hr95","Sanden80",0,0,0,78.70244,148.97678,148.97678,148.97678,148.97678,148.97678,137.26439,"Simulated"
8,"DOE_24hr95","Sanden80",0,0,0,78.69974,148.97408,148.97408,148.97408,148.97408,148.97408,137.26169,"Simulated"
9,"DOE_24hr95","Sanden80",0,0,0,78.69704,148.97138,148.97138,148.97138,148.97138,148.97138,137.25899,"Simulated"
10,"DOE_24hr95","Sanden80",0,0,0,78.69452,148.96868,148.96868,148.96868,148.96868,148.96868,137.25632,"Simulated"
11,"DOE_24hr95","Sanden80",0,0,0,78.69182,148.96598,148.96598,148.96598,148.96598,148.96598,137.25362,"Simulated"
12,"DOE_24hr95","Sanden80",0,0,0,78.68912,148.96328,148.96328,148.96328,148.96328,148.96328,137.25092,"Simulated"
13,"DOE_24hr95","Sanden80",0,0,0,78.68642,148.96058,148.96058,148.96058,148.96058,148.96058,137.24822,"Simulated"
14,"DOE_24hr95","Sanden80",0,0,0,78.68372,148.95788,148.95788,148.95788,148.95788,148.95788,137.24552,"Simulated"
15,"DOE_24hr95","Sanden80",0,0,0,78.68102,148.95518,148.95518,148.95518,148.95518,148.95518,137.24282,"Simulated"
16,"DOE_24hr95","Sanden80",0,0,0,78.67832,148.95266,148.95266,148.95266,148.95266,148.95266,137.24027,"Simulated"
17,"DOE_24hr95","Sanden80",0,0,0,78.67562,148.94996,148.94996,148.94996,148.94996,148.94996,137.23757,"Simulated"
18,"DOE_24hr95","Sanden80",0,0,0,78.67292,148.94726,148.94726,148.94726,148.94726,148.94726,137.23487,"Simulated"
19,"DOE_24hr95","Sanden80",0,0,0,78.6704,148.94456,148.94456,148.94456,148.94456,148.94456,137.2322,"Simulated"
20,"DOE_24hr95","Sanden80",0,0,0,78.6677,148.94186,148.94186,148.94186,148.94186,148.94186,137.2295,"Simulated"
21,"DOE_24hr95","Sanden80",0,0,0,78.665,148.93916,148.93916,148.93916,148.93916,148.93916,137.2268,"Simulated"
22,"DOE_24hr95","Sanden80",0,0,0,78.6623,148.93646,148.93646,148.93646,148.93646,148.93646,137.2241,"Simulated"
23,"DOE_24hr95","Sanden80",0,0,0,78.6596,148.93376,148.93376,148.93376,148.93376,148.93376,137.2214,"Simulated"
24,"DOE_24hr95","Sanden80",0,0,0,78.6569,148.93124,148.93124,148.93124,148.93124,148.93124,137.21885,"Simulated"
25,"DOE_24hr95","Sanden80",0,0,0,78.6542,148.92854,148.92854,148.92854,148.92854,148.92854,137.21615,"Simulated"
26,"DOE_24hr95","Sanden80",0,0,0,78.6515,148.92584,148.92584,148.92584,148.92584,148.92584,137.21345,"Simulated"
27,"DOE_24hr95","Sanden80",0,0,0,78.64898,148.92314,148.92314,148.92314,148.92314,148.92314,137.21078,"Simulated"
28,"DOE_24hr95","Sanden80",0,0,0,78.64628,148.92044,148.92044,148.92044,148.92044,148.92044,137.20808,"Simulated"
29,"DOE_24hr95","Sanden80",0,0,0,78.64358,148.91774,148.91774,148.91774,148.91774,148.91774,137.20538,"Simulated"
30,"DOE_24hr95","Sanden80",0,0,0,78.64088,148.91504,148.91504,148.91504,148.91504,148.91504,137.20268,"Simulated"
31,"DOE_24hr95","Sanden80",0,0,0,78.63818,148.91234,148.91234,148.91234,148.91234,148.91234,137.19998,"Simulated"
32,"DOE_24hr95","Sanden80",0,0,0,78.63548,148.90982,148.90982,148.90982,148.90982,148.90982,137.19743,"Simulated"
33,"DOE_24hr95","Sanden80",0,0,0,78.63278,148.90712,148.90712,148.90712,148.90712,148.90712,137.19473,"Simulated"
34,"DOE_24hr95","Sanden80",0,0,0,78.63026,148.90442,148.90442,148.90442,148.90442,148.90442,137.19206,"Simulated"
35,"DOE_24hr95","Sanden80",0,0,0,78.62756,148.90172,148.90172,148.90172,148.90172,148.90172,137.18936,"Simulated"
36,"DOE_24hr95","Sanden80",0,0,0,78.62486,148.89902,148.89902,148.89902,148.89902,148.89902,137.18666,"Simulated"
37,"DOE_24hr95","Sanden80",0,0,0,78.62216,148.89632,148.89632,148.89632,148.89632,148.89632,137.18396,"Simulated"
38,"DOE_24hr95","Sanden80",0,0,0,78.61946,148.89362,148.89362,148.89362,148.89362,148.89362,137.18126,"Simulated"
39,"DOE_24hr95","Sanden80",0,0,0,78.61676,148.8911,148.8911,148.8911,148.8911,148.8911,137.17871,"Simulated"
40,"DOE_24hr95","Sanden80",0,0,0,78.61406,148.8884,148.8884,148.8884,148.8884,148.8884,137.17601,"Simulated"
41,"DOE_24hr95","Sanden80",0,0,0,78.61154,148.8857,148.8857,148.8857,148.8857,148.8857,137.17334,"Simulated"
42,"DOE_24hr95","Sanden80",0,0,0,78.60884,148.883,148.883,148.883,148.883,148.883,137.17064,"Simulated"
43,"DOE_24hr95","Sanden80",0,0,0,78.60614,148.8803,148.8803,148.8803,148.8803,148.8803,137.16794,"Simulated"
44,"DOE_24hr95","Sanden80",0,0,0,78.60344,148.8776,148.8776,148.8776,148.8776,148.8776,137.16524,"Simulated"
45,"DOE_24hr95","Sanden80",0,0,0,78.60074,148.8749,148.8749,148.8749,148.8749,148.8749,137.16254,"Simulated"
46,"DOE_24hr95","Sanden80",0,0,0,78.59804,148.87238,148.87238,148.87238,148.87238,148.87238,137.15999,"Simulated"
47,"DOE_24hr95","Sanden80",0,0,0,78.59534,148.86968,148.86968,148.86968,148.86968,148.86968,137.15729,"Simulated"
48,"DOE_24hr95","Sanden80",0,0,0,78.59282,148.86698,148.86698,148.86698,148.86698,148.86698,137.15462,"Simulated"
49,"DOE_24hr95","Sanden80",0,0,0,78.59012,148.86428,148.86428,148.86428,148.86428,148.86428,137.15192,"Simulated"
50,"DOE_24hr95","Sanden80",0,0,0,78.58742,148.86158,148.86158,148.86158,148.86158,148.86158,137.14922,"Simulated"
51,"DOE_24hr95","Sanden80",0,0,0,78.58472,148.85888,148.85888,148.85888,148.85888,148.85888,137.14652,"Simulated"
52,"DOE_24hr95","Sanden80",0,0,0,78.58202,148.85618,148.85618,148.85618,148.85618,148.85618,137.14382,"Simulated"
53,"DOE_24hr95","Sanden80",0,0,0,78.57932,148.85366,148.85366,148.85366,148.85366,148.85366,137.14127,"Simulated"
54,"DOE_24hr95","Sanden80",0,0,0,78.57662,148.85096,148.85096,148.85096,148.85096,148.85096,137.13857,"Simulated"
55,"DOE_24hr95","Sanden80",0,0,0,78.5741,148.84826,148.84826,148.84826,148.84826,148.84826,137.1359,"Simulated"
56,"DOE_24hr95","Sanden80",0,0,0,78.5714,148.84556,148.84556,148.84556,148.84556,148.84556,137.1332,"Simulated"
57,"DOE_24hr95","Sanden80",0,0,0,78.5687,148.84286,148.84286,148.84286,148.84286,148.84286,137.1305,"Simulated"
58,"DOE_24hr95","Sanden80",0,0,0,78.566,148.84016,148.84016,148.84016,148.84016,148.84016,137.1278,"Simulated"
59,"DOE_24hr95","Sanden80",0,0,0,78.5633,148.83764,148.83764,148.83764,148.83764,148.83764,137.12525,"Simulated"
60,"DOE_24hr95","Sanden80",0,0,0,78.5606,148.83494,148.83494,148.83494,148.83494,148.83494,137.12255,"Simulated"
61,"DOE_24hr95","Sanden80",2.35,0,0,63.43538,148.54766,148.83242,148.83242,148.83242,148.83242,134.55212,"Simulated"
62,"DOE_24hr95","Sanden80",3,0,0,57.81992,134.49002,148.83008,148.83008,148.83008,148.83008,131.27171,"Simulated"
63,"DOE_24hr95","Sanden80",3,0,0,57.85322,114.78452,148.82792,148.82792,148.82792,148.82792,127.99157,"Simulated"
64,"DOE_24hr95","Sanden80",2.35,0,0,57.87896,99.34862,148.82612,148.82612,148.82612,148.82612,125.42201,"Simulated"
65,"DOE_24hr95","Sanden80",0,0,0,57.87698,99.34682,148.82414,148.82414,148.82414,148.82414,125.42006,"Simulated"
66,"DOE_24hr95","Sanden80",0,0,0,57.875,99.34484,148.82216,148.82216,148.82216,148.82216,125.41808,"Simulated"
67,"DOE_24hr95","Sanden80",0,0,0,57.8732,99.34286,148.82018,148.82018,148.82018,148.82018,125.41613,"Simulated"
68,"DOE_24hr95","Sanden80",0,0,0,57.87122,99.34088,148.81838,148.81838,148.81838,148.81838,125.41427,"Simulated"
