minutes,Ta,Tsetpoint,inletT,draw,DRstatus,h_src1In (Wh),h_src1Out (Wh),tcouple1 (C),tcouple2 (C),tcouple3 (C),tcouple4 (C),tcouple5 (C),tcouple6 (C),toutlet (C)
1067,19.678156,50,14.44,0,0,0,0,49.82,49.82,49.82,49.82,49.82,49.82,
1068,19.591567,50,14.44,0,0,0,0,49.82,49.82,49.82,49.82,49.82,49.82,
1069,19.594039,50,14.44,0,0,0,0,49.81,49.81,49.81,49.81,49.81,49.81,
1070,19.615839,50,14.44,0,0,0,0,49.81,49.81,49.81,49.81,49.81,49.81,
1071,19.5995,50,14.44,0,0,0,0,49.8,49.8,49.8,49.8,49.8,49.8,
1072,19.608961,50,14.44,0,0,0,0,49.79,49.79,49.79,49.79,49.79,49.79,
1073,19.612039,50,14.44,0,0,0,0,49.79,49.79,49.79,49.79,49.79,49.79,
1074,19.620128,50,14.44,0,0,0,0,49.78,49.78,49.78,49.78,49.78,49.78,
1075,19.644222,50,14.44,0,0,0,0,49.77,49.77,49.77,49.77,49.77,49.77,
1076,19.653733,50,14.44,0,0,0,0,49.77,49.77,49.77,49.77,49.77,49.77,
1077,19.6597,50,14.44,0,0,0,0,49.76,49.76,49.76,49.76,49.76,49.76,
1078,19.682,50,14.44,0,0,0,0,49.76,49.76,49.76,49.76,49.76,49.76,
1079,19.663261,50,14.44,0,0,0,0,49.75,49.75,49.75,49.75,49.75,49.75,
1080,19.645472,50,14.44,0,0,0,0,49.74,49.74,49.74,49.74,49.74,49.74,
1081,19.6527,50,14.44,0,0,0,0,49.74,49.74,49.74,49.74,49.74,49.74,
1082,19.6322,50,14.44,0,0,0,0,49.73,49.73,49.73,49.73,49.73,49.73,
1083,19.688811,50,14.44,0,0,0,0,49.73,49.73,49.73,49.73,49.73,49.73,
1084,19.70125,50,14.44,0,0,0,0,49.72,49.72,49.72,49.72,49.72,49.72,
1085,19.647011,50,14.44,0,0,0,0,49.71,49.71,49.71,49.71,49.71,49.71,
1086,19.584161,50,14.44,0,0,0,0,49.71,49.71,49.71,49.71,49.71,49.71,
1087,19.601589,50,14.44,0,0,0,0,49.7,49.7,49.7,49.7,49.7,49.7,
1088,19.6334,50,14.44,0,0,0,0,49.7,49.7,49.7,49.7,49.7,49.7,
1089,19.609622,50,14.44,0,0,0,0,49.69,49.69,49.69,49.69,49.69,49.69,
1090,19.643461,50,14.44,0,0,0,0,49.68,49.68,49.68,49.68,49.68,49.68,
1091,19.685278,50,14.44,0,0,0,0,49.68,49.68,49.68,49.68,49.68,49.68,
1092,19.638283,50,14.44,0,0,0,0,49.67,49.67,49.67,49.67,49.67,49.67,
1093,19.622928,50,14.44,0,0,0,0,49.67,49.67,49.67,49.67,49.67,49.67,
1094,19.63025,50,14.44,0,0,0,0,49.66,49.66,49.66,49.66,49.66,49.66,
1095,19.62945,50,14.44,0,0,0,0,49.65,49.65,49.65,49.65,49.65,49.65,
1096,19.675133,50,14.44,0,0,0,0,49.65,49.65,49.65,49.65,49.65,49.65,
1097,19.62845,50,14.44,0,0,0,0,49.64,49.64,49.64,49.64,49.64,49.64,
1098,19.68245,50,14.44,0,0,0,0,49.64,49.64,49.64,49.64,49.64,49.64,
1099,19.678011,50,14.44,0,0,0,0,49.63,49.63,49.63,49.63,49.63,49.63,
1100,19.720878,50,14.44,0,0,0,0,49.62,49.62,49.62,49.62,49.62,49.62,
1101,19.670217,50,14.44,0,0,0,0,49.62,49.62,49.62,49.62,49.62,49.62,
1102,19.667539,50,14.44,0,0,0,0,49.61,49.61,49.61,49.61,49.61,49.61,
1103,19.63005,50,14.44,0,0,0,0,49.61,49.61,49.61,49.61,49.61,49.61,
1104,19.623578,50,14.44,0,0,0,0,49.6,49.6,49.6,49.6,49.6,49.6,
1105,19.667589,50,14.44,0,0,0,0,49.59,49.59,49.59,49.59,49.59,49.59,
1106,19.661567,50,14.44,0,0,0,0,49.59,49.59,49.59,49.59,49.59,49.59,
1107,19.629828,50,14.44,0,0,0,0,49.58,49.58,49.58,49.58,49.58,49.58,
1108,19.631883,50,14.44,0,0,0,0,49.58,49.58,49.58,49.58,49.58,49.58,
1109,19.6367,50,14.44,0,0,0,0,49.57,49.57,49.57,49.57,49.57,49.57,
1110,19.6568,50,14.44,0,0,0,0,49.56,49.56,49.56,49.56,49.56,49.56,
1111,19.638889,50,14.44,0,0,0,0,49.56,49.56,49.56,49.56,49.56,49.56,
1112,19.645889,50,14.44,0,0,0,0,49.55,49.55,49.55,49.55,49.55,49.55,
1113,19.661928,50,14.44,0,0,0,0,49.55,49.55,49.55,49.55,49.55,49.55,
1114,19.700572,50,14.44,0,0,0,0,49.54,49.54,49.54,49.54,49.54,49.54,
1115,19.65975,50,14.44,0,0,0,0,49.53,49.53,49.53,49.53,49.53,49.53,
1116,19.655572,50,14.44,0,0,0,0,49.53,49.53,49.53,49.53,49.53,49.53,
1117,19.5985,50,14.44,0,0,0,0,49.52,49.52,49.52,49.52,49.52,49.52,
1118,19.598578,50,14.44,0,0,0,0,49.51,49.51,49.51,49.51,49.51,49.51,
1119,19.571883,50,14.44,0,0,0,0,49.51,49.51,49.51,49.51,49.51,49.51,
1120,19.636539,50,14.44,0,0,0,0,49.5,49.5,49.5,49.5,49.5,49.5,
1121,19.633061,50,14.44,0,0,0,0,49.5,49.5,49.5,49.5,49.5,49.5,
1122,19.633472,50,14.44,0,0,0,0,49.49,49.49,49.49,49.49,49.49,49.49,
1123,19.597111,50,14.44,0,0,0,0,49.48,49.48,49.48,49.48,49.48,49.48,
1124,19.565511,50,14.44,0,0,0,0,49.48,49.48,49.48,49.48,49.48,49.48,
1125,19.595839,50,14.44,0,0,0,0,49.47,49.47,49.47,49.47,49.47,49.47,
1126,19.5956,50,14.44,0,0,0,0,49.47,49.47,49.47,49.47,49.47,49.47,
1127,19.587911,50,14.44,0,0,0,0,49.46,49.46,49.46,49.46,49.46,49.46,
1128,19.646067,50,14.44,0,0,0,0,49.45,49.45,49.45,49.45,49.45,49.45,
1129,19.634317,50,14.44,0,0,0,0,49.45,49.45,49.45,49.45,49.45,49.45,
1130,19.6668,50,14.44,0,0,0,0,49.44,49.44,49.44,49.44,49.44,49.44,
1131,19.664478,50,14.44,0,0,0,0,49.44,49.44,49.44,49.44,49.44,49.44,
1132,19.657139,50,14.44,0,0,0,0,49.43,49.43,49.43,49.43,49.43,49.43,
1133,19.63615,50,14.44,0,0,0,0,49.42,49.42,49.42,49.42,49.42,49.42,
1134,19.62895,50,14.44,0,0,0,0,49.42,49.42,49.42,49.42,49.42,49.42,
1135,19.645778,50,14.44,0,0,0,0,49.41,49.41,49.41,49.41,49.41,49.41,
1136,19.650722,50,14.44,0,0,0,0,49.41,49.41,49.41,49.41,49.41,49.41,
1137,19.628711,50,14.44,0,0,0,0,49.4,49.4,49.4,49.4,49.4,49.4,
1138,19.600711,50,14.44,0,0,0,0,49.39,49.39,49.39,49.39,49.39,49.39,
1139,19.618272,50,14.44,0,0,0,0,49.39,49.39,49.39,49.39,49.39,49.39,
1140,19.644028,50,14.44,0,0,0,0,49.38,49.38,49.38,49.38,49.38,49.38,
1141,19.62585,50,14.44,0,0,0,0,49.38,49.38,49.38,49.38,49.38,49.38,
1142,19.637267,50,14.44,0,0,0,0,49.37,49.37,49.37,49.37,49.37,49.37,
1143,19.616889,50,14.44,0,0,0,0,49.36,49.36,49.36,49.36,49.36,49.36,
1144,19.646589,50,14.44,0,0,0,0,49.36,49.36,49.36,49.36,49.36,49.36,
1145,19.612344,50,14.44,0,0,0,0,49.35,49.35,49.35,49.35,49.35,49.35,
1146,19.629839,50,14.44,0,0,0,0,49.35,49.35,49.35,49.35,49.35,49.35,
1147,19.633311,50,14.44,0,0,0,0,49.34,49.34,49.34,49.34,49.34,49.34,
1148,19.55055,50,14.44,0,0,0,0,49.33,49.33,49.33,49.33,49.33,49.33,
1149,19.56535,50,14.44,0,0,0,0,49.33,49.33,49.33,49.33,49.33,49.33,
1150,19.604367,50,14.44,0,0,0,0,49.32,49.32,49.32,49.32,49.32,49.32,
1151,19.633111,50,14.44,0,0,0,0,49.32,49.32,49.32,49.32,49.32,49.32,
1152,19.574011,50,14.44,0,0,0,0,49.31,49.31,49.31,49.31,49.31,49.31,
1153,19.579767,50,14.44,0,0,0,0,49.3,49.3,49.3,49.3,49.3,49.3,
1154,19.530633,50,14.44,0,0,0,0,49.3,49.3,49.3,49.3,49.3,49.3,
1155,19.523161,50,14.44,0,0,0,0,49.29,49.29,49.29,49.29,49.29,49.29,
1156,19.53,50,14.44,0,0,0,0,49.29,49.29,49.29,49.29,49.29,49.29,
1157,19.531639,50,14.44,0,0,0,0,49.28,49.28,49.28,49.28,49.28,49.28,
1158,19.561678,50,14.44,0,0,0,0,49.27,49.27,49.27,49.27,49.27,49.27,
1159,19.5354,50,14.44,0,0,0,0,49.27,49.27,49.27,49.27,49.27,49.27,
1160,19.536611,50,14.44,0,0,0,0,49.26,49.26,49.26,49.26,49.26,49.26,
1161,19.626,50,14.44,0,0,0,0,49.26,49.26,49.26,49.26,49.26,49.26,
1162,19.73055,50,14.44,0,0,0,0,49.25,49.25,49.25,49.25,49.25,49.25,
1163,19.717939,50,14.44,0,0,0,0,49.25,49.25,49.25,49.25,49.25,49.25,
1164,19.61365,50,14.44,0,0,0,0,49.24,49.24,49.24,49.24,49.24,49.24,
1165,19.594839,50,14.44,0,0,0,0,49.23,49.23,49.23,49.23,49.23,49.23,
1166,19.581378,50,14.44,0,0,0,0,49.23,49.23,49.23,49.23,49.23,49.23,
1167,19.5565,50,14.44,0,0,0,0,49.22,49.22,49.22,49.22,49.22,49.22,
1168,19.542961,50,14.44,0,0,0,0,49.22,49.22,49.22,49.22,49.22,49.22,
1169,19.573839,50,14.44,0,0,0,0,49.21,49.21,49.21,49.21,49.21,49.21,
1170,19.639683,50,14.44,0,0,0,0,49.2,49.2,49.2,49.2,49.2,49.2,
1171,19.626483,50,14.44,0,0,0,0,49.2,49.2,49.2,49.2,49.2,49.2,
1172,19.594011,50,14.44,0,0,0,0,49.19,49.19,49.19,49.19,49.19,49.19,
1173,19.634178,50,14.44,0,0,0,0,49.19,49.19,49.19,49.19,49.19,49.19,
1174,19.6321,50,14.44,0,0,0,0,49.18,49.18,49.18,49.18,49.18,49.18,
1175,19.640122,50,14.44,0,0,0,0,49.17,49.17,49.17,49.17,49.17,49.17,
1176,19.61305,50,14.44,0,0,0,0,49.17,49.17,49.17,49.17,49.17,49.17,
1177,19.654233,50,14.44,0,0,0,0,49.16,49.16,49.16,49.16,49.16,49.16,
1178,19.679128,50,14.44,0,0,0,0,49.16,49.16,49.16,49.16,49.16,49.16,
1179,19.699039,50,14.44,0,0,0,0,49.15,49.15,49.15,49.15,49.15,49.15,
1180,19.619211,50,14.44,0,0,0,0,49.14,49.14,49.14,49.14,49.14,49.14,
1181,19.61345,50,14.44,0,0,0,0,49.14,49.14,49.14,49.14,49.14,49.14,
1182,19.659439,50,14.44,0,0,0,0,49.13,49.13,49.13,49.13,49.13,49.13,
1183,19.606611,50,14.44,0,0,0,0,49.13,49.13,49.13,49.13,49.13,49.13,
1184,19.652289,50,14.44,0,0,0,0,49.12,49.12,49.12,49.12,49.12,49.12,
1185,19.649239,50,14.44,0,0,0,0,49.11,49.11,49.11,49.11,49.11,49.11,
1186,19.622328,50,14.44,0,0,0,0,49.11,49.11,49.11,49.11,49.11,49.11,
1187,19.6101,50,14.44,0,0,0,0,49.1,49.1,49.1,49.1,49.1,49.1,
1188,19.62245,50,14.44,0,0,0,0,49.1,49.1,49.1,49.1,49.1,49.1,
1189,19.618722,50,14.44,0,0,0,0,49.09,49.09,49.09,49.09,49.09,49.09,
1190,19.618739,50,14.44,0,0,0,0,49.08,49.08,49.08,49.08,49.08,49.08,
1191,19.635083,50,14.44,0,0,0,0,49.08,49.08,49.08,49.08,49.08,49.08,
1192,19.629589,50,14.44,0,0,0,0,49.07,49.07,49.07,49.07,49.07,49.07,
1193,19.655778,50,14.44,0,0,0,0,49.07,49.07,49.07,49.07,49.07,49.07,
1194,19.571867,50,14.44,0,0,0,0,49.06,49.06,49.06,49.06,49.06,49.06,
1195,19.631706,50,14.44,0,0,0,0,49.05,49.05,49.05,49.05,49.05,49.05,
1196,19.656222,50,14.44,0,0,0,0,49.05,49.05,49.05,49.05,49.05,49.05,
1197,19.640917,50,14.44,0,0,0,0,49.04,49.04,49.04,49.04,49.04,49.04,
1198,19.640278,50,14.44,0,0,0,0,49.04,49.04,49.04,49.04,49.04,49.04,
1199,19.593578,50,14.44,0,0,0,0,49.03,49.03,49.03,49.03,49.03,49.03,
1200,19.616528,50,14.44,0,0,0,0,49.03,49.03,49.03,49.03,49.03,49.03,
1201,19.578961,50,14.44,0,0,0,0,49.02,49.02,49.02,49.02,49.02,49.02,
1202,19.583306,50,14.44,0,0,0,0,49.01,49.01,49.01,49.01,49.01,49.01,
1203,19.620628,50,14.44,0,0,0,0,49.01,49.01,49.01,49.01,49.01,49.01,
1204,19.658006,50,14.44,0,0,0,0,49,49,49,49,49,49,
1205,19.595122,50,14.44,0,0,0,0,49,49,49,49,49,49,
1206,19.566922,50,14.44,0,0,0,0,48.99,48.99,48.99,48.99,48.99,48.99,
1207,19.579878,50,14.44,0,0,0,0,48.98,48.98,48.98,48.98,48.98,48.98,
1208,19.586328,50,14.44,0,0,0,0,48.98,48.98,48.98,48.98,48.98,48.98,
1209,19.607311,50,14.44,0,0,0,0,48.97,48.97,48.97,48.97,48.97,48.97,
1210,19.619961,50,14.44,0,0,0,0,48.97,48.97,48.97,48.97,48.97,48.97,
1211,19.65375,50,14.44,0,0,0,0,48.96,48.96,48.96,48.96,48.96,48.96,
1212,19.633,50,14.44,0,0,0,0,48.95,48.95,48.95,48.95,48.95,48.95,
1213,19.574522,50,14.44,0,0,0,0,48.95,48.95,48.95,48.95,48.95,48.95,
1214,19.617922,50,14.44,0,0,0,0,48.94,48.94,48.94,48.94,48.94,48.94,
1215,19.611594,50,14.44,0,0,0,0,48.94,48.94,48.94,48.94,48.94,48.94,
1216,19.638089,50,14.44,0,0,0,0,48.93,48.93,48.93,48.93,48.93,48.93,
1217,19.607678,50,14.44,0,0,0,0,48.92,48.92,48.92,48.92,48.92,48.92,
1218,19.647383,50,14.44,0,0,0,0,48.92,48.92,48.92,48.92,48.92,48.92,
1219,19.674361,50,14.44,0,0,0,0,48.91,48.91,48.91,48.91,48.91,48.91,
1220,19.6466,50,14.44,0,0,0,0,48.91,48.91,48.91,48.91,48.91,48.91,
1221,19.6378,50,14.44,0,0,0,0,48.9,48.9,48.9,48.9,48.9,48.9,
1222,19.6455,50,14.44,0,0,0,0,48.9,48.9,48.9,48.9,48.9,48.9,
1223,19.636283,50,14.44,0,0,0,0,48.89,48.89,48.89,48.89,48.89,48.89,
1224,19.614528,50,14.44,0,0,0,0,48.88,48.88,48.88,48.88,48.88,48.88,
1225,19.636489,50,14.44,0,0,0,0,48.88,48.88,48.88,48.88,48.88,48.88,
1226,19.622517,50,14.44,0,0,0,0,48.87,48.87,48.87,48.87,48.87,48.87,
1227,19.620656,50,14.44,0,0,0,0,48.87,48.87,48.87,48.87,48.87,48.87,
1228,19.603383,50,14.44,0,0,0,0,48.86,48.86,48.86,48.86,48.86,48.86,
1229,19.636811,50,14.44,0,0,0,0,48.85,48.85,48.85,48.85,48.85,48.85,
1230,19.637589,50,14.44,0,0,0,0,48.85,48.85,48.85,48.85,48.85,48.85,
1231,19.601472,50,14.44,0,0,0,0,48.84,48.84,48.84,48.84,48.84,48.84,
1232,19.577533,50,14.44,0,0,0,0,48.84,48.84,48.84,48.84,48.84,48.84,
1233,19.591,50,14.44,0,0,0,0,48.83,48.83,48.83,48.83,48.83,48.83,
1234,19.536972,50,14.44,0,0,0,0,48.82,48.82,48.82,48.82,48.82,48.82,
1235,19.579622,50,14.44,0,0,0,0,48.82,48.82,48.82,48.82,48.82,48.82,
1236,19.59055,50,14.44,0,0,0,0,48.81,48.81,48.81,48.81,48.81,48.81,
1237,19.612839,50,14.44,0,0,0,0,48.81,48.81,48.81,48.81,48.81,48.81,
1238,19.64045,50,14.44,0,0,0,0,48.8,48.8,48.8,48.8,48.8,48.8,
1239,19.62355,50,14.44,0,0,0,0,48.79,48.79,48.79,48.79,48.79,48.79,
1240,19.6288,50,14.44,0,0,0,0,48.79,48.79,48.79,48.79,48.79,48.79,
1241,19.720972,50,14.44,0,0,0,0,48.78,48.78,48.78,48.78,48.78,48.78,
1242,19.659039,50,14.44,0,0,0,0,48.78,48.78,48.78,48.78,48.78,48.78,
1243,19.655028,50,14.44,0,0,0,0,48.77,48.77,48.77,48.77,48.77,48.77,
1244,19.649622,50,14.44,0,0,0,0,48.77,48.77,48.77,48.77,48.77,48.77,
1245,19.638983,50,14.44,0,0,0,0,48.76,48.76,48.76,48.76,48.76,48.76,
1246,19.65805,50,14.44,0,0,0,0,48.75,48.75,48.75,48.75,48.75,48.75,
1247,19.638378,50,14.44,0,0,0,0,48.75,48.75,48.75,48.75,48.75,48.75,
1248,19.630439,50,14.44,0,0,0,0,48.74,48.74,48.74,48.74,48.74,48.74,
1249,19.590472,50,14.44,0,0,0,0,48.74,48.74,48.74,48.74,48.74,48.74,
1250,19.563889,50,14.44,0,0,0,0,48.73,48.73,48.73,48.73,48.73,48.73,
1251,19.64195,50,14.44,0,0,0,0,48.72,48.72,48.72,48.72,48.72,48.72,
1252,19.591722,50,14.44,0,0,0,0,48.72,48.72,48.72,48.72,48.72,48.72,
1253,19.638872,50,14.44,0,0,0,0,48.71,48.71,48.71,48.71,48.71,48.71,
1254,19.5711,50,14.44,0,0,0,0,48.71,48.71,48.71,48.71,48.71,48.71,
1255,19.545178,50,14.44,0,0,0,0,48.7,48.7,48.7,48.7,48.7,48.7,
1256,19.61395,50,14.44,0,0,0,0,48.7,48.7,48.7,48.7,48.7,48.7,
1257,19.615633,50,14.44,0,0,0,0,48.69,48.69,48.69,48.69,48.69,48.69,
1258,19.5986,50,14.44,0,0,0,0,48.68,48.68,48.68,48.68,48.68,48.68,
1259,19.663889,50,14.44,0,0,0,0,48.68,48.68,48.68,48.68,48.68,48.68,
1260,19.716522,50,14.44,0,0,0,0,48.67,48.67,48.67,48.67,48.67,48.67,
1261,19.660367,50,14.44,0,0,0,0,48.67,48.67,48.67,48.67,48.67,48.67,
1262,19.663372,50,14.44,0,0,0,0,48.66,48.66,48.66,48.66,48.66,48.66,
1263,19.628072,50,14.44,0,0,0,0,48.65,48.65,48.65,48.65,48.65,48.65,
1264,19.631728,50,14.44,0,0,0,0,48.65,48.65,48.65,48.65,48.65,48.65,
1265,19.59,50,14.44,0,0,0,0,48.64,48.64,48.64,48.64,48.64,48.64,
1266,19.603,50,14.44,0,0,0,0,48.64,48.64,48.64,48.64,48.64,48.64,
1267,19.649694,50,14.44,0,0,0,0,48.63,48.63,48.63,48.63,48.63,48.63,
1268,19.582911,50,14.44,0,0,0,0,48.63,48.63,48.63,48.63,48.63,48.63,
1269,19.660689,50,14.44,0,0,0,0,48.62,48.62,48.62,48.62,48.62,48.62,
1270,19.6456,50,14.44,0,0,0,0,48.61,48.61,48.61,48.61,48.61,48.61,
1271,19.633117,50,14.44,0,0,0,0,48.61,48.61,48.61,48.61,48.61,48.61,
1272,19.621389,50,14.44,0,0,0,0,48.6,48.6,48.6,48.6,48.6,48.6,
1273,19.4865,50,14.44,0,0,0,0,48.6,48.6,48.6,48.6,48.6,48.6,
1274,19.454278,50,14.44,0,0,0,0,48.59,48.59,48.59,48.59,48.59,48.59,
1275,19.505311,50,14.44,0,0,0,0,48.58,48.58,48.58,48.58,48.58,48.58,
1276,19.61485,50,14.44,0,0,0,0,48.58,48.58,48.58,48.58,48.58,48.58,
1277,19.570828,50,14.44,0,0,0,0,48.57,48.57,48.57,48.57,48.57,48.57,
1278,19.523739,50,14.44,0,0,0,0,48.57,48.57,48.57,48.57,48.57,48.57,
1279,19.552678,50,14.44,0,0,0,0,48.56,48.56,48.56,48.56,48.56,48.56,
1280,19.548761,50,14.44,0,0,0,0,48.55,48.55,48.55,48.55,48.55,48.55,
1281,19.55125,50,14.44,0,0,0,0,48.55,48.55,48.55,48.55,48.55,48.55,
1282,19.5653,50,14.44,0,0,0,0,48.54,48.54,48.54,48.54,48.54,48.54,
1283,19.586711,50,14.44,0,0,0,0,48.54,48.54,48.54,48.54,48.54,48.54,
1284,19.571822,50,14.44,0,0,0,0,48.53,48.53,48.53,48.53,48.53,48.53,
1285,19.625311,50,14.44,0,0,0,0,48.53,48.53,48.53,48.53,48.53,48.53,
1286,19.740167,50,14.44,0,0,0,0,48.52,48.52,48.52,48.52,48.52,48.52,
1287,19.713272,50,14.44,0,0,0,0,48.51,48.51,48.51,48.51,48.51,48.51,
1288,19.696739,50,14.44,0,0,0,0,48.51,48.51,48.51,48.51,48.51,48.51,
1289,19.632611,50,14.44,0,0,0,0,48.5,48.5,48.5,48.5,48.5,48.5,
1290,19.586617,50,14.44,0,0,0,0,48.5,48.5,48.5,48.5,48.5,48.5,
1291,19.646494,50,14.44,0,0,0,0,48.49,48.49,48.49,48.49,48.49,48.49,
1292,19.661833,50,14.44,0,0,0,0,48.49,48.49,48.49,48.49,48.49,48.49,
1293,19.626967,50,14.44,0,0,0,0,48.48,48.48,48.48,48.48,48.48,48.48,
1294,19.668578,50,14.44,0,0,0,0,48.47,48.47,48.47,48.47,48.47,48.47,
1295,19.651211,50,14.44,0,0,0,0,48.47,48.47,48.47,48.47,48.47,48.47,
1296,19.638878,50,14.44,0,0,0,0,48.46,48.46,48.46,48.46,48.46,48.46,
1297,19.648289,50,14.44,0,0,0,0,48.46,48.46,48.46,48.46,48.46,48.46,
1298,19.649728,50,14.44,0,0,0,0,48.45,48.45,48.45,48.45,48.45,48.45,
1299,19.6461,50,14.44,0,0,0,0,48.44,48.44,48.44,48.44,48.44,48.44,
1300,19.604289,50,14.44,0,0,0,0,48.44,48.44,48.44,48.44,48.44,48.44,
1301,19.580561,50,14.44,0,0,0,0,48.43,48.43,48.43,48.43,48.43,48.43,
1302,19.584628,50,14.44,0,0,0,0,48.43,48.43,48.43,48.43,48.43,48.43,
1303,19.634172,50,14.44,0,0,0,0,48.42,48.42,48.42,48.42,48.42,48.42,
1304,19.626489,50,14.44,0,0,0,0,48.42,48.42,48.42,48.42,48.42,48.42,
1305,19.587522,50,14.44,0,0,0,0,48.41,48.41,48.41,48.41,48.41,48.41,
1306,19.616189,50,14.44,0,0,0,0,48.4,48.4,48.4,48.4,48.4,48.4,
1307,19.632811,50,14.44,0,0,0,0,48.4,48.4,48.4,48.4,48.4,48.4,
1308,19.63535,50,14.44,0,0,0,0,48.39,48.39,48.39,48.39,48.39,48.39,
1309,19.59205,50,14.44,0,0,0,0,48.39,48.39,48.39,48.39,48.39,48.39,
1310,19.569844,50,14.44,0,0,0,0,48.38,48.38,48.38,48.38,48.38,48.38,
1311,19.532011,50,14.44,0,0,0,0,48.37,48.37,48.37,48.37,48.37,48.37,
1312,19.570917,50,14.44,0,0,0,0,48.37,48.37,48.37,48.37,48.37,48.37,
1313,19.593372,50,14.44,0,0,0,0,48.36,48.36,48.36,48.36,48.36,48.36,
1314,19.527772,50,14.44,0,0,0,0,48.36,48.36,48.36,48.36,48.36,48.36,
1315,19.544078,50,14.44,0,0,0,0,48.35,48.35,48.35,48.35,48.35,48.35,
1316,19.569433,50,14.44,0,0,0,0,48.35,48.35,48.35,48.35,48.35,48.35,
1317,19.595539,50,14.44,0,0,0,0,48.34,48.34,48.34,48.34,48.34,48.34,
1318,19.640211,50,14.44,0,0,0,0,48.33,48.33,48.33,48.33,48.33,48.33,
1319,19.655539,50,14.44,0,0,0,0,48.33,48.33,48.33,48.33,48.33,48.33,
1320,19.632244,50,14.44,0,0,0,0,48.32,48.32,48.32,48.32,48.32,48.32,
1321,19.606156,50,14.44,0,0,0,0,48.32,48.32,48.32,48.32,48.32,48.32,
1322,19.6157,50,14.44,0,0,0,0,48.31,48.31,48.31,48.31,48.31,48.31,
1323,19.569483,50,14.44,0,0,0,0,48.31,48.31,48.31,48.31,48.31,48.31,
1324,19.5534,50,14.44,0,0,0,0,48.3,48.3,48.3,48.3,48.3,48.3,
1325,19.635422,50,14.44,0,0,0,0,48.29,48.29,48.29,48.29,48.29,48.29,
1326,19.669128,50,14.44,0,0,0,0,48.29,48.29,48.29,48.29,48.29,48.29,
1327,19.634928,50,14.44,0,0,0,0,48.28,48.28,48.28,48.28,48.28,48.28,
1328,19.606333,50,14.44,0,0,0,0,48.28,48.28,48.28,48.28,48.28,48.28,
1329,19.6037,50,14.44,0,0,0,0,48.27,48.27,48.27,48.27,48.27,48.27,
1330,19.6107,50,14.44,0,0,0,0,48.26,48.26,48.26,48.26,48.26,48.26,
1331,19.607428,50,14.44,0,0,0,0,48.26,48.26,48.26,48.26,48.26,48.26,
1332,19.635817,50,14.44,0,0,0,0,48.25,48.25,48.25,48.25,48.25,48.25,
1333,19.6513,50,14.44,0,0,0,0,48.25,48.25,48.25,48.25,48.25,48.25,
1334,19.642089,50,14.44,0,0,0,0,48.24,48.24,48.24,48.24,48.24,48.24,
1335,19.62255,50,14.44,0,0,0,0,48.24,48.24,48.24,48.24,48.24,48.24,
1336,19.618028,50,14.44,0,0,0,0,48.23,48.23,48.23,48.23,48.23,48.23,
1337,19.614461,50,14.44,0,0,0,0,48.22,48.22,48.22,48.22,48.22,48.22,
1338,19.628022,50,14.44,0,0,0,0,48.22,48.22,48.22,48.22,48.22,48.22,
1339,19.615689,50,14.44,0,0,0,0,48.21,48.21,48.21,48.21,48.21,48.21,
1340,19.621267,50,14.44,0,0,0,0,48.21,48.21,48.21,48.21,48.21,48.21,
1341,19.584861,50,14.44,0,0,0,0,48.2,48.2,48.2,48.2,48.2,48.2,
1342,19.549267,50,14.44,0,0,0,0,48.2,48.2,48.2,48.2,48.2,48.2,
1343,19.599478,50,14.44,0,0,0,0,48.19,48.19,48.19,48.19,48.19,48.19,
1344,19.702022,50,14.44,0,0,0,0,48.18,48.18,48.18,48.18,48.18,48.18,
1345,19.705561,50,14.44,0,0,0,0,48.18,48.18,48.18,48.18,48.18,48.18,
1346,19.667983,50,14.44,0,0,0,0,48.17,48.17,48.17,48.17,48.17,48.17,
1347,19.636067,50,14.44,0,0,0,0,48.17,48.17,48.17,48.17,48.17,48.17,
1348,19.606317,50,14.44,0,0,0,0,48.16,48.16,48.16,48.16,48.16,48.16,
1349,19.622267,50,14.44,0,0,0,0,48.16,48.16,48.16,48.16,48.16,48.16,
1350,19.640461,50,14.44,0,0,0,0,48.15,48.15,48.15,48.15,48.15,48.15,
1351,19.630972,50,14.44,0,0,0,0,48.14,48.14,48.14,48.14,48.14,48.14,
1352,19.646333,50,14.44,0,0,0,0,48.14,48.14,48.14,48.14,48.14,48.14,
1353,19.621811,50,14.44,0,0,0,0,48.13,48.13,48.13,48.13,48.13,48.13,
1354,19.651661,50,14.44,0,0,0,0,48.13,48.13,48.13,48.13,48.13,48.13,
1355,19.636111,50,14.44,0,0,0,0,48.12,48.12,48.12,48.12,48.12,48.12,
1356,19.610439,50,14.44,0,0,0,0,48.12,48.12,48.12,48.12,48.12,48.12,
1357,19.6329,50,14.44,0,0,0,0,48.11,48.11,48.11,48.11,48.11,48.11,
1358,19.624661,50,14.44,0,0,0,0,48.1,48.1,48.1,48.1,48.1,48.1,
1359,19.630078,50,14.44,0,0,0,0,48.1,48.1,48.1,48.1,48.1,48.1,
1360,19.62415,50,14.44,0,0,0,0,48.09,48.09,48.09,48.09,48.09,48.09,
1361,19.626611,50,14.44,0,0,0,0,48.09,48.09,48.09,48.09,48.09,48.09,
1362,19.636322,50,14.44,0,0,0,0,48.08,48.08,48.08,48.08,48.08,48.08,
