time,T+AF8-In+AF8-water,T+AF8-Out+AF8-water,T+AF8-Evap+AF8-In,T+AF8-Evap+AF8-Sat,T+AF8-Evap+AF8-Out,T+AF8-out+AF8-air,Power+AF8-W,flow+AF8-out+AF8-gpm,T+AF8-Tank+AF8-02,T+AF8-Tank+AF8-04,T+AF8-Tank+AF8-06,T+AF8-Tank+AF8-08,T+AF8-Tank+AF8-10,T+AF8-Tank+AF8-12,Power+AF8-res+AF8-kW,Power+AF8-comp+AF8-kW,T+AF8-Plenum+AF8-In,RH+AF8-In,minutes,hours,Power+AF8-kW,T+AF8-Tank+AF8-ave,T+AF8-Tank+AF8-COP,flow+AF8-out+AF8-gal,flow+AF8-out+AF8-tot,sumM+AF8-Outlet,dEin,E+AF8-in+AF8-tot,dT+AF8-Tank+AF8-ave,dEout,COP,minutes5,dEin5min,T+AF8-Tank+AF8-ave+AF8-5min,dT+AF8-Tank+AF8-ave+AF8-5min,dEadd5min,COP5min,Cap5min,Input5min
19may2013 00:36:00,,,35.369213,35.12125,35.202778,34.936296,1,0,57.141944,58.210231,58.321481,58.488704,58.909259,64.030463,,,35,40,1733,28,0.001,59.18368,59.18368,0,0,0,0.06,1694.449,+AC0-0.0150299,+AC0-19.59198,,346,,,,,,,
19may2013 00:37:00,,,35.48625,35.176991,35.305648,34.922778,1,0,57.143796,58.213102,58.3225,58.495787,58.917778,64.027593,,,35,40,1734,28,0.001,59.18676,59.18676,0,0,0,0.06,1694.509,0.0030785,4.012875,,346,,,,,,,
19may2013 00:38:00,,,35.546667,35.277269,35.41375,34.971111,1,0,57.163935,58.237593,58.342222,58.507037,58.927176,64.02787,,,35.1,40,1735,28,0.001,59.20097,59.20097,0,0,0,0.06,1694.569,0.0142136,18.52785,,347,,,,,,,
19may2013 00:39:00,,,35.535741,35.345139,35.507546,34.94838,1,0,57.186528,58.25838,58.362778,58.527361,58.940509,64.033657,,,35,40,1736,28,0.001,59.2182,59.2182,0,0,0,0.06,1694.629,0.0172272,22.45619,,347,,,,,,,
19may2013 00:40:00,,,35.533704,35.389907,35.561667,34.984954,1,0,57.222778,58.281019,58.385231,58.548611,58.964306,64.051019,,,35.1,40,1737,28,0.001,59.24216,59.24216,0,0,0,0.06,1694.689,0.0239601,31.2328,,347,,,,,,,
19may2013 00:41:00,,,35.535185,35.451481,35.605602,34.983657,1,0,57.201991,58.287685,58.381296,58.547222,58.96213,64.043843,,,35.1,40,1738,28,0.001,59.23736,59.23736,0,0,0,0.06,1694.749,+AC0-0.0047989,+AC0-6.25551,,347,,,,,,,
19may2013 00:42:00,,,35.548333,35.484352,35.64125,34.992361,1,0,57.213241,58.282037,58.378009,58.549769,58.963009,64.028843,,,35.1,40,1739,28,0.001,59.23582,59.23582,0,0,0,0.06,1694.809,+AC0-0.001545,+AC0-2.013896,,347,,,,,,,
19may2013 00:43:00,,,35.557963,35.511343,35.668657,34.977731,1,0,57.202037,58.281991,58.374954,58.539444,58.957454,64.02,,,35,40,1740,29,0.001,59.22931,59.22931,0,0,0,0.06,1694.869,+AC0-0.0065041,+AC0-8.478255,,348,,,,,,,
19may2013 00:44:00,,,35.535463,35.531343,35.675741,34.94125,1,0,57.177778,58.27463,58.372685,58.538704,58.957361,64.012315,,,35,40,1741,29,0.001,59.22224,59.22224,0,0,0,0.06,1694.929,+AC0-0.0070686,+AC0-9.214198,,348,,,,,,,
19may2013 00:45:00,,,35.543519,35.566481,35.685509,34.975093,1,0,57.192222,58.264028,58.371019,58.533935,58.950648,64.005417,,,35,40,1742,29,0.001,59.21954,59.21954,0,0,0,0.06,1694.989,+AC0-0.0027008,+AC0-3.520589,,348,,,,,,,
19may2013 00:46:00,,,35.513148,35.604861,35.68912,34.91412,1,0,57.178981,58.258194,58.371759,58.532685,58.958472,63.992269,,,35,40,1743,29,0.001,59.21539,59.21539,0,0,0,0.06,1695.049,+AC0-0.0041504,+AC0-5.410171,,348,,,,,,,
19may2013 00:47:00,,,35.500046,35.618472,35.700463,34.962639,1,0,57.155463,58.25875,58.362917,58.52412,58.951019,63.980185,,,35,40,1744,29,0.001,59.20541,59.20541,0,0,0,0.06,1695.109,+AC0-0.0099831,+AC0-13.01325,,348,,,,,,,
19may2013 00:48:00,,,35.511157,35.619954,35.705185,34.924815,1,0,57.153981,58.25088,58.358241,58.517546,58.946481,63.975509,,,35,40,1745,29,0.001,59.20044,59.20044,0,0,0,0.06,1695.169,+AC0-0.0049706,+AC0-6.479277,,349,,,,,,,
19may2013 00:49:00,,,35.48412,35.606065,35.684954,34.919954,1,0,57.150741,58.250972,58.355509,58.514769,58.946528,63.95662,,,35,40,1746,29,0.001,59.19586,59.19586,0,0,0,0.06,1695.229,+AC0-0.0045815,+AC0-5.972073,,349,,,,,,,
19may2013 00:50:00,,,35.463565,35.64162,35.699769,34.935833,1,0,57.136019,58.243426,58.345741,58.516481,58.936667,63.949259,,,35,40,1747,29,0.001,59.18793,59.18793,0,0,0,0.06,1695.289,+AC0-0.0079269,+AC0-10.33303,,349,,,,,,,
19may2013 00:51:00,,,35.468981,35.628843,35.699167,34.915509,1,0,57.13625,58.238981,58.346759,58.508704,58.938287,63.937361,,,35,40,1748,29,0.001,59.18439,59.18439,0,0,0,0.06,1695.349,+AC0-0.00354,+AC0-4.614558,,349,,,,,,,
19may2013 00:52:00,,,35.4625,35.687222,35.699167,34.918519,1,0,57.123472,58.235509,58.343426,58.509444,58.934259,63.927361,,,35,40,1749,29,0.001,59.17891,59.17891,0,0,0,0.06,1695.409,+AC0-0.0054779,+AC0-7.14063,,349,,,,,,,
19may2013 00:53:00,,,35.471806,35.697824,35.717963,34.93,1,0,57.116898,58.225648,58.339491,58.504954,58.941528,63.916667,,,35,40,1750,29,0.001,59.1742,59.1742,0,0,0,0.06,1695.469,+AC0-0.004715,+AC0-6.146113,,350,,,,,,,
19may2013 00:54:00,,,35.475,35.643981,35.711111,34.911481,1,0,57.100787,58.227176,58.333657,58.500509,58.930463,63.908194,,,35,40,1751,29,0.001,59.1668,59.1668,0,0,0,0.06,1695.529,+AC0-0.0074005,+AC0-9.646812,,350,,,,,,,
19may2013 00:55:00,,,35.465648,35.648704,35.710463,34.907685,1,0,57.1025,58.223009,58.331852,58.494444,58.927222,63.898426,,,35,40,1752,29,0.001,59.16291,59.16291,0,0,0,0.06,1695.589,+AC0-0.0038872,+AC0-5.067063,,350,,,,,,,
19may2013 00:56:00,,,35.446343,35.634676,35.682222,34.909907,1,0,57.097731,58.216435,58.333981,58.498194,58.927963,63.891343,,,35,40,1753,29,0.001,59.16094,59.16094,0,0,0,0.06,1695.649,+AC0-0.0019684,+AC0-2.565853,,350,,,,,,,
19may2013 00:57:00,,,35.432731,35.583796,35.686111,34.921944,1,0,57.083009,58.214167,58.325324,58.488009,58.924676,63.881019,,,35,40,1754,29,0.001,59.1527,59.1527,0,0,0,0.06,1695.708,+AC0-0.0082397,+AC0-10.74078,,350,,,,,,,
19may2013 00:58:00,,,35.419028,35.685602,35.688611,34.938056,1,0,57.075231,58.211759,58.328519,58.492315,58.921065,63.874907,,,35,40,1755,29,0.001,59.15063,59.15063,0,0,0,0.06,1695.769,+AC0-0.0020714,+AC0-2.700113,,351,,,,,,,
19may2013 00:59:00,,,35.457546,35.672176,35.677546,34.96787,1,0,57.062222,58.204306,58.318889,58.484213,58.923194,63.861065,,,35.1,40,1756,29,0.001,59.14231,59.14231,0,0,0,0.06,1695.828,+AC0-0.008316,+AC0-10.84023,,351,,,,,,,
19may2013 01:00:00,,,35.447176,35.699676,35.686157,34.905787,1,0,57.053241,58.203009,58.315139,58.479907,58.922963,63.853102,,,35,40,1757,29,0.001,59.13789,59.13789,0,0,0,0.06,1695.889,+AC0-0.0044212,+AC0-5.763225,,351,,,,,,,
19may2013 01:01:00,,,35.411713,35.71463,35.676435,34.923843,1,0,57.044306,58.196019,58.312269,58.479352,58.916759,63.838287,,,35,40,1758,29,0.001,59.13116,59.13116,0,0,0,0.06,1695.949,+AC0-0.0067291,+AC0-8.771638,,351,,,,,,,
19may2013 01:02:00,,,35.410463,35.65787,35.667083,34.929259,1,0,57.027685,58.188333,58.302546,58.468009,58.917176,63.828287,,,35,40,1759,29,0.001,59.12201,59.12201,0,0,0,0.06,1696.009,+AC0-0.0091591,+AC0-11.93917,,351,,,,,,,
19may2013 01:03:00,,,35.413194,35.6325,35.67162,34.961065,1,0,56.998241,58.166528,58.286481,58.462361,58.902037,63.823611,,,35,40,1760,29,0.001,59.10654,59.10654,0,0,0,0.06,1696.069,+AC0-0.015461,+AC0-20.15388,,352,,,,,,,
19may2013 01:04:00,,,35.393009,35.622361,35.671019,34.927731,1,0,56.983333,58.161667,58.276157,58.455556,58.906667,63.810833,,,35,40,1761,29,0.001,59.09904,59.09904,0,0,0,0.06,1696.129,+AC0-0.0075073,+AC0-9.786045,,352,,,,,,,
19may2013 01:05:00,,,35.390093,35.622037,35.654167,34.935185,1,0,56.964444,58.143981,58.271898,58.440648,58.899861,63.797546,,,35,40,1762,29,0.001,59.0864,59.0864,0,0,0,0.06,1696.189,+AC0-0.0126419,+AC0-16.47914,,352,,,,,,,
19may2013 01:06:00,,,35.41662,35.660833,35.676852,34.936667,1,0,56.974306,58.171343,58.295046,58.464491,58.916898,63.806898,,,35,40,1763,29,0.001,59.10483,59.10483,0,0,0,0.06,1696.249,0.0184364,24.0325,,352,,,,,,,
19may2013 01:07:00,,,35.397778,35.611111,35.678009,34.937546,1,0,57.017824,58.203704,58.323565,58.491991,58.95088,63.823657,,,35,40,1764,29,0.001,59.13527,59.13527,0,0,0,0.06,1696.309,0.0304375,39.67625,,352,,,,,,,
19may2013 01:08:00,,,35.386157,35.594954,35.686296,34.957037,1,0,57.014907,58.201574,58.320648,58.490833,58.946667,63.810231,,,35,40,1765,29,0.001,59.13081,59.13081,0,0,0,0.06,1696.369,+AC0-0.0044594,+AC0-5.812951,,353,,,,,,,
19may2013 01:09:00,,,35.388565,35.665787,35.689167,34.944954,1,0,57.007731,58.205556,58.323194,58.49588,58.947222,63.800833,,,35,40,1766,29,0.001,59.13007,59.13007,0,0,0,0.06,1696.429,+AC0-0.0007401,+AC0-0.9646813,,353,,,,,,,
19may2013 01:10:00,,,35.415648,35.66912,35.702639,34.961296,1,0,57.00125,58.202269,58.318889,58.492269,58.951944,63.794907,,,35,40,1767,29,0.001,59.12692,59.12692,0,0,0,0.06,1696.489,+AC0-0.0031471,+AC0-4.102382,,353,,,,,,,
19may2013 01:11:00,,,35.379213,35.63662,35.711944,34.955324,1,0,56.989491,58.191667,58.320046,58.481019,58.949491,63.787593,,,35,40,1768,29,0.001,59.11988,59.11988,0,0,0,0.06,1696.549,+AC0-0.0070381,+AC0-9.174417,,353,,,,,,,
19may2013 01:12:00,,,35.385556,35.684815,35.722639,34.973889,1,0,56.986991,58.191157,58.311806,58.481991,58.936204,63.773519,,,35.1,40,1769,29,0.001,59.11361,59.11361,0,0,0,0.06,1696.609,+AC0-0.0062752,+AC0-8.1799,,353,,,,,,,
19may2013 01:13:00,,,35.395509,35.631296,35.735694,34.974167,1,0,56.975694,58.187731,58.304954,58.485231,58.939444,63.766435,,,35,40,1770,29,0.001,59.10992,59.10992,0,0,0,0.06,1696.669,+AC0-0.0036926,+AC0-4.813461,,354,,,,,,,
19may2013 01:14:00,,,35.383843,35.606065,35.714907,34.966759,1,0,56.961574,58.17875,58.30125,58.481852,58.933935,63.752269,,,35,40,1771,29,0.001,59.1016,59.1016,0,0,0,0.06,1696.729,+AC0-0.0083122,+AC0-10.83526,,354,,,,,,,
19may2013 01:15:00,,,35.391157,35.607546,35.709861,34.963796,1,0,56.953426,58.178426,58.293704,58.481991,58.934167,63.737593,,,35,40,1772,29,0.001,59.09655,59.09655,0,0,0,0.06,1696.789,+AC0-0.0050545,+AC0-6.588674,,354,,,,,,,
19may2013 01:16:00,,,35.403194,35.628611,35.71162,34.958935,1,0,56.947222,58.174815,58.299167,58.46875,58.933981,63.731852,,,35,40,1773,29,0.001,59.09263,59.09263,0,0,0,0.06,1696.849,+AC0-0.0039177,+AC0-5.106843,,354,,,,,,,
19may2013 01:17:00,,,35.40625,35.626111,35.72125,34.960787,1,0,56.935926,58.174491,58.296991,58.470741,58.934444,63.721389,,,35,40,1774,29,0.001,59.089,59.089,0,0,0,0.06,1696.909,+AC0-0.0036354,+AC0-4.738873,,354,,,,,,,
19may2013 01:18:00,,,35.389815,35.586065,35.696435,34.911759,1,0,56.927731,58.167778,58.289954,58.474213,58.92375,63.70662,,,35,40,1775,29,0.001,59.08167,59.08167,0,0,0,0.06,1696.969,+AC0-0.0073242,+AC0-9.54736,,355,,,,,,,
19may2013 01:19:00,,,35.375509,35.611852,35.698194,34.968472,1,0,56.919213,58.167269,58.28537,58.463241,58.913981,63.694722,,,35,40,1776,29,0.001,59.07397,59.07397,0,0,0,0.06,1697.029,+AC0-0.0077057,+AC0-10.04462,,355,,,,,,,
19may2013 01:20:00,,,35.390046,35.597037,35.695509,34.937361,1,0,56.903194,58.157546,58.278056,58.461759,58.930463,63.687454,,,35,40,1777,29,0.001,59.06974,59.06974,0,0,0,0.06,1697.089,+AC0-0.0042229,+AC0-5.50465,,355,,,,,,,
19may2013 01:21:00,,,35.382778,35.598935,35.711574,34.956991,1,0,56.8925,58.150556,58.272454,58.459722,58.924676,63.669769,,,35,40,1778,29,0.001,59.06161,59.06161,0,0,0,0.06,1697.149,+AC0-0.0081329,+AC0-10.60155,,355,,,,,,,
19may2013 01:22:00,,,35.377083,35.599074,35.70287,34.943611,1,0,56.884028,58.149213,58.281019,58.4525,58.921157,63.66213,,,35,40,1779,29,0.001,59.05834,59.05834,0,0,0,0.06,1697.208,+AC0-0.0032692,+AC0-4.261504,,355,,,,,,,
19may2013 01:23:00,,,35.380093,35.631389,35.695093,34.915926,1,0,56.862639,58.148148,58.268472,58.450463,58.917222,63.653194,,,35,40,1780,29,0.001,59.05002,59.05002,0,0,0,0.06,1697.269,+AC0-0.0083199,+AC0-10.84521,,356,,,,,,,
19may2013 01:24:00,,,35.385417,35.608657,35.700741,34.948889,1,0,56.858426,58.145046,58.275,58.441435,58.921528,63.643194,,,35,40,1781,29,0.001,59.04744,59.04744,0,0,0,0.06,1697.328,+AC0-0.0025826,+AC0-3.366439,,356,,,,,,,
19may2013 01:25:00,,,35.361435,35.564907,35.699861,34.903472,1,0,56.857639,58.144213,58.259676,58.445694,58.908889,63.613657,,,35,40,1782,29,0.001,59.0383,59.0383,0,0,0,0.06,1697.389,+AC0-0.0091438,+AC0-11.91928,,356,,,,,,,
19may2013 01:26:00,,,35.342037,35.570463,35.684907,34.931898,1,0,56.848194,58.131991,58.263241,58.44125,58.906481,63.623241,,,35,40,1783,29,0.001,59.03573,59.03573,0,0,0,0.06,1697.449,+AC0-0.0025635,+AC0-3.341576,,356,,,,,,,
19may2013 01:27:00,,,35.355833,35.6025,35.691389,34.917963,1,0,56.838426,58.134954,58.267222,58.444907,58.90338,63.601296,,,35,40,1784,29,0.001,59.0317,59.0317,0,0,0,0.06,1697.509,+AC0-0.0040359,+AC0-5.260993,,356,,,,,,,
19may2013 01:28:00,,,35.326435,35.576204,35.679491,34.92162,1,0,56.830972,58.135185,58.252731,58.436713,58.913472,63.60213,,,35,40,1785,29,0.001,59.02853,59.02853,0,0,0,0.06,1697.569,+AC0-0.0031624,+AC0-4.122272,,357,,,,,,,
19may2013 01:29:00,,,35.363519,35.546204,35.678796,34.938194,1,0,56.82,58.126157,58.251481,58.434769,58.914491,63.594861,,,35,40,1786,29,0.001,59.02363,59.02363,0,0,0,0.06,1697.629,+AC0-0.0049057,+AC0-6.394743,,357,,,,,,,
19may2013 01:30:00,,,35.355648,35.538102,35.663611,34.909815,1,0,56.810694,58.127917,58.251528,58.431389,58.917222,63.583843,,,35,40,1787,29,0.001,59.02043,59.02043,0,0,0,0.06,1697.689,+AC0-0.0031967,+AC0-4.167025,,357,,,,,,,
19may2013 01:31:00,,,35.332685,35.517824,35.665231,34.926481,1,0,56.803241,58.124028,58.252917,58.43375,58.912037,63.573241,,,35,40,1788,29,0.001,59.01654,59.01654,0,0,0,0.06,1697.749,+AC0-0.0038948,+AC0-5.077008,,357,,,,,,,
19may2013 01:32:00,,,35.314213,35.55713,35.65375,34.941065,1,0,56.792917,58.123472,58.247176,58.433287,58.910926,63.566343,,,35,40,1789,29,0.001,59.01235,59.01235,0,0,0,0.06,1697.809,+AC0-0.0041847,+AC0-5.454925,,357,,,,,,,
19may2013 01:33:00,,,35.328565,35.560926,35.659167,34.933935,1,0,56.776111,58.112546,58.246435,58.428194,58.912176,63.557454,,,35,40,1790,29,0.001,59.00549,59.00549,0,0,0,0.06,1697.869,+AC0-0.0068665,+AC0-8.950651,,358,,,,,,,
19may2013 01:34:00,,,35.320463,35.594167,35.660185,34.930417,1,0,56.770556,58.111759,58.242407,58.428148,58.912176,63.541944,,,35,40,1791,29,0.001,59.00116,59.00116,0,0,0,0.06,1697.929,+AC0-0.0043221,+AC0-5.633937,,358,,,,,,,
19may2013 01:35:00,,,35.306667,35.506389,35.636852,34.926574,1,0,56.757963,58.111944,58.234722,58.413472,58.898472,63.501806,,,35,40,1792,29,0.001,58.9864,58.9864,0,0,0,0.06,1697.989,+AC0-0.0147667,+AC0-19.24887,,358,,,,,,,
19may2013 01:36:00,,,35.326157,35.598287,35.652269,34.971852,1,0,56.748194,58.106435,58.234722,58.418009,58.908426,63.52625,,,35.1,40,1793,29,0.001,58.99034,58.99034,0,0,0,0.06,1698.049,0.0039444,5.141652,,358,,,,,,,
19may2013 01:37:00,,,35.317917,35.552639,35.644213,34.921019,1,0,56.741111,58.105833,58.23588,58.413472,58.903472,63.518148,,,35,40,1794,29,0.001,58.98632,58.98632,0,0,0,0.06,1698.109,+AC0-0.0040207,+AC0-5.241103,,358,,,,,,,
19may2013 01:38:00,,,35.315556,35.554259,35.632037,34.938565,1,0,56.73125,58.103426,58.229954,58.413935,58.908194,63.508287,,,35,40,1795,29,0.001,58.98251,58.98251,0,0,0,0.06,1698.169,+AC0-0.0038109,+AC0-4.967611,,359,,,,,,,
19may2013 01:39:00,,,35.309074,35.5225,35.621991,34.904213,1,0,56.719907,58.099259,58.226296,58.406991,58.900231,63.484583,,,35,40,1796,29,0.001,58.97288,58.97288,0,0,0,0.06,1698.229,+AC0-0.0096321,+AC0-12.55577,,359,,,,,,,
19may2013 01:40:00,,,35.294259,35.481157,35.615694,34.956898,1,0,56.695417,58.085509,58.216944,58.404074,58.907407,63.484213,,,35,40,1797,29,0.001,58.9656,58.9656,0,0,0,0.06,1698.289,+AC0-0.0072823,+AC0-9.492662,,359,,,,,,,
19may2013 01:41:00,,,35.300648,35.564722,35.608472,34.9225,1,0,56.68588,58.084306,58.211343,58.399398,58.898102,63.464954,,,35,40,1798,29,0.001,58.95733,58.95733,0,0,0,0.06,1698.349,+AC0-0.0082664,+AC0-10.77559,,359,,,,,,,
19may2013 01:42:00,,,35.293333,35.56088,35.626343,34.945231,1,0,56.665,58.070833,58.21,58.391991,58.902361,63.465324,,,35.1,40,1799,29,0.001,58.95092,58.95092,0,0,0,0.06,1698.409,+AC0-0.0064087,+AC0-8.353941,,359,,,,,,,
19may2013 01:43:00,,,35.319028,35.488009,35.628102,34.962593,1,0,56.64963,58.070463,58.195463,58.390324,58.893704,63.453796,,,35,40,1800,30,0.001,58.94223,58.94223,0,0,0,0.06,1698.469,+AC0-0.0086899,+AC0-11.32755,,360,,,,,,,
19may2013 01:44:00,,,35.29875,35.520463,35.630463,34.933889,1,0,56.633426,58.05875,58.196019,58.390231,58.895324,63.44338,,,35,40,1801,30,0.001,58.93619,58.93619,0,0,0,0.06,1698.529,+AC0-0.0060425,+AC0-7.876573,,360,,,,,,,
19may2013 01:45:00,,,35.293519,35.496481,35.618657,34.928148,1,0,56.617546,58.050556,58.188796,58.381111,58.889861,63.434491,,,35,40,1802,30,0.001,58.92706,58.92706,0,0,0,0.06,1698.589,+AC0-0.0091286,+AC0-11.89939,,360,,,,,,,
19may2013 01:46:00,,,35.265278,35.526667,35.599074,34.889398,1,0,56.601852,58.043287,58.172593,58.367176,58.880278,63.407407,,,35,40,1803,30,0.001,58.9121,58.9121,0,0,0,0.06,1698.649,+AC0-0.0149612,+AC0-19.50247,,360,,,,,,,
19may2013 01:47:00,,,35.258148,35.479398,35.5825,34.924722,1,0,56.591019,58.040231,58.179213,58.373704,58.887824,63.40412,,,35,40,1804,30,0.001,58.91269,58.91269,0,0,0,0.06,1698.708,0.0005875,0.7657779,,360,,,,,,,
19may2013 01:48:00,,,35.255324,35.487731,35.581065,34.912778,1,0,56.583056,58.031389,58.176157,58.37162,58.887269,63.403704,,,35,40,1805,30,0.001,58.90887,58.90887,0,0,0,0.06,1698.769,+AC0-0.0038185,+AC0-4.977556,,361,,,,,,,
19may2013 01:49:00,,,35.263102,35.49713,35.57713,34.940185,1,0,56.56125,58.033287,58.171852,58.367454,58.881898,63.396296,,,35,40,1806,30,0.001,58.90201,58.90201,0,0,0,0.06,1698.828,+AC0-0.0068588,+AC0-8.940705,,361,,,,,,,
19may2013 01:50:00,,,35.262731,35.521296,35.598889,34.956528,1,0,56.558565,58.030602,58.174676,58.370556,58.888843,63.382917,,,35,40,1807,30,0.001,58.90103,58.90103,0,0,0,0.06,1698.889,+AC0-0.0009804,+AC0-1.277954,,361,,,,,,,
19may2013 01:51:00,,,35.266296,35.463843,35.592083,34.965463,1,0,56.540509,58.026435,58.168287,58.357731,58.883519,63.375231,,,35.1,40,1808,30,0.001,58.89195,58.89195,0,0,0,0.06,1698.949,+AC0-0.0090752,+AC0-11.82978,,361,,,,,,,
19may2013 01:52:00,,,35.304398,35.495556,35.604306,34.97662,1,0,56.534213,58.02375,58.168935,58.365046,58.887222,63.370185,,,35,40,1809,30,0.001,58.89156,58.89156,0,0,0,0.06,1699.009,+AC0-0.0003929,+AC0-0.5121762,,361,,,,,,,
19may2013 01:53:00,,,35.283611,35.491435,35.599676,34.932731,1,0,56.526204,58.021065,58.172454,58.357778,58.883472,63.359861,,,35,40,1810,30,0.001,58.88681,58.88681,0,0,0,0.06,1699.069,+AC0-0.0047531,+AC0-6.195839,,362,,,,,,,
19may2013 01:54:00,,,35.274074,35.46588,35.601019,34.966991,1,0,56.521204,58.028333,58.164769,58.357037,58.888009,63.355046,,,35,40,1811,30,0.001,58.88573,58.88573,0,0,0,0.06,1699.129,+AC0-0.0010719,+AC0-1.397296,,362,,,,,,,
19may2013 01:55:00,,,35.278102,35.475278,35.588194,34.951574,1,0,56.500231,58.026204,58.163935,58.356343,58.884444,63.337639,,,35,40,1812,30,0.001,58.87813,58.87813,0,0,0,0.06,1699.189,+AC0-0.0076027,+AC0-9.910359,,362,,,,,,,
19may2013 01:56:00,,,35.266574,35.514537,35.581944,34.952083,1,0,56.493519,58.015417,58.158981,58.359213,58.884491,63.331435,,,35,40,1813,30,0.001,58.87384,58.87384,0,0,0,0.06,1699.249,+AC0-0.0042877,+AC0-5.589184,,362,,,,,,,
19may2013 01:57:00,,,35.260278,35.456019,35.573056,34.943796,1,0,56.482917,58.015833,58.154907,58.349583,58.879444,63.319676,,,35,40,1814,30,0.001,58.86706,58.86706,0,0,0,0.06,1699.309,+AC0-0.0067825,+AC0-8.841254,,362,,,,,,,
19may2013 01:58:00,,,35.259306,35.476574,35.56463,34.957963,1,0,56.479491,58.015278,58.155833,58.351574,58.885463,63.30787,,,35,40,1815,30,0.001,58.86592,58.86592,0,0,0,0.06,1699.369,+AC0-0.0011444,+AC0-1.491775,,363,,,,,,,
19may2013 01:59:00,,,35.259444,35.462083,35.565972,34.932593,1,0,56.465278,58.013981,58.154491,58.355,58.883796,63.307222,,,35,40,1816,30,0.001,58.8633,58.8633,0,0,0,0.06,1699.429,+AC0-0.0026207,+AC0-3.416165,,363,,,,,,,
19may2013 02:00:00,,,35.249769,35.456528,35.550046,34.948935,1,0,56.455231,58.001667,58.15125,58.348981,58.885972,63.294259,,,35,40,1817,30,0.001,58.85623,58.85623,0,0,0,0.06,1699.489,+AC0-0.0070686,+AC0-9.214198,,363,,,,,,,
19may2013 02:01:00,,,35.261667,35.453704,35.566343,34.946944,1,0,56.445787,58.002824,58.149954,58.353704,58.882963,63.289537,,,35,40,1818,30,0.001,58.85413,58.85413,0,0,0,0.06,1699.549,+AC0-0.0020981,+AC0-2.734921,,363,,,,,,,
19may2013 02:02:00,,,35.252546,35.453333,35.544815,34.957546,1,0,56.426204,57.992731,58.14625,58.344074,58.883935,63.275556,,,35,40,1819,30,0.001,58.84479,58.84479,0,0,0,0.06,1699.609,+AC0-0.0093384,+AC0-12.17288,,363,,,,,,,
19may2013 02:03:00,,,35.246759,35.437315,35.53662,34.967269,1,0,56.41338,58.00088,58.142454,58.341667,58.882685,63.267778,,,35,40,1820,30,0.001,58.84147,58.84147,0,0,0,0.06,1699.669,+AC0-0.0033188,+AC0-4.326148,,364,,,,,,,
19may2013 02:04:00,,,35.239352,35.435093,35.534213,34.920787,1,0,56.400741,57.993194,58.137454,58.339213,58.883194,63.25787,,,35,40,1821,30,0.001,58.83528,58.83528,0,0,0,0.06,1699.729,+AC0-0.0061951,+AC0-8.075476,,364,,,,,,,
19may2013 02:05:00,,,35.237269,35.45838,35.52537,34.922454,1,0,56.384491,57.980417,58.138657,58.337222,58.876528,63.239583,,,35,40,1822,30,0.001,58.82615,58.82615,0,0,0,0.06,1699.789,+AC0-0.0091286,+AC0-11.89939,,364,,,,,,,
19may2013 02:06:00,,,35.240648,35.428009,35.507176,34.9125,1,0,56.37875,57.985972,58.134769,58.330231,58.875694,63.234861,,,35,40,1823,30,0.001,58.82338,58.82338,0,0,0,0.06,1699.849,+AC0-0.0027695,+AC0-3.610096,,364,,,,,,,
19may2013 02:07:00,,,35.211157,35.453796,35.501065,34.9475,1,0,56.364306,57.976296,58.125139,58.326343,58.873287,63.230278,,,35,40,1824,30,0.001,58.81594,58.81594,0,0,0,0.06,1699.909,+AC0-0.0074387,+AC0-9.696538,,364,,,,,,,
19may2013 02:08:00,,,35.237315,35.454352,35.514491,34.936759,1,0,56.377593,58.000972,58.144769,58.348657,58.885833,63.226991,,,35,40,1825,30,0.001,58.8308,58.8308,0,0,0,0.06,1699.969,0.0148621,19.37319,,365,,,,,,,
19may2013 02:09:00,,,35.254259,35.400185,35.511898,34.954815,1,0,56.394722,58.023889,58.161019,58.361574,58.903704,63.228935,,,35,40,1826,30,0.001,58.84564,58.84564,0,0,0,0.06,1700.029,0.0148392,19.34335,,365,,,,,,,
19may2013 02:10:00,,,35.243565,35.469769,35.516806,34.925648,1,0,56.404676,58.039352,58.177083,58.369074,58.917593,63.230231,,,35,40,1827,30,0.001,58.85633,58.85633,0,0,0,0.06,1700.089,0.0106926,13.93815,,365,,,,,,,
19may2013 02:11:00,,,35.219398,35.408426,35.487593,34.889306,1,0,56.409213,58.046991,58.185278,58.380833,58.921806,63.194028,,,34.9,40,1828,30,0.001,58.85636,58.85636,0,0,0,0.06,1700.149,0.0000229,0.0298355,,365,,,,,,,
19may2013 02:12:00,,,35.220926,35.417685,35.482639,34.946435,1,0,56.401435,58.045556,58.191852,58.385046,58.92537,63.213056,,,35,40,1829,30,0.001,58.86039,58.86039,0,0,0,0.06,1700.208,0.0040283,5.251049,,365,,,,,,,
19may2013 02:13:00,,,35.23963,35.405741,35.491898,34.921435,1,0,56.398426,58.040046,58.191667,58.384444,58.927963,63.2175,,,35,40,1830,30,0.001,58.86001,58.86001,0,0,0,0.06,1700.269,+AC0-0.0003777,+AC0-0.4922858,,366,,,,,,,
