time,T+AF8-In+AF8-water,T+AF8-Out+AF8-water,T+AF8-Evap+AF8-In,T+AF8-Evap+AF8-Sat,T+AF8-Evap+AF8-Out,T+AF8-out+AF8-air,Power+AF8-W,flow+AF8-out+AF8-gpm,T+AF8-Tank+AF8-02,T+AF8-Tank+AF8-04,T+AF8-Tank+AF8-06,T+AF8-Tank+AF8-08,T+AF8-Tank+AF8-10,T+AF8-Tank+AF8-12,Power+AF8-res+AF8-kW,Power+AF8-comp+AF8-kW,T+AF8-Plenum+AF8-In,RH+AF8-In,minutes,hours,Power+AF8-kW,T+AF8-Tank+AF8-ave,T+AF8-Tank+AF8-COP,flow+AF8-out+AF8-gal,flow+AF8-out+AF8-tot,sumM+AF8-Outlet,dEin,E+AF8-in+AF8-tot,dT+AF8-Tank+AF8-ave,dEout,COP,minutes5,dEin5min,T+AF8-Tank+AF8-ave+AF8-5min,dT+AF8-Tank+AF8-ave+AF8-5min,dEadd5min,COP5min,Cap5min,Input5min
18may2013 01:52:00,,,35.20037,35.386343,35.351944,34.967037,1,0,57.592269,61.759722,62.479769,62.69787,62.923333,63.207917,,,35,40,369,6,0.001,61.77681,61.77681,0,0,0,0.06,252.9017,+AC0-0.006321,+AC0-8.239572,,73,,,,,,,
18may2013 01:53:00,,,35.189398,35.380278,35.330926,34.946435,1,0,57.582685,61.761481,62.478472,62.695648,62.91963,63.192593,,,35,40,370,6,0.001,61.77175,61.77175,0,0,0,0.06,252.9617,+AC0-0.0050621,+AC0-6.598619,,74,,,,,,,
18may2013 01:54:00,,,35.177963,35.408009,35.330093,34.964167,1,0,57.573194,61.76287,62.472593,62.696852,62.924352,63.200926,,,35,40,371,6,0.001,61.7718,61.7718,0,0,0,0.06,253.0217,0.0000458,0.059671,,74,,,,,,,
18may2013 01:55:00,,,35.196759,35.371157,35.322315,34.919306,1,0,57.567454,61.764028,62.472778,62.690509,62.917963,63.195833,,,35,40,372,6,0.001,61.76809,61.76809,0,0,0,0.06,253.0817,+AC0-0.0037041,+AC0-4.828379,,74,,,,,,,
18may2013 01:56:00,,,35.179398,35.379954,35.314306,34.955741,1,0,57.542824,61.761713,62.471574,62.68412,62.916898,63.195463,,,35,40,373,6,0.001,61.7621,61.7621,0,0,0,0.06,253.1417,+AC0-0.0059929,+AC0-7.811929,,74,,,,,,,
18may2013 01:57:00,,,35.188009,35.36375,35.31287,34.966898,1,0,57.5475,61.760139,62.468889,62.68963,62.905185,63.189491,,,35,40,374,6,0.001,61.76014,61.76014,0,0,0,0.06,253.2017,+AC0-0.0019608,+AC0-2.555908,,74,,,,,,,
18may2013 01:58:00,,,35.182269,35.373333,35.295694,34.938935,1,0,57.527222,61.755556,62.477176,62.682315,62.919491,63.19662,,,35,40,375,6,0.001,61.75973,61.75973,0,0,0,0.06,253.2617,+AC0-0.0004082,+AC0-0.5320665,,75,,,,,,,
18may2013 01:59:00,,,35.155463,35.375093,35.277222,34.93,1,0,57.493102,61.736343,62.448194,62.670694,62.896111,63.174398,,,35,40,376,6,0.001,61.73647,61.73647,0,0,0,0.06,253.3217,+AC0-0.0232582,+AC0-30.31784,,75,,,,,,,
18may2013 02:00:00,,,35.130926,35.334352,35.26412,34.922593,1,0,57.465787,61.717361,62.433796,62.648981,62.891852,63.166204,,,35,40,377,6,0.001,61.72066,61.72066,0,0,0,0.06,253.3817,+AC0-0.0158081,+AC0-20.60639,,75,,,,,,,
18may2013 02:01:00,,,35.131574,35.343796,35.249815,34.95463,1,0,57.420231,61.683796,62.397963,62.625185,62.86537,63.149398,,,35,40,378,6,0.001,61.69032,61.69032,0,0,0,0.06,253.4417,+AC0-0.0303421,+AC0-39.55193,,75,,,,,,,
18may2013 02:02:00,,,35.120556,35.345093,35.25088,34.946435,1,0,57.381667,61.661343,62.383102,62.610278,62.841435,63.139028,,,35,40,379,6,0.001,61.66948,61.66948,0,0,0,0.06,253.5017,+AC0-0.0208473,+AC0-27.17517,,75,,,,,,,
18may2013 02:03:00,,,35.136574,35.334722,35.256667,34.95875,1,0,57.367222,61.65713,62.374676,62.599028,62.847593,63.137917,,,35,40,380,6,0.001,61.66393,61.66393,0,0,0,0.06,253.5617,+AC0-0.0055466,+AC0-7.230137,,76,,,,,,,
18may2013 02:04:00,,,35.117593,35.306667,35.25375,34.908657,1,0,57.351574,61.652917,62.378935,62.604861,62.848704,63.139907,,,35,40,381,6,0.001,61.66282,61.66282,0,0,0,0.06,253.6217,+AC0-0.0011139,+AC0-1.451994,,76,,,,,,,
18may2013 02:05:00,,,35.117546,35.327222,35.238056,34.932917,1,0,57.347778,61.651759,62.376111,62.601852,62.844444,63.1325,,,35,40,382,6,0.001,61.65907,61.65907,0,0,0,0.06,253.6817,+AC0-0.0037422,+AC0-4.878105,,76,,,,,,,
18may2013 02:06:00,,,35.12162,35.308796,35.246296,34.918241,1,0,57.332963,61.643935,62.367685,62.593611,62.835694,63.130972,,,35,40,383,6,0.001,61.65081,61.65081,0,0,0,0.06,253.7417,+AC0-0.0082626,+AC0-10.77062,,76,,,,,,,
18may2013 02:07:00,,,35.113935,35.30338,35.246898,34.93588,1,0,57.323519,61.644444,62.378194,62.595185,62.835787,63.128148,,,35,40,384,6,0.001,61.65088,61.65088,0,0,0,0.06,253.8017,0.0000687,0.0895065,,76,,,,,,,
18may2013 02:08:00,,,35.112639,35.293009,35.264769,34.922963,1,0,57.313148,61.645,62.361852,62.596435,62.838657,63.127593,,,35,40,385,6,0.001,61.64711,61.64711,0,0,0,0.06,253.8617,+AC0-0.0037651,+AC0-4.90794,,77,,,,,,,
18may2013 02:09:00,,,35.117639,35.275556,35.260231,34.913657,1,0,57.303519,61.644769,62.369028,62.589907,62.837731,63.130833,,,35,40,386,6,0.001,61.64597,61.64597,0,0,0,0.06,253.9217,+AC0-0.0011482,+AC0-1.496748,,77,,,,,,,
18may2013 02:10:00,,,35.113519,35.283102,35.271528,34.922824,1,0,57.293426,61.639583,62.363796,62.59537,62.83537,63.131204,,,35,40,387,6,0.001,61.64312,61.64312,0,0,0,0.06,253.9817,+AC0-0.0028419,+AC0-3.704575,,77,,,,,,,
18may2013 02:11:00,,,35.109907,35.304815,35.27162,34.911065,1,0,57.280787,61.640046,62.363241,62.585926,62.833843,63.128333,,,35,40,388,6,0.001,61.63869,61.63869,0,0,0,0.06,254.0417,+AC0-0.0044289,+AC0-5.77317,,77,,,,,,,
18may2013 02:12:00,,,35.125046,35.278241,35.288102,34.940509,1,0,57.274769,61.63875,62.362731,62.59338,62.834537,63.126296,,,35,40,389,6,0.001,61.63841,61.63841,0,0,0,0.06,254.1017,+AC0-0.0002861,+AC0-0.3729438,,77,,,,,,,
18may2013 02:13:00,,,35.130556,35.323611,35.31588,34.960139,1,0,57.262963,61.631296,62.361667,62.587407,62.828796,63.124259,,,35,40,390,6,0.001,61.63273,61.63273,0,0,0,0.06,254.1617,+AC0-0.0056763,+AC0-7.399205,,78,,,,,,,
18may2013 02:14:00,,,35.144907,35.308889,35.325509,34.975972,1,0,57.258565,61.642361,62.363426,62.592454,62.829907,63.122454,,,35.1,40,391,6,0.001,61.63486,61.63486,0,0,0,0.06,254.2217,0.0021286,2.774702,,78,,,,,,,
18may2013 02:15:00,,,35.153565,35.290602,35.332824,34.962824,1,0,57.25625,61.642176,62.37037,62.589352,62.831806,63.122037,,,35,40,392,6,0.001,61.63533,61.63533,0,0,0,0.06,254.2817,0.0004692,0.6116278,,78,,,,,,,
18may2013 02:16:00,,,35.135046,35.313889,35.310093,34.940556,1,0,57.256759,61.652222,62.366019,62.586389,62.830093,63.124352,,,35,40,393,6,0.001,61.63597,61.63597,0,0,0,0.06,254.3417,0.0006409,0.8353941,,78,,,,,,,
18may2013 02:17:00,,,35.129722,35.282546,35.321019,34.92412,1,0,57.268194,61.666528,62.380139,62.603981,62.842778,63.118426,,,35,40,394,6,0.001,61.64668,61.64668,0,0,0,0.06,254.4017,0.010704,13.95307,,78,,,,,,,
18may2013 02:18:00,,,35.120463,35.2975,35.305972,34.927269,1,0,57.275833,61.672593,62.390185,62.608148,62.835556,63.115648,,,35,40,395,6,0.001,61.64966,61.64966,0,0,0,0.06,254.4617,0.0029869,3.893533,,79,,,,,,,
18may2013 02:19:00,,,35.143935,35.29625,35.324398,34.945463,1,0,57.267361,61.678611,62.38838,62.611991,62.839583,63.104815,,,35,40,396,6,0.001,61.64846,61.64846,0,0,0,0.06,254.5217,+AC0-0.0012054,+AC0-1.571337,,79,,,,,,,
18may2013 02:20:00,,,35.143194,35.315602,35.322593,34.914583,1,0,57.271204,61.683611,62.399213,62.621111,62.846481,63.120324,,,35,40,397,6,0.001,61.65699,61.65699,0,0,0,0.06,254.5817,0.0085335,11.12367,,79,,,,,,,
18may2013 02:21:00,,,35.135324,35.265046,35.32537,34.956065,1,0,57.26625,61.682083,62.399259,62.606713,62.845463,63.115139,,,35,40,398,6,0.001,61.65248,61.65248,0,0,0,0.06,254.6417,+AC0-0.0045052,+AC0-5.872622,,79,,,,,,,
18may2013 02:22:00,,,35.153148,35.295185,35.328241,34.963056,1,0,57.248981,61.682361,62.394444,62.612546,62.843009,63.122963,,,35,40,399,6,0.001,61.65072,61.65072,0,0,0,0.06,254.7017,+AC0-0.0017662,+AC0-2.302306,,79,,,,,,,
18may2013 02:23:00,,,35.15088,35.271296,35.336435,34.968148,1,0,57.228241,61.67088,62.383796,62.606157,62.831019,63.110648,,,35,40,400,6,0.001,61.63846,61.63846,0,0,0,0.06,254.7617,+AC0-0.0122604,+AC0-15.98188,,80,,,,,,,
18may2013 02:24:00,,,35.144444,35.250417,35.317639,34.917454,1,0,57.193889,61.657315,62.36463,62.58588,62.817269,63.104398,,,35,40,401,6,0.001,61.62056,61.62056,0,0,0,0.06,254.8217,+AC0-0.0178947,+AC0-23.32639,,80,,,,,,,
18may2013 02:25:00,,,35.12838,35.262407,35.299491,34.934722,1,0,57.136435,61.604167,62.323565,62.551065,62.788519,63.073241,,,35,40,402,6,0.001,61.5795,61.5795,0,0,0,0.06,254.8817,+AC0-0.0410652,+AC0-53.52987,,80,,,,,,,
18may2013 02:26:00,,,35.097917,35.263102,35.297361,34.926944,1,0,57.114491,61.589444,62.307176,62.531435,62.773241,63.066389,,,35,40,403,6,0.001,61.5637,61.5637,0,0,0,0.06,254.9417,+AC0-0.0158005,+AC0-20.59644,,80,,,,,,,
18may2013 02:27:00,,,35.117963,35.274815,35.306019,34.955231,1,0,57.101204,61.588657,62.316019,62.534444,62.781528,63.078565,,,35.1,40,404,6,0.001,61.56673,61.56673,0,0,0,0.06,255.0017,0.0030365,3.958177,,80,,,,,,,
18may2013 02:28:00,,,35.119028,35.289259,35.31588,34.951898,1,0,57.104074,61.59838,62.305926,62.539583,62.782778,63.076343,,,35,40,405,6,0.001,61.56785,61.56785,0,0,0,0.06,255.0617,0.0011139,1.451994,,81,,,,,,,
18may2013 02:29:00,,,35.109213,35.276065,35.303148,34.908519,1,0,57.093519,61.60088,62.313935,62.543935,62.787222,63.0775,,,35,40,406,6,0.001,61.5695,61.5695,0,0,0,0.06,255.1217,0.0016518,2.153129,,81,,,,,,,
18may2013 02:30:00,,,35.107269,35.264306,35.300185,34.914259,1,0,57.091574,61.596713,62.317454,62.538796,62.786481,63.078565,,,35,40,407,6,0.001,61.56826,61.56826,0,0,0,0.06,255.1817,+AC0-0.001236,+AC0-1.611117,,81,,,,,,,
18may2013 02:31:00,,,35.093935,35.263935,35.297269,34.917083,1,0,57.081944,61.598287,62.317639,62.545139,62.786667,63.082083,,,35,40,408,6,0.001,61.56863,61.56863,0,0,0,0.06,255.2417,0.0003624,0.4723954,,81,,,,,,,
18may2013 02:32:00,,,35.100509,35.288194,35.286991,34.94963,1,0,57.066944,61.598287,62.316157,62.540556,62.786759,63.0775,,,35,40,409,6,0.001,61.56437,61.56437,0,0,0,0.06,255.3017,+AC0-0.004261,+AC0-5.554376,,81,,,,,,,
18may2013 02:33:00,,,35.112083,35.256343,35.289491,34.950139,1,0,57.063657,61.60287,62.321389,62.546528,62.785417,63.068796,,,35,40,410,6,0.001,61.56478,61.56478,0,0,0,0.06,255.3617,0.000412,0.537039,,82,,,,,,,
18may2013 02:34:00,,,35.113796,35.269861,35.294722,34.965463,1,0,57.062731,61.607176,62.324306,62.547639,62.783102,63.067037,,,35,40,411,6,0.001,61.56533,61.56533,0,0,0,0.06,255.4217,0.0005531,0.7210246,,82,,,,,,,
18may2013 02:35:00,,,35.128056,35.271944,35.293519,34.937593,1,0,57.067639,61.613426,62.336389,62.553889,62.786296,63.069444,,,35,40,412,6,0.001,61.57118,61.57118,0,0,0,0.06,255.4817,0.0058517,7.627944,,82,,,,,,,
18may2013 02:36:00,,,35.118472,35.277778,35.284167,34.952824,1,0,57.086806,61.633704,62.350694,62.564722,62.797454,63.076343,,,35,40,413,6,0.001,61.58495,61.58495,0,0,0,0.06,255.5417,0.0137711,17.95103,,82,,,,,,,
18may2013 02:37:00,,,35.12162,35.290417,35.27713,34.923333,1,0,57.078148,61.643519,62.349861,62.569907,62.788333,63.068102,,,35,40,414,6,0.001,61.58298,61.58298,0,0,0,0.06,255.6017,+AC0-0.001976,+AC0-2.575799,,82,,,,,,,
18may2013 02:38:00,,,35.117824,35.280463,35.272176,34.942454,1,0,57.076944,61.637315,62.351852,62.56,62.8,63.078796,,,35,40,415,6,0.001,61.58415,61.58415,0,0,0,0.06,255.6617,0.0011749,1.531556,,83,,,,,,,
18may2013 02:39:00,,,35.10963,35.27537,35.265509,34.904954,1,0,57.070185,61.637546,62.351111,62.564815,62.79537,63.073519,,,35,40,416,6,0.001,61.58209,61.58209,0,0,0,0.06,255.7217,+AC0-0.0020599,+AC0-2.685195,,83,,,,,,,
18may2013 02:40:00,,,35.098102,35.246898,35.251759,34.924352,1,0,57.038194,61.628472,62.336713,62.554352,62.790231,63.07,,,35,40,417,6,0.001,61.56966,61.56966,0,0,0,0.06,255.7817,+AC0-0.0124321,+AC0-16.20565,,83,,,,,,,
18may2013 02:41:00,,,35.081343,35.233102,35.236898,34.912639,1,0,56.982824,61.578889,62.290417,62.512778,62.743333,63.028796,,,35,40,418,6,0.001,61.52284,61.52284,0,0,0,0.06,255.8417,+AC0-0.0468216,+AC0-61.03349,,83,,,,,,,
18may2013 02:42:00,,,35.065787,35.207269,35.223981,34.891759,1,0,56.940463,61.555648,62.274954,62.498657,62.740417,63.026806,,,35,40,419,6,0.001,61.50616,61.50616,0,0,0,0.06,255.9017,+AC0-0.0166817,+AC0-21.74511,,83,,,,,,,
18may2013 02:43:00,,,35.067176,35.190509,35.225417,34.901528,1,0,56.9175,61.545972,62.257222,62.49162,62.723009,63.020926,,,35,40,420,7,0.001,61.49271,61.49271,0,0,0,0.06,255.9617,+AC0-0.0134468,+AC0-17.52836,,84,,,,,,,
18may2013 02:44:00,,,35.06375,35.209352,35.226157,34.881944,1,0,56.906204,61.535694,62.262454,62.486204,62.727222,63.018796,,,35,40,421,7,0.001,61.48943,61.48943,0,0,0,0.06,256.0217,+AC0-0.0032806,+AC0-4.276422,,84,,,,,,,
18may2013 02:45:00,,,35.073611,35.228056,35.229444,34.932083,1,0,56.903241,61.536435,62.26088,62.481944,62.718056,63.019167,,,35,40,422,7,0.001,61.48662,61.48662,0,0,0,0.06,256.0817,+AC0-0.0028076,+AC0-3.659822,,84,,,,,,,
18may2013 02:46:00,,,35.079676,35.215278,35.241019,34.931389,1,0,56.88463,61.538935,62.260694,62.482824,62.719815,63.010926,,,35,40,423,7,0.001,61.48297,61.48297,0,0,0,0.06,256.1417,+AC0-0.0036507,+AC0-4.758763,,84,,,,,,,
18may2013 02:47:00,,,35.070787,35.224213,35.239815,34.91838,1,0,56.870926,61.53,62.254815,62.479444,62.727685,63.011065,,,35,40,424,7,0.001,61.47899,61.47899,0,0,0,0.06,256.2017,+AC0-0.0039825,+AC0-5.191378,,84,,,,,,,
18may2013 02:48:00,,,35.07375,35.224306,35.21625,34.920231,1,0,56.868704,61.519861,62.255463,62.47787,62.720324,63.010046,,,35,40,425,7,0.001,61.47538,61.47538,0,0,0,0.06,256.2617,+AC0-0.0036087,+AC0-4.704064,,85,,,,,,,
18may2013 02:49:00,,,35.083056,35.194352,35.226713,34.946343,1,0,56.856713,61.531898,62.250602,62.47625,62.721944,63.006667,,,35,40,426,7,0.001,61.47401,61.47401,0,0,0,0.06,256.3217,+AC0-0.0013695,+AC0-1.785158,,85,,,,,,,
18may2013 02:50:00,,,35.079907,35.214352,35.241343,34.923889,1,0,56.849815,61.521574,62.253472,62.469954,62.70963,63.000046,,,35,40,427,7,0.001,61.46741,61.46741,0,0,0,0.06,256.3817,+AC0-0.0065956,+AC0-8.597597,,85,,,,,,,
18may2013 02:51:00,,,35.079167,35.218519,35.230972,34.946806,1,0,56.835,61.519074,62.249537,62.47713,62.71787,63.0025,,,35,40,428,7,0.001,61.46685,61.46685,0,0,0,0.06,256.4417,+AC0-0.0005646,+AC0-0.7359424,,85,,,,,,,
18may2013 02:52:00,,,35.084722,35.21588,35.24625,34.934444,1,0,56.830787,61.523843,62.248009,62.474444,62.714028,63.009676,,,35,40,429,7,0.001,61.4668,61.4668,0,0,0,0.06,256.5017,+AC0-0.0000534,+AC0-0.0696162,,85,,,,,,,
18may2013 02:53:00,,,35.066343,35.233935,35.235417,34.928472,1,0,56.820185,61.522176,62.246019,62.469537,62.709259,63.004722,,,35,40,430,7,0.001,61.46198,61.46198,0,0,0,0.06,256.5617,+AC0-0.0048141,+AC0-6.275401,,86,,,,,,,
18may2013 02:54:00,,,35.086806,35.209722,35.237824,34.928565,1,0,56.813426,61.513935,62.24625,62.466435,62.707454,63.007963,,,35,40,431,7,0.001,61.45924,61.45924,0,0,0,0.06,256.6217,+AC0-0.002739,+AC0-3.570315,,86,,,,,,,
18may2013 02:55:00,,,35.075278,35.239861,35.247963,34.955231,1,0,56.805926,61.521019,62.248657,62.475694,62.713472,63.001157,,,35,40,432,7,0.001,61.46099,61.46099,0,0,0,0.06,256.6817,0.0017433,2.272471,,86,,,,,,,
18may2013 02:56:00,,,35.086852,35.234167,35.261852,34.961713,1,0,56.792778,61.522269,62.243611,62.468935,62.705046,63.001296,,,35,40,433,7,0.001,61.45565,61.45565,0,0,0,0.06,256.7417,+AC0-0.0053329,+AC0-6.951672,,86,,,,,,,
18may2013 02:57:00,,,35.093287,35.23213,35.260278,34.958935,1,0,56.783472,61.513796,62.247083,62.462685,62.709815,62.995,,,35,40,434,7,0.001,61.45198,61.45198,0,0,0,0.06,256.8017,+AC0-0.0036774,+AC0-4.793571,,86,,,,,,,
18may2013 02:58:00,,,35.098194,35.226343,35.266389,34.98125,1,0,56.770417,61.513472,62.238565,62.459583,62.705417,62.993935,,,35,40,435,7,0.001,61.4469,61.4469,0,0,0,0.06,256.8617,+AC0-0.0050774,+AC0-6.618509,,87,,,,,,,
18may2013 02:59:00,,,35.095046,35.252546,35.25838,34.944815,1,0,56.76287,61.513287,62.242407,62.463843,62.706667,62.999213,,,35,40,436,7,0.001,61.44805,61.44805,0,0,0,0.06,256.9217,0.0011482,1.496748,,87,,,,,,,
18may2013 03:00:00,,,35.1,35.24463,35.270463,34.976759,1,0,56.753009,61.507639,62.243102,62.467963,62.706481,62.99713,,,35,40,437,7,0.001,61.44589,61.44589,0,0,0,0.06,256.9817,+AC0-0.0021591,+AC0-2.814482,,87,,,,,,,
18may2013 03:01:00,,,35.089167,35.248102,35.267685,34.943704,1,0,56.750509,61.506574,62.239815,62.456852,62.70375,62.994954,,,35,40,438,7,0.001,61.44207,61.44207,0,0,0,0.06,257.0417,+AC0-0.0038147,+AC0-4.972584,,87,,,,,,,
18may2013 03:02:00,,,35.089583,35.234583,35.243009,34.946296,1,0,56.757546,61.51537,62.248704,62.466343,62.69875,62.984722,,,35,40,439,7,0.001,61.44524,61.44524,0,0,0,0.06,257.1017,0.0031662,4.127244,,87,,,,,,,
18may2013 03:03:00,,,35.074954,35.207407,35.252778,34.924583,1,0,56.76963,61.536574,62.256065,62.475417,62.69912,62.990185,,,35,40,440,7,0.001,61.4545,61.4545,0,0,0,0.06,257.1617,0.0092583,12.06846,,88,,,,,,,
18may2013 03:04:00,,,35.079259,35.200463,35.245694,34.916667,1,0,56.773935,61.543472,62.260556,62.482361,62.711713,63.000139,,,35,40,441,7,0.001,61.46203,61.46203,0,0,0,0.06,257.2217,0.0075302,9.815881,,88,,,,,,,
18may2013 03:05:00,,,35.083472,35.201574,35.233611,34.932222,1,0,56.76463,61.545787,62.265093,62.480972,62.707037,62.992407,,,35,40,442,7,0.001,61.45932,61.45932,0,0,0,0.06,257.2817,+AC0-0.0027084,+AC0-3.530535,,88,,,,,,,
18may2013 03:06:00,,,35.08375,35.201157,35.239444,34.952361,1,0,56.755463,61.537083,62.257361,62.476991,62.705787,62.989769,,,35,40,443,7,0.001,61.45374,61.45374,0,0,0,0.06,257.3417,+AC0-0.0055771,+AC0-7.269917,,88,,,,,,,
18may2013 03:07:00,,,35.093796,35.219074,35.247176,34.940972,1,0,56.743194,61.539491,62.258194,62.467963,62.696806,62.979769,,,35,40,444,7,0.001,61.44757,61.44757,0,0,0,0.06,257.4017,+AC0-0.0061722,+AC0-8.045641,,88,,,,,,,
18may2013 03:08:00,,,35.085324,35.209259,35.237731,34.939861,1,0,56.733796,61.533426,62.258704,62.473981,62.707037,62.979167,,,35,40,445,7,0.001,61.44769,61.44769,0,0,0,0.06,257.4617,0.0001144,0.1491775,,89,,,,,,,
18may2013 03:09:00,,,35.088935,35.218241,35.244676,34.950046,1,0,56.723935,61.529954,62.257731,62.465509,62.701528,62.971713,,,35,40,446,7,0.001,61.44173,61.44173,0,0,0,0.06,257.5217,+AC0-0.0059586,+AC0-7.767176,,89,,,,,,,
18may2013 03:10:00,,,35.096296,35.220648,35.249444,34.941574,1,0,56.720509,61.530231,62.254491,62.466481,62.69588,62.977917,,,35,40,447,7,0.001,61.44092,61.44092,0,0,0,0.06,257.5817,+AC0-0.0008087,+AC0-1.054188,,89,,,,,,,
18may2013 03:11:00,,,35.082269,35.204815,35.233657,34.929722,1,0,56.710694,61.532778,62.253056,62.463426,62.688935,62.973889,,,35,40,448,7,0.001,61.43713,61.43713,0,0,0,0.06,257.6417,+AC0-0.003788,+AC0-4.937776,,89,,,,,,,
18may2013 03:12:00,,,35.076389,35.210324,35.230602,34.899722,1,0,56.689213,61.524861,62.248704,62.464398,62.694259,62.964954,,,35,40,449,7,0.001,61.43106,61.43106,0,0,0,0.06,257.7017,+AC0-0.0060654,+AC0-7.906408,,89,,,,,,,
18may2013 03:13:00,,,35.074861,35.186667,35.233935,34.9475,1,0,56.694676,61.525463,62.246528,62.462824,62.69463,62.974167,,,35,40,450,7,0.001,61.43305,61.43305,0,0,0,0.06,257.7617,0.0019836,2.585744,,90,,,,,,,
18may2013 03:14:00,,,35.084352,35.194352,35.2325,34.93213,1,0,56.6825,61.523472,62.243102,62.451713,62.671435,62.967454,,,35,40,451,7,0.001,61.42328,61.42328,0,0,0,0.06,257.8217,+AC0-0.0097694,+AC0-12.73479,,90,,,,,,,
18may2013 03:15:00,,,35.075093,35.204769,35.231713,34.952639,1,0,56.667269,61.52088,62.24375,62.453287,62.693009,62.950231,,,35,40,452,7,0.001,61.42141,61.42141,0,0,0,0.06,257.8817,+AC0-0.001873,+AC0-2.441539,,90,,,,,,,
18may2013 03:16:00,,,35.07787,35.181296,35.230787,34.935231,1,0,56.662731,61.522222,62.242361,62.45537,62.681759,62.96162,,,35,40,453,7,0.001,61.42101,61.42101,0,0,0,0.06,257.9417,+AC0-0.0003967,+AC0-0.5171487,,90,,,,,,,
18may2013 03:17:00,,,35.070046,35.203843,35.24037,34.93213,1,0,56.654907,61.517963,62.239259,62.454861,62.687361,62.965,,,35,40,454,7,0.001,61.41989,61.41989,0,0,0,0.06,258.0017,+AC0-0.0011177,+AC0-1.456967,,90,,,,,,,
18may2013 03:18:00,,,35.071528,35.20588,35.238935,34.949861,1,0,56.651065,61.516435,62.241944,62.454074,62.678565,62.963194,,,35,40,455,7,0.001,61.41755,61.41755,0,0,0,0.06,258.0617,+AC0-0.002346,+AC0-3.058139,,91,,,,,,,
18may2013 03:19:00,,,35.073657,35.195417,35.240185,34.924491,1,0,56.634769,61.513981,62.238009,62.451944,62.680694,62.957593,,,35,40,456,7,0.001,61.41283,61.41283,0,0,0,0.06,258.1217,+AC0-0.004715,+AC0-6.146113,,91,,,,,,,
18may2013 03:20:00,,,35.08037,35.197361,35.232407,34.960185,1,0,56.625648,61.515278,62.233472,62.449722,62.679352,62.949537,,,35,40,457,7,0.001,61.40884,61.40884,0,0,0,0.06,258.1817,+AC0-0.003994,+AC0-5.206295,,91,,,,,,,
18may2013 03:21:00,,,35.08537,35.209769,35.244537,34.951111,1,0,56.615231,61.510231,62.227778,62.439722,62.665741,62.944491,,,35,40,458,7,0.001,61.40053,61.40053,0,0,0,0.06,258.2417,+AC0-0.0083046,+AC0-10.82531,,91,,,,,,,
18may2013 03:22:00,,,35.081157,35.224815,35.244491,34.972037,1,0,56.610509,61.509907,62.237361,62.444398,62.677315,62.947315,,,35,40,459,7,0.001,61.40447,61.40447,0,0,0,0.06,258.3017,0.0039368,5.131706,,91,,,,,,,
18may2013 03:23:00,,,35.093009,35.223611,35.258241,34.947454,1,0,56.596713,61.500417,62.2275,62.436343,62.664444,62.945417,,,35,40,460,7,0.001,61.39514,61.39514,0,0,0,0.06,258.3617,+AC0-0.0093307,+AC0-12.16294,,92,,,,,,,
18may2013 03:24:00,,,35.083935,35.190694,35.23338,34.951435,1,0,56.561111,61.473981,62.207778,62.420093,62.655417,62.931343,,,35,40,461,7,0.001,61.37495,61.37495,0,0,0,0.06,258.4217,+AC0-0.0201836,+AC0-26.30994,,92,,,,,,,
18may2013 03:25:00,,,35.068935,35.188194,35.237361,34.939491,1,0,56.541991,61.463843,62.191667,62.403519,62.645741,62.922176,,,35,40,462,7,0.001,61.36149,61.36149,0,0,0,0.06,258.4817,+AC0-0.0134659,+AC0-17.55322,,92,,,,,,,
18may2013 03:26:00,,,35.040463,35.17287,35.206528,34.918704,1,0,56.486296,61.424907,62.158519,62.377361,62.612593,62.901991,,,35,40,463,7,0.001,61.32695,61.32695,0,0,0,0.06,258.5417,+AC0-0.0345421,+AC0-45.02674,,92,,,,,,,
18may2013 03:27:00,,,35.037222,35.153519,35.201667,34.960787,1,0,56.463796,61.410556,62.145324,62.35537,62.607315,62.89713,,,35,40,464,7,0.001,61.31325,61.31325,0,0,0,0.06,258.6017,+AC0-0.0136986,+AC0-17.85655,,92,,,,,,,
18may2013 03:28:00,,,35.034444,35.156343,35.200741,34.910741,1,0,56.451667,61.395926,62.141343,62.363333,62.599907,62.883241,,,35,40,465,7,0.001,61.3059,61.3059,0,0,0,0.06,258.6617,+AC0-0.0073433,+AC0-9.572224,,93,,,,,,,
18may2013 03:29:00,,,35.042269,35.164074,35.208843,34.969306,1,0,56.440139,61.402778,62.145324,62.359907,62.602685,62.891944,,,35.1,40,466,7,0.001,61.30713,61.30713,0,0,0,0.06,258.7217,0.0012245,1.596199,,93,,,,,,,
18may2013 03:30:00,,,35.051296,35.174537,35.223333,34.923981,1,0,56.43875,61.405509,62.138519,62.354028,62.603796,62.891806,,,35,40,467,7,0.001,61.3054,61.3054,0,0,0,0.06,258.7817,+AC0-0.0017281,+AC0-2.25258,,93,,,,,,,
18may2013 03:31:00,,,35.055324,35.184861,35.225556,34.962454,1,0,56.433009,61.410926,62.14125,62.356806,62.600833,62.883565,,,35.1,40,468,7,0.001,61.3044,61.3044,0,0,0,0.06,258.8417,+AC0-0.0010033,+AC0-1.30779,,93,,,,,,,
